cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,PromedioDeRadiacion,SumaDeLluvia,V_Max,V_Med,V_Min,SumaDeCV1,SumaDeCV2,SumaDeCV3,SumaDeCV4,PromedioDeDireccion
HU011,2019-04-23T00:00:00,16.1,10.3669583333333,5.087,99.1,85.9170833333333,63.7,0.71691285,7.8,18.45,3.214,0,189,203,481,571,3.29166666666667
HU011,2019-04-24T00:00:00,17.95,12.33225,4.108,100,92.4666666666667,82.6,0.43936365,1.6,26.85,7.869,0,204,181,987,68,2.54166666666667
HU011,2019-04-25T00:00:00,20.86,14.3016666666667,8.63,100,74.4279166666667,39.52,0.9039741,0.6,15.81,4.17666666666667,0,163,47,643,585,3.58333333333333
HU011,2019-04-26T00:00:00,22.69,13.38025,3.099,100,67.9295833333333,38.02,1.1473167,0,16.97,3.79316666666667,0,891,141,10,392,1.20833333333333
HU011,2019-04-27T00:00:00,29.04,17.6016666666667,8.57,91.1,55.9458333333333,23.45,1.16655615,0,17,3.81304166666667,0,891,347,95,103,1.375
HU011,2019-04-28T00:00:00,29.72,17.178125,6.914,95.6,60.1579166666667,25.7,1.06932255,0,19.9,2.83908333333333,0,718,378,307,37,1.70833333333333
HU011,2019-04-29T00:00:00,28.64,17.7586666666667,7.15,98.7,59.7904166666667,24.77,1.1509815,0,16.93,3.05104166666667,0,625,212,452,149,2
HU011,2019-04-30T00:00:00,26.78,17.6270833333333,8.77,96.7,66.0829166666667,38.05,1.13245785,0,14.25,2.96341666666667,0,556,179,524,178,2.125
HU011,2019-05-01T00:00:00,29.32,19.1433333333333,10.19,99.3,70.4079166666667,41.36,1.12643205,0,16.09,3.21666666666667,0,634,239,467,102,1.91666666666667
HU011,2019-05-02T00:00:00,29.45,18.6070833333333,9.28,100,65.9145833333333,31.65,1.1490699,0,14.92,3.22679166666667,0,420,348,508,162,2.25
HU011,2019-05-03T00:00:00,22.59,15.5954166666667,8.57,98.4,75.68375,47.31,1.14420375,0,16.12,3.873375,0,367,288,755,32,2.41666666666667
HU011,2019-05-04T00:00:00,19.92,14.3983333333333,9.24,100,84.6120833333333,64.82,0.95320605,0,16.16,3.9125,0,447,447,495,49,2.08333333333333
HU011,2019-05-05T00:00:00,18.29,13.52375,7.719,98,83.8,64.17,0.8395689,0,14.29,3.08383333333333,0,410,429,509,90,2.25
HU011,2019-05-06T00:00:00,21,13.3127916666667,5.628,96,74.61125,47.8,1.12206945,0,15.7,4.27604166666667,0,437,184,411,402,2.66666666666667
HU011,2019-05-07T00:00:00,24.31,15.7779166666667,7.718,95.9,69.6433333333333,46,1.1328054,0,16.41,4.7535,0,548,63,362,461,2.625
HU011,2019-05-08T00:00:00,21.81,15.4316666666667,8.43,97.8,75.9991666666667,57.22,0.9085734,0,18.91,4.59645833333333,0,192,211,782,253,2.95833333333333
HU011,2019-05-09T00:00:00,21.34,15.9866666666667,11.88,93.7,78.05125,66.19,0.682314,0,14.46,4.10820833333333,0,128,129,992,188,2.95833333333333
HU011,2019-05-10T00:00:00,25.93,17.056375,6.671,98.7,69.7066666666667,44.36,1.1508852,0,18.28,5.23483333333333,0,817,9,23,585,2.75
HU011,2019-05-11T00:00:00,32.29,20.2445833333333,10.59,81.6,48.0925,17.06,1.199181,0,18.98,5.13925,0,783,102,218,332,1.625
HU011,2019-05-12T00:00:00,31.89,19.5104166666667,8.36,86.5,51.2716666666667,28.21,1.1991777,0,16.9,3.62108333333333,0,628,357,418,38,1.875
HU011,2019-05-13T00:00:00,31.11,18.4475,8.1,93.1,59.08125,22.44,1.2216744,0,18.17,3.50979166666667,0,636,329,426,49,2
HU011,2019-05-14T00:00:00,26,16.3229583333333,7.015,100,61.6254166666667,27.97,1.21734855,0,15.06,3.642,0,552,287,550,48,2.125
HU011,2019-05-15T00:00:00,31.51,19.2744166666667,6.339,96.4,55.9866666666667,18.56,1.2108243,0,18.49,3.34241666666667,0,590,195,418,235,2.25
HU011,2019-05-16T00:00:00,27.76,18.6958333333333,10.25,75.31,48.0404166666667,27.27,1.1936025,0,24.87,6.573625,0,471,9,92,860,3.625
HU011,2019-05-17T00:00:00,23.67,16.2675,7.894,72.83,47.9275,27.49,1.1173755,0.1,27.52,8.77754166666667,0,573,7,30,773,3.5
HU011,2019-05-18T00:00:00,23.63,17.3441666666667,11.78,69.41,47.6970833333333,28.44,1.2078015,0,23.04,7.59183333333333,0,575,7,34,824,3.625
HU011,2019-05-19T00:00:00,24.68,18.4691666666667,13.4,71.42,58.99,38.12,0.9380265,0,20.29,5.528625,0,293,91,346,708,3.70833333333333
HU011,2019-05-20T00:00:00,27.25,18.9429166666667,9.75,94.2,54.4629166666667,20.62,1.2536592,0,17.53,5.08341666666667,0,522,50,330,536,2.58333333333333
HU011,2019-05-21T00:00:00,27.66,19.6983333333333,12.49,88,61.78875,33.45,1.23557205,0,24.91,6.19108333333333,0,493,68,335,539,2.58333333333333
HU011,2019-05-22T00:00:00,27.42,20.4341666666667,11.24,97.8,60.8166666666667,29.97,1.25127165,0,18.45,4.52554166666667,0,468,221,482,261,2.25
HU011,2019-05-23T00:00:00,32.63,23.6525,13.6,84.6,47.1183333333333,19.69,1.16785725,0,20.39,4.74704166666667,0,607,24,235,572,2.33333333333333
HU011,2019-05-24T00:00:00,30.4,22.265,13.2,78.64,45.5925,20.31,1.1667825,0,21.24,7.54795833333333,0,681,11,16,726,3
HU011,2019-05-25T00:00:00,28.74,22.1279166666667,14.11,90.6,58.7145833333333,40.16,1.17183645,0,18.73,4.77125,0,374,403,526,132,2.25
HU011,2019-05-26T00:00:00,28.84,19.9095833333333,10.67,99.8,65.4404166666667,30.25,1.237245,0,18.06,3.94125,0,470,296,595,78,2.125
HU011,2019-05-27T00:00:00,33.91,23.3683333333333,10.67,97.9,56.0316666666667,25.56,1.219206,0,19.05,4.14929166666667,0,548,213,414,261,2.45833333333333
HU011,2019-05-28T00:00:00,35.64,24.2283333333333,14.68,85.2,53.615,22.57,1.218738,0,17.36,5.6165,0,613,169,263,393,2.08333333333333
HU011,2019-05-29T00:00:00,33.17,23.2191666666667,13.54,92.1,51.3191666666667,19.86,1.237089,0,27.17,3.95854166666667,0,490,509,386,52,2.04166666666667
HU011,2019-05-30T00:00:00,33.2,20.9658333333333,11.07,99.4,63.1129166666667,22.56,1.238583,0,19.19,3.83441666666667,0,742,356,312,30,1.70833333333333
HU011,2019-05-31T00:00:00,33.91,22.1579166666667,11.85,96.1,53.77125,18.81,1.2565785,0,21.03,3.8,0,683,424,292,40,1.83333333333333
HU011,2019-06-01T00:00:00,34.32,22.3733333333333,12.12,85.9,49.7516666666667,15.04,1.2456705,0,22.44,4.07508333333333,0,607,348,458,25,2
HU011,2019-06-02T00:00:00,33.37,22.7479166666667,11.85,88.5,49.3425,19.23,1.2256116,0,16.9,3.77908333333333,0,479,282,613,66,2.125
HU011,2019-06-03T00:00:00,34.83,23.15375,11.28,98.9,52.8458333333333,14.81,1.202628,0,15.35,3.97608333333333,0,663,156,357,262,2.16666666666667
HU011,2019-06-04T00:00:00,29.79,21.6979166666667,14.65,97.2,62.7941666666667,36.47,1.1300985,0,20.99,5.1235,0,326,26,234,854,3.79166666666667
HU011,2019-06-05T00:00:00,26,19.2691666666667,11.31,91.1,48.40625,24.42,1.2040185,0,19.65,5.40916666666666,0,422,11,75,929,3.875
HU011,2019-06-06T00:00:00,24.45,18.4329166666667,11.41,76.22,53.5854166666667,28.46,1.2333,0,19.19,6.139875,0,302,73,643,418,2.70833333333333
HU011,2019-06-07T00:00:00,26.81,19.6291666666667,10.94,94.7,49.50375,20.24,1.2653475,0,19.47,5.55470833333333,0,703,13,86,633,2.08333333333333
HU011,2019-06-08T00:00:00,30.33,21.9158333333333,13.27,66.6,37.6745833333333,13.98,1.2484665,0,18.17,5.67,0,388,72,443,529,2.875
HU011,2019-06-09T00:00:00,29.15,20.52375,12.29,67.67,42.0125,20.63,1.25499,0,21.91,6.87116666666667,0,512,14,162,753,2.79166666666667
HU011,2019-06-10T00:00:00,28.33,20.1695833333333,13.13,93.5,57.5483333333333,25.08,1.258494,0,20.5,6.143125,0,468,81,355,536,2.83333333333333
HU011,2019-06-11T00:00:00,29.55,21.1608333333333,13.47,76.72,42.3475,17.73,1.251855,0,21.41,6.702,0,750,7,27,653,2.75
HU011,2019-06-12T00:00:00,27.79,21.2141666666667,13.57,74.18,48.1641666666667,29.29,1.2472365,0,16.16,5.40816666666667,0,467,227,548,196,2.29166666666667
HU011,2019-06-13T00:00:00,27.56,19.72875,12.05,72,43.4895833333333,21.9,1.237842,0,17.99,6.61029166666667,0,417,46,386,584,2.91666666666667
HU011,2019-06-14T00:00:00,24.78,18.32,11.95,79.98,52.03,29.66,1.1333985,0,20.04,5.96220833333333,0,327,41,394,674,3.75
HU011,2019-06-15T00:00:00,28,19.76375,11.95,89.7,54.8208333333333,26.11,1.249365,0,17.32,4.99620833333333,0,544,128,358,405,2.375
HU011,2019-06-16T00:00:00,28.23,20.2316666666667,11.75,90.8,54.4275,31.37,1.052592,0,15.77,4.75475,0,523,241,361,312,2.33333333333333
HU011,2019-06-17T00:00:00,24.85,17.35125,7.93,98.2,68.72125,32.81,1.2632622,0,16.37,3.55175,0,452,377,571,37,2.125
HU011,2019-06-18T00:00:00,23.47,16.531375,7.222,99.9,84.3045833333333,65.41,0.5363625,0,16.02,2.86320833333333,0,469,245,598,124,2.33333333333333
HU011,2019-06-19T00:00:00,26.37,19.7395833333333,11.34,100,75.8458333333333,52.89,1.101663,0,17.78,3.86895833333333,0,360,224,666,185,2.58333333333333
HU011,2019-06-20T00:00:00,28.3,21.60875,14.21,96.9,59.93375,30.93,1.1824395,0,18.24,4.70970833333333,0,320,30,279,809,3.70833333333333
HU011,2019-06-21T00:00:00,29.04,22.1191666666667,13.77,85.7,53.9104166666667,29.31,1.270644,0,16.58,5.94608333333333,0,397,48,339,649,3.625
HU011,2019-06-22T00:00:00,28.98,22.2233333333333,14.58,68.12,49.14,34.47,1.2622245,0,16.16,4.61241666666667,0,450,344,410,234,2
HU011,2019-06-23T00:00:00,27.56,20.5654166666667,10.57,86.9,56.8579166666667,28.98,1.179138,0,16.3,3.095375,0,574,316,454,94,2
HU011,2019-06-24T00:00:00,27.86,22.7725,17.22,96.2,72.40375,53.93,1.23370005,0,16.76,4.26679166666667,0,265,355,568,249,2.41666666666667
HU011,2019-06-25T00:00:00,28.98,22.3370833333333,14.01,91.8,62.3383333333333,33.06,1.257948,0,15.66,3.66020833333333,0,441,391,547,60,2.08333333333333
HU011,2019-06-26T00:00:00,26.44,20.6625,13.6,100,81.7229166666667,60.2,1.123293,0,18.2,3.90104166666667,0,227,345,810,57,2.5
HU011,2019-06-27T00:00:00,28.33,21.9829166666667,14.51,98.4,66.7004166666667,40.43,1.2004245,0,16.76,3.78483333333333,0,482,257,416,283,2.45833333333333
HU011,2019-06-28T00:00:00,32.33,25.1525,18.17,85.1,56.7891666666667,38.04,1.2098805,0,16.72,5.00079166666667,0,441,189,547,257,2.41666666666667
HU011,2019-06-29T00:00:00,30.84,23.7341666666667,15.73,95.9,70.6833333333333,44.92,1.208607,0,15.88,3.75341666666667,0,437,467,488,44,2.08333333333333
HU011,2019-06-30T00:00:00,27.86,22.6416666666667,17.02,99.1,80.5495833333333,59.24,1.1712855,0,18.31,3.41854166666667,0,123,718,567,29,2.5
HU011,2019-07-01T00:00:00,32.83,23.5608333333333,15.46,99.1,57.78125,30.66,1.2647475,0,16.37,4.86333333333333,0,414,56,415,553,3.33333333333333
HU011,2019-07-02T00:00:00,21.31,18.558,16.31,85.1,76.144,68.05,0,0,13.94,6.0492,0.423,143,1,2,152,3.4
JA001,2019-01-01T00:00:00,18.25,7.61991666666667,-0.342,92.2,62.9133333333333,25.35,0.486291,0,5.151,0.785208333333333,0,43710,16150,13810,12730,1.91666666666667
JA001,2019-01-02T00:00:00,15.93,6.11908333333333,-1.504,92.7,71.3770833333333,35.53,0.48318645,0,9.95,0.944291666666667,0,44150,18040,18540,5670,1.70833333333333
JA001,2019-01-03T00:00:00,16.16,6.34275,-0.786,97.3,72.0833333333333,32.29,0.4789413,0,7.374,0.758166666666667,0,50190,17430,4580,14200,1.54166666666667
JA001,2019-01-04T00:00:00,15.35,6.27741666666667,-0.462,95.7,75.5658333333333,43.23,0.47662545,0,5.892,0.931125,0,54080,17370,8800,6150,1.41666666666667
JA001,2019-01-05T00:00:00,17.39,6.44775,-0.701,94.9,67.2125,27.18,0.4903506,0.2,6.562,1.1175,0,59000,13770,7710,5920,1.54166666666667
JA001,2019-01-06T00:00:00,16.85,6.40554166666667,-0.786,85.6,60.46,24.62,0.50010015,0,7.021,1.15558333333333,0,55680,16030,8300,6390,1.45833333333333
JA001,2019-01-07T00:00:00,15.72,5.83104166666667,-2.154,85.5,58.7195833333333,28.39,0.49663515,0,7.374,0.95075,0,51440,19240,6830,8890,1.625
JA001,2019-01-08T00:00:00,16.1,6.11554166666667,-1.675,79.08,54.7825,27.48,0.4952361,0,5.645,0.651666666666667,0,44980,14430,14010,12980,1.75
JA001,2019-01-09T00:00:00,15.96,5.98279166666667,-1.573,90.4,66.0129166666667,34.95,0.4902555,0,7.409,0.876833333333333,0,40540,19360,14700,11800,1.83333333333333
JA001,2019-01-10T00:00:00,13.71,6.16441666666667,0.342,81.4,53.2391666666667,23.98,0.5047989,0,11.32,2.06025,0,66990,9480,2470,7440,1.04166666666667
JA001,2019-01-11T00:00:00,11.26,3.58820833333333,-2.797,70.5,44.83375,21.68,0.509511,0,9.88,1.76829166666667,0,59180,13730,2380,11110,1.33333333333333
JA001,2019-01-12T00:00:00,14.09,4.40120833333333,-3.56,78.43,52.5404166666667,18.01,0.5087991,0,7.62,1.24220833333333,0,59300,17180,6730,3190,1.33333333333333
JA001,2019-01-13T00:00:00,15.46,5.683,-1.111,86.5,65.1041666666667,34.09,0.5119998,0,6.103,0.853208333333333,0,50970,23090,3780,8550,1.54166666666667
JA001,2019-01-14T00:00:00,17.87,6.779125,-0.991,91.7,66.87125,30.69,0.5032482,0,7.832,0.971791666666667,0,47010,16940,14960,7490,1.5
JA001,2019-01-15T00:00:00,15.08,6.09808333333333,-0.632,93.7,73.865,41.42,0.4787574,0,10.87,0.955875,0,34970,21310,19510,10610,1.95833333333333
JA001,2019-01-16T00:00:00,11.51,5.89845833333333,1.6,95.1,85.07125,65.19,0.19537275,0,6.88,0.661125,0,45190,22520,9350,9340,1.41666666666667
JA001,2019-01-17T00:00:00,11.37,6.45979166666667,1.138,98.1,79.8945833333333,57.79,0.2360007,0,7.903,0.953708333333333,0,35790,19460,15970,15160,1.83333333333333
JA001,2019-01-18T00:00:00,12.22,6.13979166666667,0.564,97,75.0670833333333,46.92,0.38322675,0,9.77,1.301875,0,37880,9970,27090,11450,1.95833333333333
JA001,2019-01-19T00:00:00,9.94,5.94083333333333,-0.034,98.1,85.7875,62.3,0.26837355,4,12.1,1.501,0,25600,10010,39130,11660,2.375
JA001,2019-01-20T00:00:00,13.41,8.97316666666667,3.86,99.6,81.71125,49.05,0.31465815,14,13.72,2.28841666666667,0,22350,4910,26050,33050,2.54166666666667
JA001,2019-01-21T00:00:00,12.69,5.72058333333333,-0.342,97.7,73.61125,44.31,0.4558971,0,11.71,1.57983333333333,0,47740,12490,5910,20250,1.625
JA001,2019-01-22T00:00:00,8.61,4.04620833333333,-1.538,96.8,82.9079166666667,68.98,0.3167535,0,15.38,2.90358333333333,0,21490,7220,43530,14160,2.33333333333333
JA001,2019-01-23T00:00:00,14.06,8.64370833333333,5.771,93.7,83.6958333333333,60.21,0.32851845,0.2,17.92,4.608375,0,300,1810,67090,17200,3.04166666666667
JA001,2019-01-24T00:00:00,14.16,8.994625,4.78,98.4,88.0920833333333,69.31,0.4042359,0,16.12,2.53383333333333,0,2980,5280,61220,16920,3.08333333333333
JA001,2019-01-25T00:00:00,18.04,9.6055,3.431,99.1,80.2966666666667,48.08,0.54669,0.2,6.527,1.17970833333333,0,41040,16190,15650,13510,1.58333333333333
JA001,2019-01-26T00:00:00,18.45,9.2705,2.369,89.2,67.7158333333334,35.85,0.58314825,0,9.42,1.37841666666667,0,39780,14330,18720,13570,1.75
JA001,2019-01-27T00:00:00,14.47,7.5835,2.471,97.9,81.4658333333334,47.18,0.40879005,0,20.39,2.66604166666667,0,15290,7340,42580,21190,2.875
JA001,2019-01-28T00:00:00,13.55,6.70020833333333,-0.701,98,79.2233333333333,56.26,0.5369562,0,19.65,2.65516666666667,0,15830,5270,51010,14290,2.58333333333333
JA001,2019-01-29T00:00:00,10.69,8.41,4.56,96,86.2820833333333,75.34,0.29753715,0.6,24.13,4.35758333333333,0,360,1640,70320,14080,3
JA001,2019-01-30T00:00:00,13.38,9.74795833333333,7.582,97.8,76.0666666666667,47.58,0.4466274,1.2,20.32,5.51291666666667,0,430,1550,61830,22590,3.08333333333333
JA001,2019-01-31T00:00:00,13.07,10.7675,8.3,99.5,96.9125,88.5,0.15431265,5.4,25.12,7.057,0,570,1810,65680,18340,3
JA001,2019-02-01T00:00:00,12.53,9.74645833333333,6.25,99.3,86.6954166666667,61.63,0.3509463,31.2,27.55,6.897875,0,300,1490,64480,20120,3
JA001,2019-02-02T00:00:00,11.64,6.78670833333333,2.488,93.9,71.17,42.19,0.4500309,0,18.95,4.91866666666667,0,310,700,49150,36240,3.29166666666667
JA001,2019-02-03T00:00:00,12.18,4.96229166666667,-1.776,95.3,63.5641666666667,29.97,0.6377343,0,12.42,2.074125,0,34360,12020,6460,33550,2.375
JA001,2019-02-04T00:00:00,13.92,5.233875,-1.846,91.6,67.2916666666667,37.14,0.6356235,0,8.75,1.830375,0,59520,17880,1770,7230,1.29166666666667
JA001,2019-02-05T00:00:00,18.93,8.89066666666667,1.053,82.1,60.72625,34.05,0.63883095,0,7.479,1.60291666666667,0,57880,10390,7040,11090,1.45833333333333
JA001,2019-02-06T00:00:00,19.72,10.4065416666667,3.875,85.1,63.42875,29.6,0.6465198,0,12.59,1.59691666666667,0,48540,9490,19470,8900,1.75
JA001,2019-02-07T00:00:00,18.56,9.29345833333333,2.147,97.3,73.3645833333333,37.58,0.64259115,0,9.98,1.01541666666667,0,34030,20540,19070,12760,2.125
JA001,2019-02-08T00:00:00,19.17,9.05429166666667,1.19,95.2,70.0841666666667,32.88,0.6564588,0,11.89,1.16125,0,33230,13030,23470,16660,2.16666666666667
JA001,2019-02-09T00:00:00,17.39,8.35025,0.974,97,72.9029166666667,37.68,0.62727045,0,11.4,1.1295,0,28850,21210,24500,11840,2.25
JA001,2019-02-10T00:00:00,12.98,7.29891666666667,1.924,98,89.8429166666667,72.19,0.25888035,0,10.48,0.812666666666667,0,31460,12780,25280,16880,2.29166666666667
JA001,2019-02-11T00:00:00,17.33,11.2825833333333,7.207,97.7,81.4441666666667,50.63,0.512067,0.2,8.22,0.958208333333333,0,45120,17570,13390,10320,1.625
JA001,2019-02-12T00:00:00,18.73,10.7605416666667,4.515,84,66.1508333333333,43.27,0.6348834,0,9.7,1.85683333333333,0,67180,9400,3420,6380,1.375
JA001,2019-02-13T00:00:00,19.24,10.671125,4.683,88.9,64.23,25.92,0.6964875,0,11.4,2.00666666666667,0,64010,10240,3350,8800,1.41666666666667
JA001,2019-02-14T00:00:00,18.56,10.7057916666667,5.363,76.35,56.76875,28,0.71686965,0,11.4,2.4785,0,65550,7260,1190,12400,1.5
JA001,2019-02-15T00:00:00,20.23,11.2880416666667,4.176,86.9,63.5466666666667,35.2,0.7129584,0,12.49,2.31995833333333,0,76240,8640,10,1500,1
JA001,2019-02-16T00:00:00,20.43,12.6737916666667,5.19,83.6,51.28125,23.12,0.64854225,0,12.84,2.99795833333333,0,62480,14410,2570,6920,1.20833333333333
JA001,2019-02-17T00:00:00,19.75,10.842125,4.004,85.5,48.6725,17.53,0.7233873,0,8.47,1.73558333333333,0,47810,11480,10370,16720,1.95833333333333
JA001,2019-02-18T00:00:00,17.44,10.9024583333333,4.294,81.2,53.6916666666667,29.1,0.4826127,0,10.97,1.95741666666667,0,71130,3200,4860,7200,1.29166666666667
JA001,2019-02-19T00:00:00,16.54,10.2703333333333,4.064,89.8,67.9845833333333,43.45,0.5359272,0,7.409,1.04975,0,38850,14060,21480,12010,2.08333333333333
JA001,2019-02-20T00:00:00,18.38,10.525625,3.561,92.8,66.9033333333333,31.9,0.6584727,0,6.844,1.07204166666667,0,48930,15770,11980,9710,1.66666666666667
JA001,2019-02-21T00:00:00,20.54,11.6375416666667,5.327,83.7,52.7258333333333,18.72,0.7198791,0,11.11,1.75320833333333,0,57360,10550,2900,15590,1.54166666666667
JA001,2019-02-22T00:00:00,22.65,11.982125,3.869,72.34,45.17875,14.34,0.75319155,0,8.64,1.50925,0,55970,6980,14880,8570,1.5
JA001,2019-02-23T00:00:00,21.97,11.3512083333333,2.061,80.3,48.27875,22.33,0.6908385,0,6.315,1.24908333333333,0,48940,16320,11620,9520,1.625
JA001,2019-02-24T00:00:00,23.16,13.2783333333333,4.849,73.95,43.9104166666667,16.3,0.72313065,0,10.34,1.702375,0,61690,7580,3070,14050,1.58333333333333
JA001,2019-02-25T00:00:00,22.14,12.8464583333333,4.905,75.99,50.2979166666667,19.95,0.7879935,0,10.73,1.49991666666667,0,52390,11380,10520,12090,1.58333333333333
JA001,2019-02-26T00:00:00,22.72,13.278,5.396,69.84,42.055,17.29,0.7966521,0,12.21,2.10004166666667,0,70210,7020,970,8200,1.125
JA001,2019-02-27T00:00:00,22.07,12.7659166666667,4.349,63.72,38.9941666666667,16.19,0.79959765,0,10.55,1.830125,0,43670,10680,22380,9670,1.875
JA001,2019-02-28T00:00:00,23.02,12.8888333333333,3.258,79.58,47.7891666666667,21.92,0.7751247,0,8.4,1.21416666666667,0,35410,18770,17950,14270,2.04166666666667
JA001,2019-03-01T00:00:00,20.19,12.2230833333333,5.005,79.49,57.505,33.69,0.5413338,0,13.69,1.68408333333333,0,28860,12030,36490,9020,2.16666666666667
JA001,2019-03-02T00:00:00,22.24,12.2900833333333,4.379,94.5,65.3483333333333,27.19,0.73461885,0,9.14,1.1155,0,33980,15610,19230,17580,2
JA001,2019-03-03T00:00:00,23.92,13.93125,4.644,83.4,51.4683333333333,18.25,0.7960323,0,14.46,1.73745833333333,0,31380,12020,28420,14560,2.125
JA001,2019-03-04T00:00:00,18.93,12.392625,4.715,87.9,68.4054166666667,48.77,0.71467275,0,18.91,2.570875,0,18190,8070,44510,15630,2.54166666666667
JA001,2019-03-05T00:00:00,18.32,13.9445833333333,11.65,96.7,82.9191666666667,59.04,0.38295435,0,16.58,3.28170833333333,0,10390,2330,59530,14140,2.79166666666667
JA001,2019-03-06T00:00:00,16.22,11.5720416666667,7.685,96.6,86.3229166666667,52.87,0.2637474,9.4,26.32,4.12133333333333,0,6220,1610,61170,17390,2.875
JA001,2019-03-07T00:00:00,14.67,9.03478260869565,3.425,97.4,77.4160869565218,48.5,0.748611391304348,0,13.3,1.72278260869565,0,17530,9740,43940,11530,2.56521739130435
JA001,2019-03-08T00:00:00,17.63,10.7054166666667,5.156,96.9,74.9441666666667,43.36,0.7736025,0,9.98,1.62204166666667,0,36710,17660,5010,23490,2.25
JA001,2019-03-09T00:00:00,21.59,13.3363333333333,4.883,88.4,56.2995833333333,24.54,0.88126995,0,8.93,1.84375,0,53660,18660,4060,10010,1.54166666666667
JA001,2019-03-10T00:00:00,24.15,14.690375,5.088,84,54.7495833333333,28.97,0.8831085,0,10.13,1.30704166666667,0,34970,16750,21190,13480,1.91666666666667
JA001,2019-03-11T00:00:00,25.31,16.3335833333333,7.548,94.2,60.5775,32.77,0.87093045,0,9.49,1.344375,0,51270,15570,5730,13830,1.625
JA001,2019-03-12T00:00:00,24.29,16.47625,8.51,78.85,56.3445833333333,34.06,0.8923002,0,17,2.432,0,26870,8910,36710,13910,2.125
JA001,2019-03-13T00:00:00,20.57,14.2629166666667,7.787,86.6,54.6925,24.54,0.79148895,0,15.14,2.53929166666667,0,27980,9170,22780,26440,2.54166666666667
JA001,2019-03-14T00:00:00,21.46,13.113625,5.566,58.86,36.8675,19.43,0.9357393,0,15.42,2.82025,0,60540,12990,4140,8720,1.33333333333333
JA001,2019-03-15T00:00:00,26.16,14.9482083333333,4.508,65.49,37.87875,15.52,0.94606515,0,8.26,1.62783333333333,0,43740,23430,9220,10010,1.75
JA001,2019-03-16T00:00:00,26.8,16.4663333333333,5.942,66.73,35.4054166666667,12,0.94715145,0,14.39,1.78225,0,33970,11480,29320,11630,2.04166666666667
JA001,2019-03-17T00:00:00,23.58,14.7840416666667,5.635,80,47.76625,22.07,0.915078,0,19.72,2.97633333333333,0,17440,9480,39140,20340,2.70833333333333
JA001,2019-03-18T00:00:00,21.53,13.87475,6.455,78.92,46.7225,23.4,0.91598385,0,13.41,2.8285,0,50600,9900,3800,22080,1.70833333333333
JA001,2019-03-19T00:00:00,18.52,12.2362083333333,4.644,54.79,34.4070833333333,22.48,0.88049265,0,19.4,3.77295833333333,0,51540,8140,720,25970,1.75
JA001,2019-03-20T00:00:00,18.45,12.0795416666667,5.874,57.46,40.2283333333333,25.25,0.93472665,0,14.22,2.87125,0,54310,14130,1910,16020,1.625
JA001,2019-03-21T00:00:00,18.32,11.66225,3.189,65.64,38.4866666666667,16.1,0.97638285,0,14.85,3.02641666666667,0,68640,15390,420,1950,1.04166666666667
JA001,2019-03-22T00:00:00,20.5,12.6055,4.815,51.17,36.1208333333333,18.95,0.94414035,0,13.02,3.1055,0,62110,19150,900,4220,1.25
JA001,2019-03-23T00:00:00,20.74,13.4411666666667,6.762,75.36,49.5079166666667,27.64,0.73712355,0,18.35,4.17895833333333,0,60620,23310,1020,1450,1.20833333333333
JA001,2019-03-24T00:00:00,20.57,14.01125,7.207,77.41,52.8870833333333,33.57,0.56287455,0,12.35,2.91275,0,62860,17320,2950,3260,1.20833333333333
JA001,2019-03-25T00:00:00,24.08,16.03375,7.036,67.23,40.2604166666667,18.73,0.9478548,0,13.51,3.109375,0,67680,16660,920,1130,1.125
JA001,2019-03-26T00:00:00,25.14,16.8625,9.8,57.37,33.965,13.06,0.92815515,0,14.57,4.20658333333333,0,62270,21440,1860,830,1.25
JA001,2019-03-27T00:00:00,21.01,13.66075,6.387,62.49,35.39375,12.85,1.0267692,0,15.63,3.849375,0,68860,16050,760,720,1.125
JA001,2019-03-28T00:00:00,21.56,13.6319583333333,6.028,60.89,32.5470833333333,12.24,1.032276,0,13.9,3.54104166666667,0,61950,20890,1820,1720,1.20833333333333
JA001,2019-03-29T00:00:00,21.36,13.7632916666667,7.446,58.48,33.50125,20.22,0.9278229,0,13.87,3.491125,0,53750,11740,6970,13940,1.58333333333333
JA001,2019-03-30T00:00:00,23.53,15.4220833333333,7.48,68.78,46.0391666666667,25.55,0.94899045,0,14.54,3.58125,0,48740,11080,19690,6890,1.70833333333333
JA001,2019-03-31T00:00:00,15.84,12.0620833333333,9.8,98.8,90.68375,71.15,0.24437655,11.5,13.19,1.56158333333333,0,46420,14530,11350,14100,1.79166666666667
JA001,2019-04-01T00:00:00,19.96,13.2025,9.26,97.9,81.0091666666667,47.79,0.68444745,0,20.32,2.16575,0,17050,16130,40750,12470,2.33333333333333
JA001,2019-04-02T00:00:00,19.96,14.1304166666667,9.94,97.5,75.1808333333333,42.92,0.65392425,0,13.76,2.03795833333333,0,5810,7710,54850,18030,3.04166666666667
JA001,2019-04-03T00:00:00,22.07,14.07475,6.899,97.5,63.3175,29.17,1.004553,0,23,3.95133333333333,0,17160,6360,40890,21990,2.75
JA001,2019-04-04T00:00:00,18.45,12.5179166666667,5.299,65.53,38.7625,22.47,1.08939465,0,19.93,3.75729166666667,0,28520,8320,34010,15550,2.25
