COD_EST,FECHA,T_MAX,T_MED,T_MIN,H_R_MAX,H_R_MED,H_R_MIN,RADIACION,LLUVIA,LLUVIA_MIN,V_MAX,V_MED,V_MIN,CV1,CV2,CV3,CV4,DIRECCION,HORAS,H_T,H_HR,H_R,H_LL,H_TS,H_V,H_D,CALCULOS,MTMEN0,MTMEN7,MTMA30,MVMA50,T_S_MAX,T_S_MED,T_S_MIN
CA003,2012-04-15T00:00:00,13.95,8.552084,4.65,88.2,60.67125,25.03,17.44974,0,0,26.84,9.879124,,184,57,402,795,4,24,24,24,24,24,0,24,24,1,0,540,0,0,,,
CA003,2012-04-16T00:00:00,15.99,9.935418,4.73,65.32,41.72875,20.76,27.6877,0,0,27.01,5.17725,,1117,49,57,216,1,24,24,24,24,24,0,24,24,1,0,420,0,0,,,
CA003,2012-04-17T00:00:00,18.91,12.07333,4.86,64.43,40.57,28.18,28.5186,0,0,25.87,6.951084,,231,389,629,191,3,24,24,24,24,24,0,24,24,1,0,300,0,0,,,
CA003,2012-04-18T00:00:00,15.61,11.25167,7.37,85.8,64.86625,33.08,20.45781,0.2,60,30.57,11.55167,,2,7,915,514,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-04-19T00:00:00,13.43,10.10583,7.24,81,74.84458,63.6,5.669097,0.2,60,29.92,14.64792,,1,0,1048,390,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-04-20T00:00:00,15.46,11.39291,7.97,82.4,70.98415,56,12.69389,0,0,23.6,8.098083,,12,26,659,743,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-04-21T00:00:00,19.83,13.72083,7.37,86.5,62.33666,35.01,24.84774,0,0,22.15,4.194083,,473,217,244,508,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-04-22T00:00:00,20.29,14.2225,8.51,80.5,61.03543,37.04,25.44159,0,0,23.93,6.390834,,324,306,470,339,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-04-23T00:00:00,19.43,12.7875,6.37,75.8,59.70417,37.39,29.2937,0,0,25.87,6.122251,,270,28,496,644,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-04-24T00:00:00,19.09,13.06333,8.24,85,59.70667,32.81,28.94981,0,0,19.07,5.414249,,132,5,547,755,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-04-25T00:00:00,18.91,12.73875,7.11,73.6,57.93291,38.73,29.05953,0,0,24.25,8.640624,,84,386,858,112,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-04-26T00:00:00,19.76,13.12458,5.71,82.9,64.97208,44.83,29.25117,0,0,23.6,6.122042,,76,399,635,330,3,24,24,24,24,24,0,24,24,1,0,60,0,0,,,
CA003,2012-04-27T00:00:00,19.03,13.13167,8.91,84.2,72.39584,54.48,18.77958,0.2,60,28.79,6.177208,,151,485,711,93,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-04-28T00:00:00,12.43,9.04375,6.37,90.4,78.59959,56.14,12.36222,10.4,720,34.46,10.36563,,24,37,1048,330,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-04-29T00:00:00,11.37,8.075418,5.32,89.3,75.92749,59.78,11.43671,13,720,29.6,9.598125,,17,420,947,54,3,24,24,24,24,24,0,24,24,1,0,420,0,0,,,
CA003,2012-04-30T00:00:00,11.83,8.480418,5.32,87.8,77.5125,62.44,14.63743,9,420,22.31,6.412958,,157,303,854,126,3,24,24,24,24,24,0,24,24,1,0,300,0,0,,,
CA003,2012-05-01T00:00:00,15.31,9.867084,3.86,85.8,67.46251,42.77,20.65201,0.4,60,23.44,3.28075,,407,542,283,209,2,24,24,24,24,24,0,24,24,1,0,420,0,0,,,
CA003,2012-05-02T00:00:00,18.7,12.09833,5.32,83.2,57.98207,34.33,27.30575,0,0,23.93,4.985667,,289,479,612,59,3,24,24,24,24,24,0,24,24,1,0,240,0,0,,,
CA003,2012-05-03T00:00:00,14.93,12.06083,8.77,84.6,70.49335,59.28,13.49473,4.4,180,27.65,8.085376,,0,585,841,14,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-04T00:00:00,14.48,11.93,9.11,84.1,75.17957,62.66,12.16833,1,240,25.55,10.73671,,0,8,1426,7,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-05T00:00:00,14.69,11.95125,10.3,89,82.325,70.2,4.209207,33,660,28.14,8.599293,,0,256,1161,20,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-06T00:00:00,17.25,12.48083,7.77,89.6,69.92206,45.39,25.34782,0,0,19.72,5.537667,,26,47,806,558,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-07T00:00:00,21.67,15.00042,7.31,83.2,58.52458,33.9,29.90916,0,0,14.37,3.299958,,310,566,171,392,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-08T00:00:00,24.13,18.56167,11.89,71.3,52.04042,34.16,18.94799,0,0,15.5,2.511458,,566,454,153,269,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-09T00:00:00,30.14,22.84167,15.46,65.05,40.2975,22,30.52805,0,0,14.53,3.738958,,640,627,144,27,1,24,24,24,24,24,0,24,24,1,0,0,40,0,,,
CA003,2012-05-10T00:00:00,30.74,24.6475,19.57,29.41,23.94875,18.82,29.87351,0,0,25.39,6.314291,,85,1011,323,18,2,24,24,24,24,24,0,24,24,1,0,0,150,0,,,
CA003,2012-05-11T00:00:00,31.01,25.14042,20.3,30.33,24.72459,17.93,30.4491,0,0,24.9,6.393376,,89,1010,323,20,2,24,24,24,24,24,0,24,24,1,0,0,210,0,,,
CA003,2012-05-12T00:00:00,31.07,25.43958,20.17,29.94,22.89042,13.97,28.51024,0,0,12.1,3.207167,,306,1041,82,12,2,24,24,24,24,24,0,24,24,1,0,0,140,0,,,
CA003,2012-05-13T00:00:00,33.44,26.945,20.56,34.76,25.19833,14.8,30.15116,0,0,13.72,3.379209,,833,380,55,174,1,24,24,24,24,24,0,24,24,1,0,0,490,0,,,
CA003,2012-05-14T00:00:00,32.65,27.2275,20.23,52.41,27.53208,14.31,29.92735,0,0,18.1,4.144708,,837,332,65,207,1,24,24,24,24,24,0,24,24,1,0,0,520,0,,,
CA003,2012-05-15T00:00:00,32.65,26.05417,17.32,41.24,23.53083,11.91,30.89899,0,0,15.02,3.909333,,505,421,159,352,1,24,24,24,24,24,0,24,24,1,0,0,420,0,,,
CA003,2012-05-16T00:00:00,32.72,25.59833,18.7,39.99,28.53,18.45,28.23948,0,0,17.12,5.018417,,306,936,194,5,2,24,24,24,24,24,0,24,24,1,0,0,370,0,,,
CA003,2012-05-17T00:00:00,31.86,24.14708,18.06,61.41,31.03542,16.08,24.19138,0,0,16.64,3.898626,,333,742,161,205,2,24,24,24,24,24,0,24,24,1,0,0,190,0,,,
CA003,2012-05-18T00:00:00,23.8,18.19667,12.02,76.8,53.98416,17.14,31.40106,0,0,27.01,8.112334,,281,131,817,213,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-19T00:00:00,17.86,14.01667,11.16,82.1,68.07125,45.1,14.13089,0.4,120,35.75,15.72792,,1,7,1403,29,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-20T00:00:00,12.76,10.32833,8.04,83.5,70.83127,57.26,14.61295,3,240,37.86,13.25125,,2,2,1016,419,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-21T00:00:00,17.71,12.10917,6.31,88.4,65.19042,40.7,30.13124,0,0,27.82,7.627418,,3,109,899,428,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-22T00:00:00,25.71,17.41125,7.64,75.8,44.31834,20.42,32.08733,0,0,13.56,3.622792,,818,511,43,66,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-23T00:00:00,29.74,22.01958,13.29,49.19,30.07625,12.3,31.92619,0,0,21.82,4.083416,,453,511,256,221,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-24T00:00:00,30.2,23.32333,15.52,42.69,23.4425,12.28,31.24233,0,0,23.6,4.628583,,460,565,406,8,2,24,24,24,24,24,0,24,24,1,0,0,20,0,,,
CA003,2012-05-25T00:00:00,28.94,22.10667,15.59,55.63,29.22458,18.64,28.69126,0,0,24.09,5.290917,,501,203,362,370,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-26T00:00:00,26.84,19.9525,11.96,69.59,42.37083,17.39,32.29033,0,0,17.29,3.683084,,795,22,171,451,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-27T00:00:00,28.1,20.91459,12.56,49.44,29.04333,13.11,30.65196,0,0,19.55,3.40725,,924,310,32,174,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-28T00:00:00,29.61,22.66041,15.79,42.47,27.33,15.87,31.14732,0,0,23.12,4.877208,,468,308,449,215,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-05-29T00:00:00,30.07,22.77917,14.28,56.5,30.77917,13.62,31.68106,0,0,18.74,3.670959,,333,573,198,337,2,24,24,24,24,24,0,24,24,1,0,0,10,0,,,
CA003,2012-05-30T00:00:00,31.06,23.86208,16.32,44.76,28.4225,17.02,28.92751,0,0,17.61,4.158583,,396,921,89,33,2,24,24,24,24,24,0,24,24,1,0,0,120,0,,,
CA003,2012-05-31T00:00:00,31.87,26.58208,22.35,23.84,19.95666,14.63,22.06166,0,0,20.04,7.145417,,105,1163,153,15,2,24,24,24,24,24,0,24,24,1,0,0,270,0,,,
CA003,2012-06-01T00:00:00,30.99,23.8225,16.04,80.4,36.66709,18.78,29.70616,0,0,20.04,5.271916,,191,297,346,603,4,24,24,24,24,24,0,24,24,1,0,0,50,0,,,
CA003,2012-06-02T00:00:00,24.25,18.82292,15.2,83.6,68.00417,49.67,25.31109,0,0,19.55,4.346417,,358,14,310,759,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-03T00:00:00,26.37,20.31875,14.34,84.4,58.69459,34.65,26.72297,0,0,18.42,4.529875,,177,117,619,527,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-04T00:00:00,30.6,22.92875,14.28,68.54,40.87458,18.5,31.66074,0,0,23.12,4.21025,,459,285,281,417,1,24,24,24,24,24,0,24,24,1,0,0,30,0,,,
CA003,2012-06-05T00:00:00,31.79,24.8725,17.06,49.2,31.59083,20.02,32.01767,0,0,22.63,5.105333,,421,317,410,289,1,24,24,24,24,24,0,24,24,1,0,0,250,0,,,
CA003,2012-06-06T00:00:00,32.71,25.50958,16.86,51.21,32.25333,16.87,32.01765,0,0,21.17,4.913,,425,323,401,293,1,24,24,24,24,24,0,24,24,1,0,0,400,0,,,
CA003,2012-06-07T00:00:00,26.44,21.77666,16.86,75.6,49.66833,29.03,29.42551,0,0,23.93,6.633999,,258,252,666,261,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-08T00:00:00,23.66,18.54708,13.94,74.1,51.04,22.41,28.68369,0,0,24.41,6.774792,,14,119,964,342,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-09T00:00:00,26.89,19.96458,12.16,64.56,39.27208,15.45,30.63228,0,0,19.55,4.2005,,159,594,354,332,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-10T00:00:00,28.54,22.10542,14.81,58.35,43.61833,32.74,31.38475,0,0,23.77,5.755249,,357,284,415,383,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-11T00:00:00,25.79,21.1075,16.59,64.18,48.0825,30.77,31.79593,0,0,30.08,8.822042,,47,16,731,646,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-12T00:00:00,26.57,19.73,12.43,55.7,32.43167,14.61,32.83423,0,0,16.64,4.554375,,829,35,172,403,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-13T00:00:00,29.21,22.48667,14.41,39.19,25.40292,13.75,32.1432,0,0,16.15,3.621625,,477,657,226,82,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-14T00:00:00,29.93,22.98,15.81,37.34,24.31875,14.54,32.03811,0,0,18.42,4.268125,,222,560,406,252,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-15T00:00:00,31.85,23.7225,16.27,57.6,36.43666,20.93,31.54504,0,0,20.36,4.468291,,327,384,393,336,3,24,24,24,24,24,0,24,24,1,0,0,210,0,,,
CA003,2012-06-16T00:00:00,32.92,25.50791,17.39,48.59,29.63208,13.96,31.78849,0,0,19.55,4.225375,,289,442,318,388,2,24,24,24,24,24,0,24,24,1,0,0,380,0,,,
CA003,2012-06-17T00:00:00,32.84,25.71917,18.32,47,31.35291,18.59,30.67027,0,0,27.01,5.423208,,532,309,366,231,1,24,24,24,24,24,0,24,24,1,0,0,400,0,,,
CA003,2012-06-18T00:00:00,31.59,24.66958,17.59,56.16,38.05708,26.31,28.3787,0,0,22.15,4.809208,,404,316,419,303,3,24,24,24,24,24,0,24,24,1,0,0,180,0,,,
CA003,2012-06-19T00:00:00,27.09,22.52792,17.32,63.19,42.67333,29.47,29.66826,0,0,25.87,5.921041,,20,604,553,262,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-20T00:00:00,28.54,20.83666,13.22,51.02,32.63041,14.2,32.18471,0,0,22.96,5.605083,,153,470,548,268,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-21T00:00:00,27.02,20.20666,12.89,78,55.49541,42,30.45315,0,0,19.88,4.408834,,207,57,601,571,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-06-22T00:00:00,32.98,24.46,16.07,78.5,45.01166,21.55,31.47052,0,0,19.23,4.209333,,617,200,293,327,1,24,24,24,24,24,0,24,24,1,0,0,390,0,,,
CA003,2012-06-23T00:00:00,34.55,27.39917,19.24,44.78,31.14167,18.74,30.77115,0,0,17.93,4.057125,,392,426,218,401,2,24,24,24,24,24,0,24,24,1,0,0,570,0,,,
CA003,2012-06-24T00:00:00,38.57,29.42417,20.56,53.45,31.59417,13.68,30.19274,0,0,16.15,3.530541,,539,264,269,363,1,24,24,24,24,24,0,24,24,1,0,0,670,0,,,
CA003,2012-06-25T00:00:00,38.18,30.1675,24.12,41.98,28.11583,14.01,23.51958,0,0,12.59,3.173125,,606,505,176,152,1,24,24,24,24,24,0,24,24,1,0,0,590,0,,,
CA003,2012-06-26T00:00:00,39.58,32.02125,26.06,30.73,19.29625,11.92,25.29656,0,0,20.04,3.944208,,242,870,198,127,2,24,24,24,24,24,0,24,24,1,0,0,820,0,,,
CA003,2012-06-27T00:00:00,37.45,32.19542,26.97,29.99,19.98625,13.01,27.21611,0,0,21.98,5.571792,,112,541,595,192,3,24,24,24,24,24,0,24,24,1,0,0,940,0,,,
CA003,2012-06-28T00:00:00,36.06,28.69458,21.55,41.43,25.66125,11.99,28.86453,0,0,26.68,6.530375,,359,233,665,184,3,24,24,24,24,24,0,24,24,1,0,0,620,0,,,
CA003,2012-06-29T00:00:00,30.8,23.89958,18.03,53.43,31.20625,12.98,31.83263,0,0,22.79,5.639333,,319,178,667,274,3,24,24,24,24,24,0,24,24,1,0,0,90,0,,,
CA003,2012-06-30T00:00:00,25.05,19.87375,14.34,60.98,44.0775,25.11,31.72051,0,0,26.68,6.625667,,123,196,723,394,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-07-01T00:00:00,28.29,21.36125,14.01,59.15,33.50417,12.8,32.21056,0,0,18.42,4.204708,,739,84,204,413,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-07-02T00:00:00,32.44,25.26875,16.72,33.69,20.78166,11.8,31.35555,0,0,17.93,3.943916,,491,793,121,33,2,24,24,24,24,24,0,24,24,1,0,0,460,0,,,
CA003,2012-07-03T00:00:00,33.96,26.75042,19.44,32.66,19.03875,11.61,30.66341,0,0,17.61,4.313625,,160,623,376,275,2,24,24,24,24,24,0,24,24,1,0,0,510,0,,,
CA003,2012-07-04T00:00:00,32.12,25.42708,18.71,43.69,29.7625,14.14,31.21545,0,0,26.68,6.585333,,333,231,522,357,3,24,24,24,24,24,0,24,24,1,0,0,300,0,,,
CA003,2012-07-05T00:00:00,28.29,22.53584,17.19,67.82,39.3925,19.9,31.82494,0,0,25.87,6.331291,,26,198,696,519,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-07-06T00:00:00,32.18,23.84292,14.8,42.85,26.61375,12.23,32.12291,0,0,18.42,4.176417,,418,323,317,382,1,24,24,24,24,24,0,24,24,1,0,0,290,0,,,
CA003,2012-07-07T00:00:00,32.91,25.53875,17.12,39.29,27.65875,15.78,30.76449,0,0,21.66,5.265209,,284,352,440,371,3,24,24,24,24,24,0,24,24,1,0,0,430,0,,,
CA003,2012-07-08T00:00:00,31.86,25.12584,18.05,47.39,30.04,12.98,31.60594,0,0,23.28,5.311499,,197,362,473,408,3,24,24,24,24,24,0,24,24,1,0,0,300,0,,,
CA003,2012-07-09T00:00:00,32.06,23.80416,15.92,45.73,27.9975,15.36,31.10042,0,0,22.63,5.760375,,403,179,477,380,3,24,24,24,24,24,0,24,24,1,0,0,230,0,,,
CA003,2012-07-10T00:00:00,30.33,22.76125,15.73,54.71,33.76458,18.2,32.07497,0,0,24.09,5.203375,,272,343,410,412,4,24,24,24,24,24,0,24,24,1,0,0,50,0,,,
CA003,2012-07-11T00:00:00,30.13,23.13042,15.61,44.83,29.12376,14.12,31.81964,0,0,23.93,4.707875,,408,268,380,381,1,24,24,24,24,24,0,24,24,1,0,0,10,0,,,
CA003,2012-07-12T00:00:00,35.01,26.90375,17.46,33.78,21.21833,10.93,31.11108,0,0,18.74,4.943334,,486,317,304,333,1,24,24,24,24,24,0,24,24,1,0,0,590,0,,,
CA003,2012-07-13T00:00:00,37.19,28.92042,20.43,35.61,21.0625,13,29.19987,0,0,18.58,4.724543,,299,416,338,385,2,24,24,24,24,24,0,24,24,1,0,0,680,0,,,
CA003,2012-07-14T00:00:00,31.79,26.76083,21.62,33.47,23.09333,13.84,30.9716,0,0,21.5,5.761,,224,188,485,540,4,24,24,24,24,24,0,24,24,1,0,0,350,0,,,
CA003,2012-07-15T00:00:00,34.56,27.18917,18.77,54.81,20.17667,11.11,31.74893,0,0,16.96,4.368292,,425,385,295,335,1,24,24,24,24,24,0,24,24,1,0,0,530,0,,,
CA003,2012-07-16T00:00:00,31.6,25.39292,21.36,63.05,46.07959,28.38,30.52817,0,0,22.96,8.613375,,26,907,499,3,2,24,24,24,24,24,0,24,24,1,0,0,200,0,,,
CA003,2012-07-17T00:00:00,33.11,27.02125,21.89,42.5,25.60875,14.86,30.89961,0,0,19.07,6.077791,,93,1117,211,16,2,24,24,24,24,24,0,24,24,1,0,0,460,0,,,
CA003,2012-07-18T00:00:00,34.82,28.66833,22.81,21.29,14.62833,10,31.41298,0,0,20.2,4.946167,,180,1131,114,7,2,24,24,24,24,24,0,24,24,1,0,0,630,0,,,
CA003,2012-07-19T00:00:00,37.25,30.19042,22.35,25.26,14.01042,10,30.45256,0,0,20.85,4.599042,,440,394,290,316,1,24,24,24,24,24,0,24,24,1,0,0,720,0,,,
CA003,2012-07-20T00:00:00,35.47,28.54542,21.76,30.73,19.22625,10,28.23383,0,0,22.47,5.431917,,235,384,450,366,3,24,24,24,24,24,0,24,24,1,0,0,580,0,,,
CA003,2012-07-21T00:00:00,35.08,28.25791,20.1,27.55,19.29208,12.9,31.06918,0,0,25.06,5.485458,,179,484,489,288,3,24,24,24,24,24,0,24,24,1,0,0,590,0,,,
CA003,2012-07-22T00:00:00,34.61,27.87708,20.82,38.08,27.8575,18.37,30.32388,0,0,22.31,5.391291,,300,369,427,342,3,24,24,24,24,24,0,24,24,1,0,0,520,0,,,
CA003,2012-07-23T00:00:00,32.78,26.15208,20.36,60.15,42.46333,29.04,29.56255,0,0,22.63,5.201042,,467,251,290,431,1,24,24,24,24,24,0,24,24,1,0,0,330,0,,,
CA003,2012-07-24T00:00:00,32.39,24.86458,19.37,69.8,46.15625,21.96,28.98619,0,0,22.31,4.870541,,207,571,433,225,2,24,24,24,24,24,0,24,24,1,0,0,220,0,,,
CA003,2012-07-25T00:00:00,33.17,24.96292,18.77,74.9,35.77333,15.33,25.97386,0,0,23.77,4.268292,,473,436,245,287,1,24,24,24,24,24,0,24,24,1,0,0,270,0,,,
CA003,2012-07-26T00:00:00,27.95,20.98583,15.99,84.7,64.14626,40.92,26.73392,0,0,20.04,6.077083,,498,4,447,489,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-07-27T00:00:00,25.05,19.2725,14.68,78.4,59.88959,37.52,29.67352,0,0,24.74,7.438249,,94,138,843,360,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-07-28T00:00:00,28.67,20.62792,13.29,81.8,55.19791,27.67,30.1224,0,0,20.36,4.765792,,85,433,432,490,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-07-29T00:00:00,33.69,25.14625,16.59,66.68,34.17458,13.51,30.62968,0,0,17.45,4.221875,,554,262,219,405,1,24,24,24,24,24,0,24,24,1,0,0,450,0,,,
CA003,2012-07-30T00:00:00,36.07,27.80584,19.77,31.44,23.97875,14.69,28.03626,0,0,19.23,4.550875,,606,228,236,370,1,24,24,24,24,24,0,24,24,1,0,0,560,0,,,
CA003,2012-07-31T00:00:00,36.93,28.55791,20.16,46.99,27.7125,12.49,24.40899,0,0,17.45,3.884375,,579,178,323,360,1,24,24,24,24,24,0,24,24,1,0,0,650,0,,,
CA003,2012-08-01T00:00:00,36.4,29.36792,22.35,31.9,19.70667,10,26.29848,0,0,20.69,3.972542,,435,369,279,357,1,24,24,24,24,24,0,24,24,1,0,0,690,0,,,
CA003,2012-08-02T00:00:00,36.86,29.72833,23.01,22.05,15.57522,10,25.60964,0,0,20.69,4.526375,,230,525,283,401,2,24,24,23,24,24,0,24,24,1,0,0,680,0,,,
CA003,2012-08-03T00:00:00,35.08,28.58625,21.02,27.01,16.92459,10,28.51317,0,0,24.25,5.842584,,342,289,394,416,4,24,24,24,24,24,0,24,24,1,0,0,590,0,,,
CA003,2012-08-04T00:00:00,35.13,27.85333,21.43,29.06,18.88375,10.49,28.79078,0,0,23.28,6.121042,,165,532,511,234,2,24,24,24,24,24,0,24,24,1,0,0,580,0,,,
CA003,2012-08-05T00:00:00,26.98,22.44583,18.26,64.36,42.68042,29.24,29.90462,0,0,28.3,9.178417,,14,218,1055,152,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-08-06T00:00:00,29.87,22.49125,14.34,61.63,34.39583,14.03,30.03679,0,0,14.37,3.3115,,588,410,255,183,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-08-07T00:00:00,31.92,25.46958,19.31,57.44,30.48292,14.28,28.58697,0,0,24.9,5.774208,,192,870,373,4,2,24,24,24,24,24,0,24,24,1,0,0,300,0,,,
CA003,2012-08-08T00:00:00,36.13,27.60625,20.9,68.38,45.04375,21.75,25.7684,0,0,21.5,4.710999,,105,895,393,40,2,24,24,24,24,24,0,24,24,1,0,0,480,0,,,
CA003,2012-08-09T00:00:00,41.14,32.29792,21.47,61.31,25.00917,10,26.7728,0,0,21.17,5.619667,,415,511,354,156,2,24,24,24,24,24,0,24,24,1,0,0,880,0,,,
CA003,2012-08-10T00:00:00,41.34,34.68583,26.98,26.88,14.67208,10,27.08694,0,0,26.36,5.978792,,447,353,451,190,3,24,24,24,24,24,0,24,24,1,0,0,1040,0,,,
CA003,2012-08-11T00:00:00,40.88,33.2275,26.12,22.63,15.50783,10,26.59567,0,0,22.47,4.782792,,539,361,223,314,1,24,24,23,24,24,0,24,24,1,0,0,920,0,,,
CA003,2012-08-12T00:00:00,32.72,27.455,21.55,30.17,18.99042,10,27.64407,0,0,24.58,6.190125,,2,515,587,334,3,24,24,24,24,24,0,24,24,1,0,0,470,0,,,
CA003,2012-08-13T00:00:00,28.87,22.88042,16.92,60.06,36.355,16.27,28.8353,0,0,23.44,5.798625,,14,277,660,487,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-08-14T00:00:00,30.14,22.5425,16.19,63.94,45.87958,25.72,28.82255,0,0,23.44,6.128916,,341,184,604,311,3,24,24,24,24,24,0,24,24,1,0,0,10,0,,,
CA003,2012-08-15T00:00:00,30.07,21.68167,14.81,75.1,50.98917,24.36,28.03827,0,0,19.07,4.111,,245,420,268,509,4,24,24,24,24,24,0,24,24,1,0,0,10,0,,,
CA003,2012-08-16T00:00:00,36.66,27.09417,17.79,60.52,34.07625,14.66,27.36299,0,0,15.34,3.315917,,414,499,149,376,2,24,24,24,24,24,0,24,24,1,0,0,550,0,,,
CA003,2012-08-17T00:00:00,37.65,28.92459,22.08,53.07,27.65042,13.03,26.05104,0,0,19.23,4.11225,,430,392,274,342,1,24,24,24,24,24,0,24,24,1,0,0,600,0,,,
CA003,2012-08-18T00:00:00,35.27,27.91667,20.29,67.91,41.98541,25.17,24.07905,0,0,15.83,3.802125,,731,32,228,451,1,24,24,24,24,24,0,24,24,1,0,0,640,0,,,
CA003,2012-08-19T00:00:00,36.59,28.52584,21.36,55.65,35.33251,19.13,21.83036,17.2,60,24.74,4.283875,,784,134,234,286,1,24,24,24,24,24,0,24,24,1,0,0,380,0,,,
CA003,2012-08-20T00:00:00,38.19,30.37083,23.01,51.75,31.24667,14.43,26.38583,0,0,12.91,2.778042,,938,98,156,251,1,24,24,24,24,24,0,24,24,1,0,0,740,0,,,
CA003,2012-08-21T00:00:00,38.63,31.57167,24.93,40.44,28.14001,13.96,26.11741,0,0,17.77,3.936375,,531,380,243,284,1,24,24,24,24,24,0,24,24,1,0,0,780,0,,,
CA003,2012-08-22T00:00:00,36.07,29.48792,23.34,43.85,27.15041,13.01,28.02829,0,0,26.2,6.453167,,522,252,548,116,3,24,24,24,24,24,0,24,24,1,0,0,610,0,,,
CA003,2012-08-23T00:00:00,31.39,26.13959,21.02,42.88,27.16583,18.07,28.3527,0,0,24.25,6.190332,,434,133,456,416,3,24,24,24,24,24,0,24,24,1,0,0,300,0,,,
CA003,2012-08-24T00:00:00,29.81,23.75667,18.31,56.3,36.90791,13.32,28.10422,0,0,23.6,6.20175,,6,332,763,338,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA003,2012-08-25T00:00:00,30.86,23.89875,17.19,58.85,44.09375,28.02,27.28707,0,0,22.15,4.746708,,407,147,438,445,4,24,24,24,24,24,0,24,24,1,0,0,110,0,,,
CA003,2012-08-26T00:00:00,31.72,24.94417,18.38,67.25,43.91084,21.95,27.57482,0,0,18.58,4.469792,,188,354,429,467,4,24,24,24,24,24,0,24,24,1,0,0,270,0,,,
CA003,2012-08-27T00:00:00,31.79,25.02458,19.24,50.23,36.25459,18.93,26.15484,0,0,25.71,4.633791,,255,540,328,315,2,24,24,24,24,24,0,24,24,1,0,0,320,0,,,
CA003,2012-08-28T00:00:00,33.17,25.38541,17.92,58.1,35.32125,17.46,27.58564,0,0,16.64,3.670334,,571,134,311,421,1,24,24,24,24,24,0,24,24,1,0,0,370,0,,,
