COD_EST,FECHA,T_MAX,T_MED,T_MIN,H_R_MAX,H_R_MED,H_R_MIN,RADIACION,LLUVIA,LLUVIA_MIN,V_MAX,V_MED,V_MIN,CV1,CV2,CV3,CV4,DIRECCION,HORAS,H_T,H_HR,H_R,H_LL,H_TS,H_V,H_D,CALCULOS,MTMEN0,MTMEN7,MTMA30,MVMA50,T_S_MAX,T_S_MED,T_S_MIN
AL001,2012-02-21T00:00:00,14.56,9.040667,3.914,96.6,81.21876,54.53,8.549496,0,0,17.1,2.393083,0,894,455,65,25,1,24,24,24,24,24,0,24,24,1,0,481,0,0,,,
AL001,2012-02-22T00:00:00,14.98,9.028832,3.745,96,77.78374,48.33,16.69076,0,0,18.45,3.535,0,596,85,541,213,1,24,24,24,24,24,0,24,24,1,0,605,0,0,,,
AL001,2012-02-23T00:00:00,17,9.254625,1.989,90.9,66.5671,30.94,17.0259,0,0,15.75,3.422792,0,843,85,466,48,1,24,24,24,24,24,0,24,24,1,0,665,0,0,,,
AL001,2012-02-24T00:00:00,18.38,9.675376,2.297,76.61,47.68457,15.48,17.85698,0,0,15.75,3.754416,0,953,440,25,13,1,24,24,24,24,24,0,24,24,1,0,690,0,0,,,
AL001,2012-02-25T00:00:00,15.76,9.419499,1.757,84,61.70125,38.88,17.53778,0,0,22.95,5.630334,0,553,32,678,173,3,24,24,24,24,24,0,24,24,1,0,582,0,0,,,
AL001,2012-02-26T00:00:00,20.85,11.55025,2.867,95.1,71.53417,24.94,17.50676,0,0,20.25,3.715167,0,594,23,586,218,1,24,24,24,24,24,0,24,24,1,0,537,0,0,,,
AL001,2012-02-27T00:00:00,18.79,12.65529,6.472,93.4,70.63416,39.1,16.4899,0,0,20.7,6.086833,0,646,734,54,0,2,24,24,24,24,24,0,24,24,1,0,40,0,0,,,
AL001,2012-02-28T00:00:00,16.67,11.82213,7.282,95.3,80.23042,54.98,17.24616,0,0,21.15,7.151958,0,412,1030,0,0,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-02-29T00:00:00,17.47,11.05575,4.551,93.4,79.64624,57.32,17.15154,0,0,17.1,3.209167,0,510,279,539,110,3,24,24,24,24,24,0,24,24,1,0,308,0,0,,,
AL001,2012-03-01T00:00:00,16.6,11.54904,5.798,95.7,83.48998,64.74,17.07266,0,0,18.9,4.372375,0,526,68,728,107,3,24,24,24,24,24,0,24,24,1,0,265,0,0,,,
AL001,2012-03-02T00:00:00,15.73,12.35208,8.4,96.5,80.68835,57.04,16.78815,3,0,27,6.049417,0,246,187,833,167,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-03T00:00:00,17,11.24883,4.514,94.7,80.09084,54.5,18.58025,0,0,22.5,5.002791,0,508,161,688,77,3,24,24,24,24,24,0,24,24,1,0,380,0,0,,,
AL001,2012-03-04T00:00:00,18.18,12.04717,5.223,95.5,80.93749,56.63,18.70539,0,0,23.85,4.972916,0,573,101,637,128,3,24,24,24,24,24,0,24,24,1,0,302,0,0,,,
AL001,2012-03-05T00:00:00,20.29,13.14125,7.519,97.4,75.755,45.48,11.56,0,0,22.05,3.539209,0,593,637,125,59,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-06T00:00:00,17.54,11.96292,7.451,94.6,77.19958,48.06,14.50487,0,0,17.55,3.439542,0,598,200,582,51,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-07T00:00:00,15.83,10.91321,4.75,91.8,60.54542,32.71,18.45874,0,0,22.95,5.958833,0,629,457,299,54,1,24,24,24,24,24,0,24,24,1,0,240,0,0,,,
AL001,2012-03-08T00:00:00,16.3,10.75025,3.34,93.3,76.64542,57.79,17.15661,0,0,23.4,5.248709,0,583,86,648,120,3,24,24,24,24,24,0,24,24,1,0,430,0,0,,,
AL001,2012-03-09T00:00:00,16.9,12.465,10.04,93.9,72.175,45.77,14.35107,1.3,0,18,4.966334,0,631,512,267,30,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-10T00:00:00,17.37,11.61821,6.236,89.2,64.01833,33.08,19.88062,0,0,21.6,4.95675,0,690,600,33,115,1,24,24,24,24,24,0,24,24,1,0,99,0,0,,,
AL001,2012-03-11T00:00:00,17.17,10.37771,3.61,91.8,73.0625,45.87,19.91811,0,0,17.1,3.955209,0,571,69,720,80,3,24,24,24,24,24,0,24,24,1,0,513,0,0,,,
AL001,2012-03-12T00:00:00,18.65,11.10575,3.745,90.5,64.83291,37.84,20.781,0,0,16.2,4.077584,0,659,160,585,32,1,24,24,24,24,24,0,24,24,1,0,491,0,0,,,
AL001,2012-03-13T00:00:00,21.92,12.96742,4.788,76.19,52.02167,22.64,21.20074,0,0,17.55,3.997917,0,936,470,18,5,1,24,24,24,24,24,0,24,24,1,0,400,0,0,,,
AL001,2012-03-14T00:00:00,22.94,13.92317,6.067,77.76,51.39833,16.4,21.4892,0,0,13.95,3.756375,0,858,467,104,8,1,24,24,24,24,24,0,24,24,1,0,333,0,0,,,
AL001,2012-03-15T00:00:00,21.42,14.63875,8.46,62.16,40.10583,17.78,21.62457,0,0,24.3,6.454624,0,674,624,0,136,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-16T00:00:00,18.79,13.16842,6,89.2,60.46332,33.36,21.00506,0,0,23.85,5.090833,0,482,115,675,155,3,24,24,24,24,24,0,24,24,1,0,43,0,0,,,
AL001,2012-03-17T00:00:00,18.59,14.38833,9.13,91.6,77.43333,57.71,19.85013,0,0,24.75,6.273375,0,261,55,880,238,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-18T00:00:00,20.95,14.81625,9.67,99.3,76.21375,39.11,21.35309,0,0,21.6,5.206834,0,466,76,610,279,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-19T00:00:00,19.17,12.78671,6.742,93.5,69.65874,27.7,21.81725,0,0,27.45,9.00525,0,842,586,0,6,1,24,24,24,24,24,0,24,24,1,0,18,0,0,,,
AL001,2012-03-20T00:00:00,15.73,11.07333,8.79,88.6,73.59542,50.73,11.53565,4.4,0,29.25,8.473583,0,1023,103,176,127,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-21T00:00:00,16.6,11.30633,5.898,98.6,72.29333,33.24,21.87923,0.3,0,18.45,3.956666,0,477,209,485,135,3,24,24,24,24,24,0,24,24,1,0,140,0,0,,,
AL001,2012-03-22T00:00:00,18.28,11.88954,5.966,94.1,72.96751,43.35,22.83062,0,0,18,4.067999,0,812,502,18,5,1,24,24,24,24,24,0,24,24,1,0,151,0,0,,,
AL001,2012-03-23T00:00:00,20.81,14.58458,8.6,78.02,50.47541,28.13,22.15954,0,0,35.55,12.05033,0,819,601,0,17,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-24T00:00:00,17.38,14.60417,11.73,82.1,51.42166,34.36,8.950644,0,0,23.4,10.29546,0.45,1032,384,0,10,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-25T00:00:00,17.01,13.91542,10.78,85.5,68.53667,55.39,12.47484,0,0,27.9,10.83908,0.45,552,862,0,3,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-26T00:00:00,20.54,15.38958,11.83,73.85,53.98625,38.35,21.04011,0,0,36,11.49758,0.45,730,685,0,9,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-27T00:00:00,20,15.28833,10.45,71.6,49.44208,33.57,23.24081,0,0,29.7,10.59633,0,715,700,0,9,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-28T00:00:00,20.07,15.76958,12.84,70.79,50.58334,33.32,23.5857,0,0,35.55,12.61488,0.9,870,493,2,24,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-29T00:00:00,21.29,15.63583,12.13,73.33,56.61666,30.97,22.56868,0,0,30.6,11.14063,0,937,448,0,5,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-30T00:00:00,21.39,14.55042,7.755,87.7,54.65793,26.07,21.18194,0,0,14.85,3.722625,0,559,567,54,28,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-03-31T00:00:00,19.29,14.15792,9.84,96.3,65.95544,36.17,16.36211,1.7,0,20.7,5.05575,0,278,202,815,38,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-01T00:00:00,20.17,14.70417,8.33,98.9,79.85043,50.28,19.5615,0.1,0,25.2,6.543291,0,81,112,978,210,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-02T00:00:00,19.94,15.15792,10.51,96.8,79.25373,56.32,23.01629,0,0,32.4,8.144082,0,62,2,980,388,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-03T00:00:00,18.59,14.62,10.38,93.7,80.07709,61.18,22.2642,0,0,33.75,8.315625,0,24,37,1021,163,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-04T00:00:00,19.6,14.76083,9.67,98,76.46291,54.26,23.61242,0,0,31.95,6.956459,0,54,23,725,342,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-05T00:00:00,17.35,13.86625,9.44,89.5,71.14458,50.68,23.46743,0,0,40.05,9.982417,0,159,14,750,86,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-06T00:00:00,16.17,13.3625,9.5,83.7,61.10583,35.72,25.94887,0,0,38.7,13.74883,0,32,21,1085,218,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-07T00:00:00,16.54,12.77875,8.06,88.6,68.96626,56.24,24.62804,0,0,35.55,10.3455,0,69,45,713,265,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-08T00:00:00,20.48,13.96233,6.843,92,60.75209,27.46,25.82023,0,0,22.5,5.398001,0,300,128,440,118,3,24,24,24,24,24,0,24,24,1,0,9,0,0,,,
AL001,2012-04-09T00:00:00,22.97,15.8025,7.147,89.8,56.305,22.82,25.51565,0,0,22.05,4.6305,0,201,179,551,28,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-10T00:00:00,19.9,15.96291,12.13,88,67.80334,53.17,19.81114,0,0,43.65,12.56721,0,100,103,894,180,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-11T00:00:00,22.63,15.39,9.75,96.2,71.05375,27.76,24.52533,0,0,27,6.501458,0,183,137,657,93,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-12T00:00:00,18.69,14.065,10.11,94.4,78.79333,50.6,13.11451,0.5,0,20.25,4.473375,0,276,262,586,40,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-13T00:00:00,20.85,14.99042,10.38,91.9,59.82624,21.46,16.18729,0,0,27,5.904125,0,318,239,502,210,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-14T00:00:00,17.92,14.26,10.65,87.9,72.30791,49.45,23.38244,0.9,0,50.85,11.84575,0,109,107,876,242,3,24,24,24,24,21,0,24,24,1,0,0,0,0,,,
AL001,2012-04-15T00:00:00,17.64,14.38667,11.14,73.61,42.98959,27.92,13.75966,2.5,0,27,6.223166,0,391,262,394,301,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-16T00:00:00,20.17,13.98083,8.33,56.46,36.67292,17.64,27.60904,3.6,0,37.8,5.756666,0,344,156,477,369,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-17T00:00:00,19.36,14.39979,7.248,90.9,41.31458,15.94,27.55249,0,0,31.95,7.91925,0,305,146,362,102,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-18T00:00:00,21.15,14.64542,8.73,99.9,73.35249,38.19,24.47663,0,0,39.15,9.615125,0,61,51,622,113,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-19T00:00:00,21.29,15.30458,11.56,83.4,66.43002,44.5,23.62113,0.2,0,35.1,10.85783,0,68,50,774,155,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-20T00:00:00,21.83,16.37667,11.7,91.9,65.51125,34.17,26.40506,0,0,22.95,7.890541,0,130,162,709,57,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-21T00:00:00,23.84,16.48208,10.11,87.9,67.65665,36.8,26.44481,0,0,23.85,6.019292,0,324,100,669,121,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-22T00:00:00,24.51,17.50667,11.36,92.8,64.42792,31.7,27.07074,0,0,22.05,5.105624,0,397,183,640,81,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-23T00:00:00,23.21,16.65458,11.43,95.7,71.82874,35.91,26.65375,0,0,27.9,6.652834,0,438,283,647,37,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-24T00:00:00,23.84,16.63958,8.84,94.5,68.195,33.14,27.71737,0,0,24.75,4.405583,0,501,363,433,107,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-25T00:00:00,21.79,15.95625,10.08,91.3,72.19166,46.07,27.95213,0,0,24.3,6.956958,0,356,139,749,77,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-26T00:00:00,24.07,16.935,11.39,95.8,70.73583,29.81,27.83488,0.4,0,22.05,7.142292,0,71,48,932,242,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-27T00:00:00,22.82,17.64875,11.58,92.7,70.11541,45.57,26.01673,0,0,28.35,7.290541,0,375,175,603,74,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-28T00:00:00,19.55,15.54958,12.82,91,74.89957,57.01,14.3643,0,0,40.95,12.05329,0,151,88,894,234,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-29T00:00:00,18.04,13.76625,11.24,76.03,64.60833,45.8,17.95865,0.2,0,34.2,12.49,2.25,10,17,1250,138,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-04-30T00:00:00,17.9,13.70208,8.34,85.4,66.11166,45.46,25.7908,0,0,34.2,10.34887,0,29,18,1099,207,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-05-01T00:00:00,18.71,13.69729,6.624,90,64.23167,38.89,29.28361,0,0,23.85,6.175251,0,131,118,567,126,3,24,24,24,24,24,0,24,24,1,0,22,0,0,,,
AL001,2012-05-02T00:00:00,20.53,14.69875,8.04,89.9,66.21334,37.44,28.71959,0,0,22.5,6.468208,0,160,175,543,57,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-05-03T00:00:00,20.02,15.6975,9.39,89.4,71.35209,56.64,28.38135,0,0,35.1,9.137959,0,118,103,733,65,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-05-04T00:00:00,21.54,17.85625,13.39,87.1,57.82,34.08,26.4941,0,0,40.5,13.247,0,44,30,1028,166,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-05-05T00:00:00,20.7,16.70917,13.7,89.3,72.64584,48.61,12.05978,0.2,0,29.25,8.834418,0,55,45,723,262,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-05-06T00:00:00,21.77,16.675,13.66,94.9,76.32209,46.24,28.16894,0,0,26.1,8.479249,0,38,43,1068,171,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-05-07T00:00:00,23.86,17.42333,9.56,92.4,61.43416,29.47,28.6256,0,0,20.7,5.696458,0,422,290,524,81,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-05-08T00:00:00,24.97,18.81583,10.54,85.8,48.86042,18.55,25.28933,0,0,19.35,5.500875,0,499,162,417,87,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-05-09T00:00:00,30.06,22.80917,14.94,76.89,33.12542,10,27.60949,0,0,16.65,5.106291,0,344,609,94,35,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-05-10T00:00:00,29.15,24.06625,17.74,44.64,23.18083,13.57,29.53597,0,0,29.25,9.147585,0,521,900,0,1,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-05-11T00:00:00,29.73,24.7375,18.95,46.2,31.89,21.52,29.74332,0,0,26.55,10.16663,0,477,821,0,7,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2012-05-12T00:00:00,30.84,23.46166,16.43,62.58,41.75417,18.28,28.20976,0,0,17.55,5.701042,0,311,703,190,32,2,24,24,24,24,24,0,24,24,1,0,0,97,0,,,
