COD_EST,FECHA,T_MAX,T_MED,T_MIN,H_R_MAX,H_R_MED,H_R_MIN,RADIACION,LLUVIA,LLUVIA_MIN,V_MAX,V_MED,V_MIN,CV1,CV2,CV3,CV4,DIRECCION,HORAS,H_T,H_HR,H_R,H_LL,H_TS,H_V,H_D,CALCULOS,MTMEN0,MTMEN7,MTMA30,MVMA50,T_S_MED,T_S_MAX,T_S_MIN
HU006,2008-07-18T00:00:00,34.95,26.79916,19.41,92.7,61.37458,32.06,29.2581,0,0,19.4,5.7855,0,462,385,480,96,3,24,24,24,24,24,0,24,24,1,0,0,498,0,,,
HU006,2008-07-19T00:00:00,28.87,23.38917,18.59,92.7,77.41084,42.68,27.33314,0,0,23.39,5.590333,0,382,297,668,86,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-07-20T00:00:00,25.17,22.32167,18.75,91.5,81.76376,68.45,22.71493,0,0,17.18,5.957208,0,0,187,1143,107,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-07-21T00:00:00,28.22,21.9775,15.64,94.3,77.13916,56.18,31.44665,0,0,17.6,4.529292,0,100,134,746,447,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-07-22T00:00:00,31.36,23.675,15.94,99.7,76.10916,47.88,28.77984,0,0,16.44,3.93125,0,58,584,593,200,3,24,24,24,24,24,0,24,24,1,0,0,249,0,,,
HU006,2008-07-23T00:00:00,29.83,24.30334,18.08,95.6,73.33334,51.77,27.98767,0,0,16.16,4.500709,0,80,225,626,498,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-07-24T00:00:00,29.3,23.21,17.88,81,60.94583,33.61,30.98351,0,0,18.91,8.674125,0,53,13,440,911,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-07-25T00:00:00,28.33,23.03375,17.41,83.6,69.47835,53.95,30.04373,0,0,23.81,8.999916,0,96,12,364,942,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-07-26T00:00:00,28.67,23.61208,19.25,88.3,71.20042,55.78,29.89905,0,0,21.24,8.556417,0,92,10,461,852,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-07-27T00:00:00,31.78,24.65833,19.02,79.22,60.56958,36.57,30.1838,0,0,21.38,9.303334,0,98,6,275,1031,4,24,24,24,24,24,0,24,24,1,0,0,110,0,,,
HU006,2008-07-28T00:00:00,31.67,23.825,17.14,90.1,65.81416,38.53,29.89346,0,0,23.85,9.076167,0,135,4,240,1029,4,24,24,24,24,24,0,24,24,1,0,0,98,0,,,
HU006,2008-07-29T00:00:00,29.91,22.81875,15.34,89.2,53.45124,22.74,31.04697,0,0,20.96,7.838001,0,85,12,510,801,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-07-30T00:00:00,29.57,22.84667,15.88,88.2,53.96041,26.99,30.76417,0,0,19.72,6.94071,0,115,12,444,838,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-07-31T00:00:00,32.48,25.155,19.19,74.81,53.035,24.81,29.89519,0,0,21.7,9.145375,0,116,3,261,1032,4,24,24,24,24,24,0,24,24,1,0,0,144,0,,,
HU006,2008-08-01T00:00:00,31.34,24.00292,17.47,88.2,59.435,20.9,29.99241,0,0,24.24,9.474294,0,99,4,276,1031,4,24,24,24,24,24,0,24,24,1,0,0,88,0,,,
HU006,2008-08-02T00:00:00,30.81,24.06333,16.27,82.7,54.25125,35.34,29.36771,0,0,19.44,6.287499,0,168,109,557,574,4,24,24,24,24,24,0,24,24,1,0,0,31,0,,,
HU006,2008-08-03T00:00:00,31.62,24.3025,16.98,90.5,69.87833,45.86,28.4735,0,0,16.76,4.691209,0,273,131,557,469,3,24,24,24,24,24,0,24,24,1,0,0,92,0,,,
HU006,2008-08-04T00:00:00,30.63,23.84292,16.74,94.1,75.81333,48.59,27.33613,0,0,18.35,3.2585,0,144,259,599,431,3,24,24,24,24,24,0,24,24,1,0,0,34,0,,,
HU006,2008-08-05T00:00:00,27.98,22.18875,16.32,98,85.22917,66.15,26.56417,0,0,19.97,3.932916,0,93,407,685,251,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-06T00:00:00,25.68,22.10667,17.47,100,86.25375,47.95,25.14087,0,0,17.46,5.287333,0,127,485,624,200,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-07T00:00:00,32.44,24.77583,18.22,75.97,55.955,31.15,28.57478,0,0,22.86,9.130376,0,48,3,232,1139,4,24,24,24,24,24,0,24,24,1,0,0,128,0,,,
HU006,2008-08-08T00:00:00,27.26,21.02583,14.62,91.3,63.06709,39.39,29.81371,0,0,22.69,7.567168,0,239,56,499,630,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-09T00:00:00,28.02,20.33583,13.2,100,77.26959,43.32,27.69126,0,0,19.69,4.227417,0,520,220,432,268,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-10T00:00:00,27.63,20.85958,13.64,95.6,77.25666,48.63,28.00097,0,0,18.84,3.818333,0,97,90,616,626,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-11T00:00:00,29.47,23.51208,16.18,90.9,69.92876,49.84,28.43646,0,0,20.71,8.083335,0,85,14,429,885,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-12T00:00:00,30.17,24.45875,18.32,92.4,68.36083,43.77,27.58366,0,0,22.33,7.875749,0,56,48,355,960,4,24,24,24,24,24,0,24,24,1,0,0,6,0,,,
HU006,2008-08-13T00:00:00,33.55,23.58625,16.53,78.17,47.64209,19.23,28.17135,0,0,22.65,9.029665,0,136,8,298,971,4,24,24,24,24,24,0,24,24,1,0,0,177,0,,,
HU006,2008-08-14T00:00:00,31.22,23.035,15.74,62.99,43.56083,17.77,28.10297,0,0,21.84,9.226376,0,142,10,322,931,4,24,24,24,24,24,0,24,24,1,0,0,46,0,,,
HU006,2008-08-15T00:00:00,28.89,22.41375,14.02,82.5,45.30417,25.7,28.40126,0,0,22.37,7.073833,0,183,12,392,826,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-16T00:00:00,29.33,22.77458,18.25,86.1,54.78833,38.06,22.97714,0,0,23.43,9.3785,0.318,122,4,262,1022,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-17T00:00:00,27.76,21.65584,14.73,92,71.84,43.5,27.89018,0,0,20.57,7.08525,0,141,18,434,817,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-18T00:00:00,30,22.70333,14.96,92,62.85791,36.52,27.43192,0,0,18.2,6.290166,0,185,39,555,615,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-19T00:00:00,31.41,22.22583,15.61,85.6,57.7175,26.12,28.00428,0,0,24.38,9.541543,0,96,22,196,1101,4,24,24,24,24,24,0,24,24,1,0,0,48,0,,,
HU006,2008-08-20T00:00:00,30.44,22.2325,14.8,87.1,54.75583,31.04,27.58321,0,0,16.93,6.323334,0,101,34,541,738,4,24,24,24,24,24,0,24,24,1,0,0,32,0,,,
HU006,2008-08-21T00:00:00,29.1,21.71791,11.94,89.9,63.2525,49.6,22.92193,0,0,15.17,4.268292,0,165,244,554,441,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-22T00:00:00,33.7,24.93,17.31,89.7,58.14791,32,26.96313,0,0,22.16,7.48425,0,96,80,304,935,4,24,24,24,24,24,0,24,24,1,0,0,277,0,,,
HU006,2008-08-23T00:00:00,25.29,20.25916,14.24,95.8,71.10375,50.78,28.51727,0,0,23,7.151708,0,76,143,576,627,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-24T00:00:00,25.27,19.77292,14.21,100,86.19208,64.57,24.85998,0,0,16.33,3.79275,0,304,404,575,152,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-25T00:00:00,31.88,22.405,14.44,93.7,68.15792,37.65,26.87712,0,0,17.6,5.295458,0,113,15,439,847,4,24,24,24,24,24,0,24,24,1,0,0,148,0,,,
HU006,2008-08-26T00:00:00,31.5,22.14917,13.37,94.9,71.99374,39.21,26.07097,0,0,14.43,2.7225,0,31,313,550,542,3,24,24,24,24,24,0,24,24,1,0,0,192,0,,,
HU006,2008-08-27T00:00:00,31.3,23.80583,16.04,92.6,68.33791,42.02,25.73985,0,0,14.64,3.942125,0,107,86,572,662,4,24,24,24,24,24,0,24,24,1,0,0,49,0,,,
HU006,2008-08-28T00:00:00,29.67,22.77958,15.07,93.9,74.82001,48.21,24.43026,0,0,18.49,3.976749,0,240,224,541,422,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-29T00:00:00,26.11,22.84625,17.71,95.3,84.25166,73.49,21.72419,0,0,21.17,7.107584,0,18,641,674,104,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-30T00:00:00,24.28,20.94542,15.07,95.5,81.87125,67.51,24.27719,0,0,20.99,5.957457,0,29,77,768,563,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-08-31T00:00:00,27.52,22.05833,17.37,90.3,73.44625,54.59,24.42142,0,0,19.12,5.995459,0,96,15,440,869,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-01T00:00:00,29.12,22.91375,16.72,83.9,63.54459,42.65,25.68141,0,0,19.58,6.883999,0,208,19,474,701,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-02T00:00:00,25.72,20.56791,14.31,94,74.6375,57.11,25.71331,0,0,18.84,6.303501,0,93,79,593,660,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-03T00:00:00,25.15,17.68875,10.54,97.7,81.89584,57.1,22.06692,0,0,17.99,3.841584,0,292,218,534,376,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-04T00:00:00,24.75,18.8525,11.5,96.2,85.95749,66.11,23.70614,0,0,20.53,5.655376,0,82,171,692,477,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-05T00:00:00,23.87,20.93958,16.6,98.2,87.55833,75.11,24.04272,0,0,22.12,6.951292,0,0,63,1158,216,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-06T00:00:00,22.87,20.5425,19.17,99.3,92.40873,79.91,12.42961,5.4,0,15.98,5.680001,0,5,74,1171,186,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-07T00:00:00,23.14,18.68625,11.77,96.8,78.28166,61.82,25.23834,0,0,19.26,4.312541,0,102,148,526,652,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-08T00:00:00,26.79,19.61833,11.67,98.2,81.12251,56.45,17.14744,0.1,0,15.77,3.111501,0,440,272,372,349,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-09T00:00:00,28.66,22.60208,18.13,100,78.29293,56.5,19.22513,0,0,23.11,6.442,0,279,646,259,229,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-10T00:00:00,26.69,21.09667,16.08,100,88.0621,69.88,22.20883,0,0,18.2,3.655208,0,279,511,436,185,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-11T00:00:00,29.96,23.485,17.14,85.8,58.60291,32.54,23.49197,0,0,26.78,9.637249,0,179,5,163,1050,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-12T00:00:00,29.99,22.15417,15.01,55.77,32.44458,15.11,25.03476,0,0,25.4,11.82329,0.811,566,6,3,797,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-13T00:00:00,28.66,20.70916,13.79,84.2,43.36292,22.68,23.33727,0,0,18.13,5.591541,0,406,74,358,570,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-14T00:00:00,29.6,18.95541,8.26,92.4,65.38583,20.45,24.05808,0,0,15.73,3.14675,0,126,246,471,578,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-15T00:00:00,25.99,18.56375,9.97,94.1,73.73582,36.89,23.82927,0,0,15.21,3.255167,0,124,197,583,531,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-16T00:00:00,26.12,19.03125,12.43,95.9,73.28249,46.94,22.70647,0,0,21.24,6.537292,0,95,132,491,697,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-17T00:00:00,22.38,17.27917,12.34,100,86.25124,67,21.537,0.1,0,18.91,3.688125,0,316,323,456,342,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-18T00:00:00,23.53,18.84125,11.4,98,88.63541,63.19,8.359034,0,0,21.77,5.582542,0,313,912,95,116,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-19T00:00:00,30.3,22.95917,17.68,98.7,76.43749,45.51,21.00047,0,0,18.56,4.410042,0,557,381,254,247,1,24,24,24,24,24,0,24,24,1,0,0,3,0,,,
HU006,2008-09-20T00:00:00,28.52,21.95667,16.33,95.7,79.42834,51.87,18.24372,0,0,29.32,5.466834,0,194,668,335,237,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-21T00:00:00,25.12,20.81583,17.1,98.2,91.10291,79.37,18.07123,1.1,0,19.23,5.251042,0,168,473,665,137,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-22T00:00:00,24.19,19.87042,16.84,99.4,91.44,73.18,13.23945,3.8,0,23.32,5.126791,0,222,547,594,75,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-23T00:00:00,23.61,20.14166,17.31,99.6,87.96124,72.96,16.17523,0.2,0,17.08,6.241209,0,434,101,545,343,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-24T00:00:00,23.29,19.63167,12.83,98.8,83.21874,69.87,20.28023,0,0,20.71,4.730917,0,21,45,657,709,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-25T00:00:00,23.57,19.49125,15,96.4,82.31458,64.88,20.35355,0,0,16.16,4.038458,0,74,100,590,667,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-26T00:00:00,24.95,19.30875,14.9,100,84.54292,60.66,20.22628,0.1,0,15.38,3.9085,0,518,266,480,171,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-27T00:00:00,23.19,18.17833,15.34,99.3,91.19208,70.82,7.891175,70.5,0,32,5.844083,0,790,584,6,56,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-28T00:00:00,20.99,18.09125,16.37,99.6,94.00418,85.8,6.245799,12.9,0,24.87,7.756832,0.212,906,525,0,2,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-29T00:00:00,25.94,19.11125,14.44,97.8,81.88541,51.46,13.74458,0.1,0,26.53,6.055375,0,736,587,14,93,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-09-30T00:00:00,25.39,19.24542,12.8,98.7,81.75876,55.84,20.30691,0,0,14.96,3.681375,0,561,121,612,139,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-01T00:00:00,24.41,19.40375,12.86,99.4,77.82167,50.16,19.28683,0,0,14.36,3.165417,0,192,232,551,461,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-02T00:00:00,25.78,18.90458,13.07,97.4,75.99917,44.6,20.03284,0,0,15.38,5.473541,0,101,6,347,963,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-03T00:00:00,24.98,17.89,10.29,84.1,57.46208,23.11,18.11808,0,0,22.23,8.870624,0,196,0,3,1190,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-04T00:00:00,26.06,18.26958,11.57,95.9,59.42125,30.05,20.07652,0,0,24.73,5.62725,0,590,397,236,207,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-05T00:00:00,23.71,17.20209,10.43,100,82.83248,58.09,19.6122,0,0,13.27,2.679083,0,256,301,514,365,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-06T00:00:00,22.84,16.44916,7.85,97.9,84.26875,65.41,19.73257,0,0,16.62,3.545041,0,325,177,364,551,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-07T00:00:00,22.02,17.12625,9.76,99.8,88.45751,70.02,13.03434,0.6,0,17.04,4.662293,0,52,37,608,737,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-08T00:00:00,23.92,18.79375,14.01,98.6,66.02375,33.57,18.82145,0.1,0,28.47,10.945,1.517,138,0,13,1255,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-09T00:00:00,26.45,19.6775,13.27,72.17,48.335,22.94,19.42769,0,0,25.93,8.781375,0.564,955,49,0,399,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-10T00:00:00,27.68,22.03333,13.52,66.42,49.95333,37.66,6.713561,0.1,0,29.53,9.071291,0,1151,243,0,35,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-11T00:00:00,24.74,18.76375,15.04,99.7,87.86834,49.57,8.406687,33.5,0,48.79,8.182543,0,579,548,194,109,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-12T00:00:00,21.44,18.10291,14.9,100,94.74168,78.5,8.022964,0.2,0,21.34,5.611708,0,127,1252,61,0,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-13T00:00:00,23.25,18.78667,14.7,100,87.79916,69.86,16.30779,0,0,13.94,3.914292,0,520,206,339,368,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-14T00:00:00,24.09,18.45375,14.07,98.9,83.84583,57.14,16.98616,0,0,12.17,4.323167,0,547,101,404,360,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-15T00:00:00,23.99,17.82458,13.07,100,89.31665,66.49,16.75298,0.1,0,12.21,2.388042,0,400,232,414,371,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-16T00:00:00,26.34,19.12292,12.83,100,83.13583,49.43,17.0956,0.1,0,12.21,3.470208,0,241,145,389,653,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-17T00:00:00,22.99,18.90792,14.8,98.1,88.89164,73.83,13.24692,0,0,19.12,5.92729,0,154,11,516,729,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-18T00:00:00,22.07,18.29292,13.74,99,88.54708,71.77,15.00745,1,0,14.82,4.459292,0,247,77,464,620,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-19T00:00:00,24.46,17.97542,12.83,98.8,87.92083,62.09,15.15333,18.9,0,25.08,5.314959,0,1021,174,120,109,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-20T00:00:00,26.03,19.71709,15.97,97.1,84.53168,58.61,13.98812,1.8,0,14.04,3.941958,0,748,202,372,123,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-21T00:00:00,22.54,18.76458,13.86,100,90.82458,76.95,14.65764,0.1,0,13.51,2.958125,0,124,482,585,245,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-22T00:00:00,20.42,15.62208,12.73,99.6,88.1879,69.37,7.642036,2.6,0,24.24,7.952208,0,440,238,90,645,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-23T00:00:00,22.59,17.05167,12.29,100,86.87043,65.25,7.888417,0.1,0,14.68,3.950542,0,1007,159,49,211,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-24T00:00:00,22.52,16.93916,11.52,100,89.76333,69.51,15.67695,0.1,0,17.04,3.676416,0,374,242,537,268,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-25T00:00:00,25.45,17.48042,12.19,99.9,76.90251,35.28,13.14857,0.1,0,17.75,4.616499,0,1102,139,9,158,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-26T00:00:00,27.35,18.81959,11.42,95.1,71.57915,40.62,15.45948,0,0,18.66,4.841667,0,891,122,54,338,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-27T00:00:00,23.67,17.82583,10.72,98.9,83.27583,61.28,15.19734,0,0,15.31,3.098541,0,298,171,604,354,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-28T00:00:00,17.04,13.67083,7.931,92.9,73.37208,56.45,9.701161,2.8,0,33.41,11.95271,0,84,0,1,1329,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-29T00:00:00,17.06,12.10617,7.412,80.4,60.67625,35.51,16.21808,0,0,23.53,9.235999,0,93,0,3,1319,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-10-30T00:00:00,18.54,13.07696,3.597,94.2,78.99334,62.99,10.73031,0.3,0,23.88,7.178875,0,65,92,706,553,3,24,24,24,24,24,0,24,24,1,0,141,0,0,,,
HU006,2008-10-31T00:00:00,17.17,14.9625,8.74,98.6,88.00957,66.15,4.250513,5.4,0,24.59,5.696625,0,1,44,781,606,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-11-01T00:00:00,17.93,10.863,4.07,100,84.64124,51.84,11.511,0.1,0,13.62,2.053625,0,599,322,35,442,1,24,24,24,24,24,0,24,24,1,0,305,0,0,,,
HU006,2008-11-02T00:00:00,16.98,10.28742,3.833,100,90.20667,59.05,10.70999,0.1,0,13.51,3.100875,0,552,489,135,253,1,24,24,24,24,24,0,24,24,1,0,326,0,0,,,
HU006,2008-11-03T00:00:00,18.2,12.76375,7.978,97.7,76.19001,51.93,13.28126,0.1,0,20.74,5.466667,0,618,34,222,552,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-11-04T00:00:00,17.76,12.68083,6.509,96.8,76.87042,51.63,12.75941,0,0,19.62,5.542459,0,107,50,281,987,4,24,24,24,24,24,0,24,24,1,0,36,0,0,,,
HU006,2008-11-05T00:00:00,19.71,14.41667,8.28,96.8,78.09708,49.43,12.55586,0,0,22.47,7.073248,0,108,26,29,1264,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-11-06T00:00:00,18.76,12.43021,5.466,99.9,83.15001,55.6,14.7492,0.1,0,15.84,4.654792,0,417,39,180,754,4,24,24,24,24,24,0,24,24,1,0,52,0,0,,,
HU006,2008-11-07T00:00:00,17.76,13.30084,8.45,96.7,85.13499,65.13,11.27329,0,0,14.57,4.17896,0,317,202,526,364,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-11-08T00:00:00,19.72,13.11708,6.972,99.4,81.76749,53,14.0735,0.1,0,15.63,4.721709,0,346,65,162,819,4,24,24,24,24,24,0,24,24,1,0,1,0,0,,,
HU006,2008-11-09T00:00:00,20.87,12.37213,5.401,97.3,79.97541,47.27,14.05252,0,0,13.05,3.354792,0,808,107,257,258,1,24,24,24,24,24,0,24,24,1,0,79,0,0,,,
HU006,2008-11-10T00:00:00,20.84,12.14767,4.871,98.3,83.30125,52.51,13.15787,0,0,16.33,2.875958,0,582,283,133,431,1,24,24,24,24,24,0,24,24,1,0,148,0,0,,,
HU006,2008-11-11T00:00:00,18.49,12.01267,7.178,99.3,89.60126,72.13,7.643807,0,0,9.07,1.68725,0,306,317,360,427,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-11-12T00:00:00,19.14,12.09579,5.232,99.8,74.65376,41.38,13.98577,0.1,0,23.14,6.988501,0,160,45,19,1181,4,24,24,24,24,24,0,24,24,1,0,46,0,0,,,
HU006,2008-11-13T00:00:00,19.93,11.26217,2.717,95.2,74.06293,40.4,13.58363,0,0,13.79,4.518958,0,603,142,160,480,1,24,24,24,24,24,0,24,24,1,0,193,0,0,,,
HU006,2008-11-14T00:00:00,19.19,10.00358,1.754,94.7,69.96626,29.96,13.66459,0,0,19.83,4.486417,0,1105,190,3,125,1,24,24,24,24,24,0,24,24,1,0,619,0,0,,,
HU006,2008-11-15T00:00:00,19.62,10.53204,4.301,84.6,62.24501,31.15,13.6079,0,0,19.44,5.224166,0,1260,158,0,14,1,24,24,24,24,24,0,24,24,1,0,603,0,0,,,
HU006,2008-11-16T00:00:00,21.83,11.558,4.137,82.3,61.17584,30.11,13.38297,0,0,17.29,4.463376,0,1224,191,1,21,1,24,24,24,24,24,0,24,24,1,0,476,0,0,,,
HU006,2008-11-17T00:00:00,22.24,10.37562,0.858,98.5,71.58916,25.11,13.39778,0,0,17.57,3.019,0,780,196,20,432,1,24,24,24,24,24,0,24,24,1,0,720,0,0,,,
HU006,2008-11-18T00:00:00,19.75,8.981167,0.621,99.1,82.65249,46.2,12.75476,0,0,11.18,2.119667,0,229,291,426,483,4,24,24,24,24,24,0,24,24,1,0,652,0,0,,,
HU006,2008-11-19T00:00:00,20.57,12.86458,6.015,90.5,65.61584,36.08,12.83242,0,0,25.23,6.211124,0,1167,174,1,79,1,24,24,24,24,24,0,24,24,1,0,80,0,0,,,
HU006,2008-11-20T00:00:00,20.61,13.05583,7.882,85.9,62.22501,33.51,12.79953,0,0,20.07,6.214001,0.212,1299,116,0,13,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-11-21T00:00:00,22.08,13.64304,7.071,89.7,66.25874,35.36,12.42899,0,0,18.28,5.179251,0,1117,109,0,205,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
HU006,2008-11-22T00:00:00,22.67,12.92013,5.7,90,68.55167,33.35,12.32969,0,0,14.75,5.427958,0,790,11,1,588,1,24,24,24,24,24,0,24,24,1,0,163,0,0,,,
HU006,2008-11-23T00:00:00,22.78,12.92667,5.58,93.5,68.385,26.97,12.44021,0,0,18.45,4.482958,0,896,43,23,451,1,24,24,24,24,24,0,24,24,1,0,163,0,0,,,
HU006,2008-11-24T00:00:00,18.58,11.70392,3.256,93.7,75.77376,50.4,9.089375,0,0,27.8,9.198,0,89,37,37,1265,4,24,24,24,24,24,0,24,24,1,0,239,0,0,,,
HU006,2008-11-25T00:00:00,16.02,9.230542,4.239,92.3,75.97874,45.42,11.74178,0,0,21.8,6.51896,0,711,22,1,680,1,24,24,24,24,24,0,24,24,1,0,505,0,0,,,
HU006,2008-11-26T00:00:00,13.59,8.616502,4.939,84.1,44.72208,25.69,12.51868,0.1,0,26.92,7.86375,0,1311,63,0,52,1,24,24,24,24,24,0,24,24,1,0,555,0,0,,,
HU006,2008-11-27T00:00:00,16.84,9.154332,0.716,95.7,66.32875,40.48,11.89097,0,0,22.09,4.941583,0,686,130,165,440,1,24,24,24,24,24,0,24,24,1,0,602,0,0,,,
HU006,2008-11-28T00:00:00,15.81,8.715581,-0.628,96.2,83.06167,65.7,6.897745,8.3,0,24.13,5.215792,0,72,66,631,654,4,24,24,24,24,24,0,24,24,1,29,592,0,0,,,
