COD_EST,FECHA,T_MAX,T_MED,T_MIN,H_R_MAX,H_R_MED,H_R_MIN,RADIACION,LLUVIA,LLUVIA_MIN,V_MAX,V_MED,V_MIN,CV1,CV2,CV3,CV4,DIRECCION,HORAS,H_T,H_HR,H_R,H_LL,H_TS,H_V,H_D,CALCULOS,MTMEN0,MTMEN7,MTMA30,MVMA50,T_S_MAX,T_S_MED,T_S_MIN
AL001,2013-01-01T00:00:00,16.62,9.841502,5.443,97.6,77.41417,49.05,8.328196,0,0,15.3,2.395542,0,804,184,348,62,1,24,24,24,24,24,0,24,24,1,0,543,0,0,,,
AL001,2013-01-02T00:00:00,16.32,9.944292,5.111,84.9,69.44585,38.43,9.502394,0,0,17.55,2.444083,0,518,184,450,277,1,24,24,24,24,24,0,24,24,1,0,472,0,0,,,
AL001,2013-01-03T00:00:00,15.21,11.06954,6.725,81.2,59.84917,46.53,7.383885,0,0,21.6,6.066584,0,1027,387,0,8,1,24,24,24,24,24,0,24,24,1,0,34,0,0,,,
AL001,2013-01-04T00:00:00,16.72,11.23492,5.645,94.2,68.5779,55.63,8.663194,0,0,14.85,3.512125,0,782,584,50,20,1,24,24,24,24,24,0,24,24,1,0,97,0,0,,,
AL001,2013-01-05T00:00:00,16.25,8.433958,1.884,99.1,86.88625,63.07,11.04932,0,0,20.25,3.722208,0,587,28,519,302,1,24,24,24,24,24,0,24,24,1,0,705,0,0,,,
AL001,2013-01-06T00:00:00,17.57,9.277501,2.478,100,87.22418,54.48,11.25804,0.2,0,16.2,2.296542,0,664,124,525,40,1,24,24,24,24,24,0,24,24,1,0,691,0,0,,,
AL001,2013-01-07T00:00:00,16.49,8.489874,2.153,97.6,83.7446,59.39,11.17995,0.2,0,19.8,3.031375,0,637,0,478,276,1,24,24,24,24,24,0,24,24,1,0,734,0,0,,,
AL001,2013-01-08T00:00:00,16.59,8.679749,1.716,97.2,83.19791,49.48,11.25355,0,0,16.65,2.657125,0,686,1,450,293,1,24,24,24,24,24,0,24,24,1,0,640,0,0,,,
AL001,2013-01-09T00:00:00,15.95,8.575126,1.918,97.9,81.53375,51.89,10.51674,0,0,23.85,3.575126,0,576,84,466,211,1,24,24,24,24,24,0,24,24,1,0,611,0,0,,,
AL001,2013-01-10T00:00:00,18.97,10.92484,4.437,98,82.02917,56.84,10.37053,0,0,13.5,2.482417,0,734,144,358,115,1,24,24,24,24,24,0,24,24,1,0,465,0,0,,,
AL001,2013-01-11T00:00:00,18.51,11.28408,6.32,96.8,79.77666,46.44,10.52479,0,0,12.6,2.267375,0,932,54,351,82,1,24,24,24,24,24,0,24,24,1,0,278,0,0,,,
AL001,2013-01-12T00:00:00,17.47,10.79421,4.639,96.7,82.16167,47.54,11.08431,0,0,20.7,3.226916,0,798,101,447,84,1,24,24,24,24,24,0,24,24,1,0,215,0,0,,,
AL001,2013-01-13T00:00:00,17.5,10.462,3.998,99.7,60.56667,23.08,8.492177,0.2,0,20.7,3.471958,0,485,214,257,461,1,24,24,24,24,24,0,24,24,1,0,504,0,0,,,
AL001,2013-01-14T00:00:00,17.23,11.22771,5.78,63.82,44.10916,18.34,11.69073,0,0,23.4,4.278833,0,445,106,545,324,3,24,24,24,24,24,0,24,24,1,0,65,0,0,,,
AL001,2013-01-15T00:00:00,15.75,9.363166,3.323,77.07,60.39708,41.54,11.1388,0,0,19.8,3.712501,0,661,181,447,43,1,24,24,24,24,24,0,24,24,1,0,534,0,0,,,
AL001,2013-01-16T00:00:00,16.56,11.3425,7.299,73.8,59.16292,35.72,1.996751,0,0,26.55,4.242209,0,502,181,413,218,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-01-17T00:00:00,21.84,15.71292,10.7,74.09,50.08542,22.2,8.992372,0,0,32.4,7.436625,0,355,214,480,309,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-01-18T00:00:00,20.55,16.525,13.43,88.3,67.53542,38.28,9.117857,0,0,29.7,10.34721,0,71,8,1016,301,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-01-19T00:00:00,15.59,13.30917,11.24,96.8,78.11292,62.59,4.817714,4.599999,0,50.4,21.20292,1.8,8,0,1215,215,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-01-20T00:00:00,17,12.90625,8.55,73.07,41.09499,18.54,11.00141,0,0,44.55,9.759457,0,238,34,531,532,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-01-21T00:00:00,18.92,12.88671,7.233,93.9,63.125,24.41,12.45843,0,0,27.9,6.373333,0,140,158,437,113,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-01-22T00:00:00,14.37,9.166502,3.088,74.67,60.93376,42.31,11.15731,0.4,0,43.2,7.870082,0,94,23,421,201,3,24,24,24,24,24,0,24,24,1,0,553,0,0,,,
AL001,2013-01-23T00:00:00,14.37,10.85921,6.523,72.15,40.52251,23.89,12.58652,0,0,31.5,8.344417,0,130,35,407,626,4,24,24,24,24,24,0,24,24,1,0,13,0,0,,,
AL001,2013-01-24T00:00:00,18.58,13.08167,7.637,88.3,63.94791,30.8,8.736103,0,0,34.2,8.013291,0,211,88,491,179,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-01-25T00:00:00,16.02,11.353,7.535,93.8,70.59043,37.78,4.908337,1,0,27,3.067458,0,416,219,252,174,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-01-26T00:00:00,23.16,12.91138,5.206,94.4,63.58749,13.63,8.683837,0,0,23.4,3.674542,0,561,211,354,209,1,24,24,24,24,24,0,24,24,1,0,242,0,0,,,
AL001,2013-01-27T00:00:00,17.6,11.04717,4.538,93.7,70.20791,43.6,10.64403,0,0,18,4.084959,0,401,84,678,142,3,24,24,24,24,24,0,24,24,1,0,299,0,0,,,
AL001,2013-01-28T00:00:00,18.45,12.59517,4.909,92.1,59.04167,21.65,11.54595,0,0,26.55,4.360666,0,301,109,632,240,3,24,24,24,24,24,0,24,24,1,0,164,0,0,,,
AL001,2013-01-29T00:00:00,16.83,8.770208,0.567,95.8,75.45875,36.66,14.0115,0,0,15.3,2.822958,0,358,33,488,46,3,24,24,24,24,24,0,24,24,1,0,620,0,0,,,
AL001,2013-01-30T00:00:00,16,8.831333,1.864,100,92.04043,65.09,11.77673,0,0,18.9,2.932667,0,498,101,480,43,1,24,24,24,24,24,0,24,24,1,0,607,0,0,,,
AL001,2013-01-31T00:00:00,20.55,11.7625,4.217,100,67.1875,28.73,14.0328,0.2,0,16.65,2.841917,0,784,29,561,54,1,24,24,24,24,24,0,24,24,1,0,456,0,0,,,
AL001,2013-02-01T00:00:00,16.67,9.693542,3.074,98.8,84.37167,60.42,12.86001,0,0,23.4,4.406791,0,604,16,720,97,3,24,24,24,24,24,0,24,24,1,0,527,0,0,,,
AL001,2013-02-02T00:00:00,19.1,14.51875,9.14,90.7,46.84959,17.19,13.96195,0,0,30.6,8.27879,0,443,45,480,452,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-02-03T00:00:00,16.98,11.94683,5.158,63.41,29.56417,12.87,14.61085,0,0,30.6,6.43325,0,540,116,164,510,1,24,24,24,24,24,0,24,24,1,0,59,0,0,,,
AL001,2013-02-04T00:00:00,14.89,8.032332,1.361,83.2,58.43083,32.16,14.39318,0,0,20.25,4.009333,0,233,48,498,65,3,24,24,24,24,24,0,24,24,1,0,699,0,0,,,
AL001,2013-02-05T00:00:00,15.87,8.870502,1.699,92,72.96834,44.62,14.41139,0,0,22.05,4.666834,0,57,36,481,78,3,24,24,24,24,24,0,24,24,1,0,580,0,0,,,
AL001,2013-02-06T00:00:00,19.67,12.37271,2.63,99.1,49.19249,12.92,14.78802,0,0,24.75,6.228625,0,412,44,216,380,1,24,24,24,24,24,0,24,24,1,0,335,0,0,,,
AL001,2013-02-07T00:00:00,16.91,11.21383,4.785,75.31,38.60208,15.77,14.91742,0,0,25.2,5.742583,0,223,79,371,368,3,24,24,24,24,24,0,24,24,1,0,97,0,0,,,
AL001,2013-02-08T00:00:00,14.79,8.71025,2.098,78.59,58.96791,41.44,14.18565,0,0,25.65,5.105042,0,424,40,233,81,1,24,24,24,24,24,0,24,24,1,0,584,0,0,,,
AL001,2013-02-09T00:00:00,16.52,10.69933,4.774,77.43,38.06375,15.61,15.11673,0,0,24.75,6.1545,0,610,75,248,175,1,24,24,24,24,24,0,24,24,1,0,172,0,0,,,
AL001,2013-02-10T00:00:00,14.67,8.288791,0.5,85.1,69.88791,44,14.48593,0,0,27,5.772292,0,54,23,435,170,3,24,24,24,24,24,0,24,24,1,0,582,0,0,,,
AL001,2013-02-11T00:00:00,15.18,12.32833,6.894,77.67,42.62459,21.87,14.41856,0,0,31.95,8.857583,0,169,18,356,657,4,24,24,24,24,24,0,24,24,1,0,7,0,0,,,
AL001,2013-02-12T00:00:00,17.74,11.08431,5.011,64.9,36.32043,15.09,12.3826,0,0,25.2,6.149217,0,302,91,280,384,4,23,23,23,23,23,0,23,23,0,0,128,0,0,,,
AL001,2013-02-13T00:00:00,17.2,9.596416,1.68,83.1,54.50375,24.59,15.93875,0,0,21.15,4.187208,0,426,67,216,73,1,24,24,24,24,24,0,24,24,1,0,560,0,0,,,
AL001,2013-02-14T00:00:00,19.62,11.70358,4.876,99.4,74.89999,40.97,16.0241,0,0,19.8,4.481082,0,272,30,432,13,3,24,24,24,24,24,0,24,24,1,0,379,0,0,,,
AL001,2013-02-15T00:00:00,19.05,11.77063,4.842,100,68.98458,40.5,16.16596,0,0,18.9,3.877667,0,170,56,650,13,3,24,24,24,24,24,0,24,24,1,0,414,0,0,,,
AL001,2013-02-16T00:00:00,17.09,11.01917,4.538,91.9,79.89291,64.02,14.47785,0,0,18.9,4.43025,0,302,93,561,52,3,24,24,24,24,24,0,24,24,1,0,381,0,0,,,
AL001,2013-02-17T00:00:00,15.62,12.43542,8.72,98.5,86.44791,69.83,9.710854,0,0,20.25,4.48925,0,16,143,1061,52,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-02-18T00:00:00,18.44,12.31134,6.423,100,80.97291,50.32,13.41982,0.2,0,20.25,3.192291,0,516,320,104,25,1,24,24,24,24,24,0,24,24,1,0,129,0,0,,,
AL001,2013-02-19T00:00:00,15.05,13.18292,10.94,86,73.74667,65.68,6.355259,0,0,29.7,11.21921,0,1230,183,0,16,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-02-20T00:00:00,15.11,11.7325,8.68,100,84.98124,62.83,4.495284,25.2,0,22.95,6.753582,0,889,111,379,31,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-02-21T00:00:00,18.07,11.482,5.175,100,83.44624,48.87,16.89171,0.2,0,23.4,5.57575,0,367,54,762,152,3,24,24,24,24,24,0,24,24,1,0,350,0,0,,,
AL001,2013-02-22T00:00:00,18.58,14.47625,11.21,97.6,82.19,62.33,15.33826,0.4,0,45.45,15.02221,0,5,1,1192,238,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-02-23T00:00:00,18.04,12.13958,7.603,88.9,56.60167,31.74,13.0178,0.4,0,31.05,7.132749,0,404,152,572,248,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-02-24T00:00:00,14.3,9.033792,2.185,73.84,55.6525,39.64,17.38938,0,0,24.75,4.523209,0,640,221,354,43,1,24,24,24,24,24,0,24,24,1,0,418,0,0,,,
AL001,2013-02-25T00:00:00,14.34,9.021165,3.593,76.3,44.9475,16.4,15.56383,0,0,23.4,5.022042,0,456,123,478,252,3,24,24,24,24,24,0,24,24,1,0,461,0,0,,,
AL001,2013-02-26T00:00:00,13.09,7.270209,1.209,72.4,48.23875,21.25,18.48185,0,0,22.5,3.924375,0,532,392,32,30,1,24,24,24,24,24,0,24,24,1,0,746,0,0,,,
AL001,2013-02-27T00:00:00,12.35,8.718791,4.201,68.33,59.95333,54.07,11.57063,0,0,30.6,13.29508,0,1166,132,0,17,1,24,24,24,24,24,0,24,24,1,0,351,0,0,,,
AL001,2013-02-28T00:00:00,12.38,8.805627,4.163,94.9,72.93792,58.33,11.57455,8.799999,0,36.45,11.14796,0,685,28,448,149,1,24,24,24,24,24,0,24,24,1,0,217,0,0,,,
AL001,2013-03-01T00:00:00,16.45,10.90887,5.788,74,53.32375,32.71,18.67962,0,0,21.6,5.468334,0,247,186,516,115,3,24,24,24,24,24,0,24,24,1,0,163,0,0,,,
AL001,2013-03-02T00:00:00,16.59,10.08404,3.424,81.4,63.00251,43.19,14.2967,0,0,22.05,5.245543,0,856,334,25,2,1,24,24,24,24,24,0,24,24,1,0,539,0,0,,,
AL001,2013-03-03T00:00:00,15.75,12.39583,10.74,86.9,72.2225,61,11.28818,0,0,25.65,11.698,2.7,1151,270,0,7,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-04T00:00:00,13.66,11.84875,9.49,97.3,84.75875,75.93,2.658917,14.4,0,35.55,12.82288,0,1273,30,0,135,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-05T00:00:00,14.61,11.25333,7.367,100,95.42917,80.2,4.063198,3.6,0,13.5,2.529291,0,553,323,427,97,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-06T00:00:00,18.28,14.28708,11.78,100,88.63291,75.03,10.72975,0.2,0,34.2,11.54033,0,5,0,1250,183,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-07T00:00:00,18.41,14.75125,11.92,100,92.33332,83.2,9.526164,0.8,0,49.05,11.94004,0,242,33,1020,144,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-08T00:00:00,19.59,15.69292,10.3,99.3,75.52708,56.08,19.96645,0,0,43.65,13.68271,0,205,12,1133,87,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-09T00:00:00,17.47,14.59583,13.53,96.2,90.43333,81.6,9.370919,0,0,31.95,12.74042,2.7,0,0,1206,232,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-10T00:00:00,17.64,13.70958,9.7,88.4,72.23626,56.07,19.98149,0,0,35.1,10.39179,0,38,3,1101,291,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-11T00:00:00,17.64,12.90458,7.4,81.6,70.34585,48.85,20.32889,0,0,34.65,9.470668,0,101,44,942,220,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-12T00:00:00,15.62,12.27542,9.02,99.5,85.75834,66.07,10.92164,0.4,0,38.25,9.47125,0,93,68,954,252,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-13T00:00:00,15.45,12.58583,9.73,97.3,43.71375,16.31,20.80924,0,0,32.85,8.337543,0,448,75,301,600,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-14T00:00:00,15.85,9.969377,1.473,64.2,40.37542,18.59,21.3689,0,0,25.2,4.769791,0,424,233,396,186,1,24,24,24,24,24,0,24,24,1,0,396,0,0,,,
AL001,2013-03-15T00:00:00,16.22,10.47613,4.302,75.87,49.34791,30.91,21.05679,0,0,23.4,5.620541,0,462,108,602,99,3,24,24,24,24,24,0,24,24,1,0,345,0,0,,,
AL001,2013-03-16T00:00:00,17.5,10.92679,5.242,80.6,63.54042,31.7,11.54919,0,0,16.65,4.208625,0,393,346,426,82,3,24,24,24,24,24,0,24,24,1,0,260,0,0,,,
AL001,2013-03-17T00:00:00,19.32,12.46958,7.097,90.3,82.65916,72.28,9.993217,0.6,0,30.15,6.138583,0,244,86,792,72,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-18T00:00:00,20.36,15.03417,8.92,100,75.42667,41.4,21.31567,0,0,31.05,8.321584,0,198,38,1023,133,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-19T00:00:00,18.85,12.73841,6.862,100,82.24334,55.29,18.76441,3.8,0,27,6.376999,0,304,139,743,101,3,24,24,24,24,24,0,24,24,1,0,30,0,0,,,
AL001,2013-03-20T00:00:00,19.29,14.76208,9.97,99.8,78.82124,47.21,21.16707,0,0,31.95,8.393291,0,66,15,1209,133,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-21T00:00:00,20.7,13.32233,6.658,93.3,68.0621,34.22,21.69208,0,0,13.95,3.42425,0,751,582,62,25,1,24,24,24,24,24,0,24,24,1,0,42,0,0,,,
AL001,2013-03-22T00:00:00,21.21,13.31408,6.321,91.4,72.95083,51.39,21.27111,0,0,37.35,9.547084,0,261,201,828,138,3,24,24,24,24,24,0,24,24,1,0,66,0,0,,,
AL001,2013-03-23T00:00:00,17.23,13.53667,10.68,97.9,78.60251,56.19,15.32299,0.4,0,27.9,7.12375,0,203,92,893,117,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-24T00:00:00,18.34,14.6825,10.14,96,58.16875,33.62,20.64146,0.6,0,31.5,11.73125,0,35,15,977,407,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-25T00:00:00,19.05,14.98542,10.94,92.4,58.30916,29.95,19.14195,0,0,28.8,9.1795,0,137,179,805,109,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-26T00:00:00,20.06,14.77292,10.24,98.8,80.73666,61.91,18.43558,3.2,0,31.95,7.518291,0,83,21,817,137,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-27T00:00:00,18.48,15.36583,13.1,92.5,80.32127,65.6,18.52713,0,0,31.05,12.70375,2.25,2,1,1290,140,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-28T00:00:00,19.86,15.06375,10.78,95.8,82.49542,57.24,18.46543,0,0,35.55,6.975042,0,133,67,916,104,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-29T00:00:00,20.67,15.52375,11.75,97.4,78.14666,52.89,16.81028,0,0,26.1,7.031876,0,102,57,943,72,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-30T00:00:00,23.02,17.35125,13.24,96.1,72.60874,41.48,23.32157,0,0,36,10.40037,0,49,140,1108,92,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-03-31T00:00:00,19.73,15.95875,12.43,91.6,79.73083,61.68,11.97978,0,0,29.7,6.824791,0,169,168,724,178,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-01T00:00:00,22.79,17.67792,13.37,95,54.89291,21.37,23.85015,0.4,0,44.55,15.2525,0.45,52,9,1004,363,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-02T00:00:00,20.33,15.47833,11.76,91.7,58.085,33.44,23.71798,0,0,31.95,8.954001,0,78,79,911,159,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-03T00:00:00,21.13,14.72042,8.89,91.3,63.75625,34.02,17.56964,0,0,28.35,6.712084,0,254,386,446,76,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-04T00:00:00,17.67,13.94708,10,93.1,73.61208,56.94,20.60616,0,0,34.65,9.891124,0,74,36,789,166,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-05T00:00:00,15.79,13.0025,10.2,96.6,81.18999,61.76,9.664902,1,0,22.95,6.899624,0,168,91,875,148,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-06T00:00:00,17.5,13.1,9.22,94,57.80333,25.53,22.18551,0,0,27,5.7995,0,396,118,557,155,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-07T00:00:00,18.31,12.69558,5.647,86.3,58.80126,33.72,22.85596,0,0,21.6,5.774833,0,296,109,789,139,3,24,24,24,24,24,0,24,24,1,0,165,0,0,,,
AL001,2013-04-08T00:00:00,19.73,13.54388,6.051,91.6,73.98124,45.6,23.69873,0,0,26.55,5.539792,0,119,67,759,116,3,24,24,24,24,24,0,24,24,1,0,103,0,0,,,
AL001,2013-04-09T00:00:00,21.01,15.74542,11.79,92.5,76.46208,51.82,23.45147,0,0,24.3,6.221416,0,113,145,927,156,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-10T00:00:00,22.05,16.68875,10.1,94.4,70.02293,43.45,24.37981,0,0,19.8,5.677791,0,171,180,829,107,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-11T00:00:00,22.96,16.57958,12.79,100,82.49749,50.85,21.72439,0,0,36.45,8.255792,0,54,19,1186,153,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-12T00:00:00,23.83,17.26041,10.41,97,69.18583,33.67,24.906,0,0,15.3,3.560166,0,305,398,313,10,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-13T00:00:00,23.5,17.67125,10.74,85,54.75583,22.79,25.19468,0,0,27.45,9.926291,0,481,654,52,10,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-14T00:00:00,25.45,19.31833,14.51,74.37,47.75042,28.62,21.9463,0,0,34.2,13.38217,0,750,577,0,17,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-15T00:00:00,23.7,16.85167,10.57,91.5,70.12417,39.87,24.00817,0,0,20.25,4.678751,0,254,372,318,54,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-16T00:00:00,23.12,16.18708,10.17,97.5,80.97041,58.6,23.21257,0,0,14.4,3.645917,0,214,119,440,33,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-17T00:00:00,24.9,17.03041,12.93,98.8,79.73209,42.41,24.4864,0,0,19.8,6.574793,0,410,460,376,44,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-18T00:00:00,22.12,16.63208,12.66,100,81.71584,53.17,24.18335,0,0,17.55,5.013209,0,161,223,574,252,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-19T00:00:00,23.97,17.07083,11.52,99.9,75.77874,54.3,23.41013,0,0,26.55,6.1275,0,469,578,80,19,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-20T00:00:00,19.39,16.10417,14.01,85.9,69.395,54.13,14.13451,0,0,24.3,9.39129,0,833,589,0,8,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-21T00:00:00,21.2,16.51417,11.92,92.4,70.75544,40.03,25.21149,0,0,23.4,5.837458,0,267,267,627,67,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-22T00:00:00,17.91,15.38833,12.46,88.1,75.32209,62.8,8.204082,1,0,19.35,6.478375,0,418,948,22,2,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-23T00:00:00,19.15,15.30208,12.16,87.3,65.34542,43.45,23.43881,0,0,31.05,11.36046,0.45,846,581,0,7,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-24T00:00:00,20.37,15.65875,9.97,77.61,59.12542,36.3,24.96949,0,0,34.2,10.65321,0,571,821,0,7,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-25T00:00:00,17.24,15.43958,13.6,97.6,76.50583,39.84,4.369536,4.4,0,16.2,4.804416,0,761,68,281,73,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-26T00:00:00,20.1,15.94958,11.52,100,81.18083,55.52,19.79844,2.2,0,22.5,6.155458,0,455,67,752,161,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-27T00:00:00,21.75,16.79958,12.43,99.3,81.4775,55.97,22.46568,0,0,36.9,10.48446,0,176,179,934,85,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-28T00:00:00,18.32,13.84459,9.29,96,74.52791,53.45,12.11506,0.4,0,28.35,8.821252,0,255,248,785,139,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-04-29T00:00:00,16.16,11.56654,4.775,83.3,57.85249,37.81,25.92502,0,0,37.35,8.816667,0,128,138,887,150,3,24,24,24,24,24,0,24,24,1,0,225,0,0,,,
AL001,2013-04-30T00:00:00,14.94,11.06933,7.569,97.2,75.55958,58.22,18.10306,13.4,0,27.45,6.744125,0,191,136,716,126,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-01T00:00:00,20.37,13.57879,6.187,92.9,66.37042,35.26,27.5115,0,0,16.2,3.66925,0,465,323,269,49,1,24,24,24,24,24,0,24,24,1,0,153,0,0,,,
AL001,2013-05-02T00:00:00,21.11,15.0575,8.89,92,69.56752,43.43,25.55739,0,0,18,4.358708,0,348,279,522,42,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-03T00:00:00,20.97,16.26292,11.52,86,62.30376,38.41,23.83409,0,0,15.3,4.406125,0,624,583,61,3,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-04T00:00:00,20.39,16.65333,13.24,90.1,70.13583,46.1,18.69465,0,0,16.65,3.805792,0,315,448,433,99,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-05T00:00:00,21.08,16.14,10.1,95.3,79.945,63.67,26.28881,0,0,24.3,5.97075,0,345,127,769,64,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-06T00:00:00,24.71,18.85125,11.89,100,64.69125,30.98,26.34089,0,0,21.6,6.082459,0,193,56,877,91,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-07T00:00:00,28.41,21.29667,14.28,87.4,49.205,20.8,25.27732,0,0,19.8,5.898,0,212,74,862,147,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-08T00:00:00,26.12,20.62167,14.45,84.5,52.13582,23.75,24.8601,0,0,23.4,5.877125,0,351,103,760,52,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-09T00:00:00,28.85,21.04083,13.87,93.3,65.5896,28.51,24.05902,0,0,19.35,4.926126,0,357,77,680,108,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-10T00:00:00,27.24,21.90958,16.83,86.3,59.77792,33.59,22.17213,0,0,23.85,5.848583,0,610,566,51,11,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-11T00:00:00,24.47,19.53167,15.42,93.2,76.63332,55.85,23.7552,0,0,18.45,5.514458,0,643,718,40,0,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-12T00:00:00,22.19,18.71583,16.19,85.8,76.34583,62.68,15.96367,0,0,25.65,10.17746,1.35,285,1143,0,0,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-13T00:00:00,23.47,18.7625,14.31,92.4,67.05959,35.52,24.59373,0,0,27.45,9.823083,0,434,941,0,2,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-14T00:00:00,22.35,18.26625,14.31,88.6,75.25419,45.05,15.74201,0.4,0,22.05,5.039375,0,315,72,466,175,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2013-05-15T00:00:00,22.12,18.10375,14.31,95.4,74.40376,50.09,26.9591,0,0,45.9,12.05412,0,67,37,846,235,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
