cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,PromedioDeRadiacion,SumaDeLluvia,V_Max,V_Med,V_Min,SumaDeCV1,SumaDeCV2,SumaDeCV3,SumaDeCV4,PromedioDeDireccion
AL001,2018-01-01T00:00:00,19.79,13.7772916666667,6.58,95.5,60.4479166666667,34.9,0.39837735,0,22.05,4.61541666666667,0,641,83,660,54,1.95833333333333
AL001,2018-01-02T00:00:00,22.94,12.5219166666667,6.884,95.7,73.805,39.27,0.39939645,0,15.75,2.81366666666667,0,820,99,497,20,1.70833333333333
AL001,2018-01-03T00:00:00,20.22,12.792875,7.349,99.5,78.8720833333333,53.54,0.3915642,0,20.7,3.569625,0,696,69,675,0,1.95833333333333
AL001,2018-01-04T00:00:00,19.82,12.5594583333333,6.842,100,91.7545833333333,65.57,0.40113405,0.2,19.35,3.87883333333333,0,490,241,707,1,2.16666666666667
AL001,2018-01-05T00:00:00,18.37,13.76875,10.68,100,89.47875,64.32,0.39135885,0.2,20.7,4.10883333333333,0,612,154,667,6,2.04166666666667
AL001,2018-01-06T00:00:00,15.94,11.4141666666667,7.991,96.9,81.86625,41.69,0.18124065,0.3,38.25,5.94058333333333,0,326,125,953,32,2.5
AL001,2018-01-07T00:00:00,12.97,8.85470833333333,3.644,78.13,58.235,36.88,0.31204155,0,25.65,5.07433333333333,0,406,5,943,81,2.58333333333333
AL001,2018-01-08T00:00:00,15.17,8.91691666666666,4.215,86.6,70.9945833333333,49.18,0.35475345,0,15.3,2.60045833333333,0,525,121,791,0,2.16666666666667
AL001,2018-01-09T00:00:00,14.36,9.03333333333333,2.908,90,73.5008333333333,51.45,0.33658185,0,22.5,3.96341666666667,0,601,60,760,17,2.08333333333333
AL001,2018-01-10T00:00:00,19.96,13.2720833333333,9.71,96.1,84.4191666666667,55.74,0.40979775,1.9,26.55,6.29791666666667,0,41,48,1243,92,2.91666666666667
AL001,2018-01-11T00:00:00,19.39,14.9933333333333,7.788,90,37.0620833333333,22.85,0.43987875,0,25.2,6.48425,0,387,78,579,384,2.625
AL001,2018-01-12T00:00:00,16.21,9.98733333333333,3.584,82,57.31,31.74,0.43334655,0,23.4,3.86804166666667,0,677,45,703,11,1.91666666666667
AL001,2018-01-13T00:00:00,14.73,8.84554166666667,3.481,90.8,80.1758333333333,61.21,0.2822874,0,22.95,3.915875,0,793,1,634,11,1.91666666666667
AL001,2018-01-14T00:00:00,16.31,9.099,3.243,94.3,78.7595833333333,55.27,0.22582965,0.2,17.55,2.89954166666667,0,720,124,584,12,1.875
AL001,2018-01-15T00:00:00,16.75,9.28358333333333,3.579,96.2,73.8029166666667,41.86,0.4282542,0,19.35,2.89233333333333,0,871,553,13,0,1.375
AL001,2018-01-16T00:00:00,15.98,8.63241666666666,1.291,96.1,81.3208333333333,55.81,0.4482186,0,23.4,4.54233333333333,0,594,14,822,10,2.16666666666667
AL001,2018-01-17T00:00:00,20.08,10.4839166666667,3.21,97.4,82.5033333333333,57.19,0.4488684,0,16.2,1.78791666666667,0,429,127,878,5,2.33333333333333
AL001,2018-01-18T00:00:00,19.52,14.6758333333333,10.62,79.01,63.4975,34.12,0.36384225,0,32.85,9.33820833333334,0,939,412,79,7,1.25
AL001,2018-01-19T00:00:00,16.25,13.0918333333333,7.18,97,82.2479166666667,61.8,0.1856853,0.6,18.45,2.48941666666667,0,350,239,839,11,2.29166666666667
AL001,2018-01-20T00:00:00,19.58,11.411375,4.351,100,84.3733333333333,45.29,0.44126535,0.1,18.9,3.53825,0,764,51,562,62,1.91666666666667
AL001,2018-01-21T00:00:00,22.44,13.2042916666667,6.175,100,63.5995833333333,27.55,0.46363875,0.1,20.7,2.585,0,671,187,576,7,2
AL001,2018-01-22T00:00:00,20.94,13.4274583333333,6.951,99.6,73.7220833333333,44.84,0.47065095,0,18.9,3.74254166666667,0,474,144,776,43,2.29166666666667
AL001,2018-01-23T00:00:00,23.35,14.0433333333333,6.139,100,75.9945833333333,35.3,0.469572,0.3,11.7,1.94020833333333,0,951,287,122,82,1.5
AL001,2018-01-24T00:00:00,21.56,13.1998333333333,7.154,96.2,76.3170833333333,52.68,0.472422,0,9.45,1.72441666666667,0,807,567,65,0,1.5
AL001,2018-01-25T00:00:00,16.31,13.5720833333333,11.22,98.1,85.75625,72.97,0.2950296,0,29.7,7.27458333333333,0,0,155,1211,74,2.91666666666667
AL001,2018-01-26T00:00:00,16.41,13.0966666666667,8.43,91,43.4433333333333,26.32,0.28532205,0,24.3,5.172125,0,334,104,563,427,2.875
AL001,2018-01-27T00:00:00,16.99,11.9099166666667,6.946,56.03,41.88375,28.53,0.42183315,0,29.7,5.37916666666667,0,688,383,267,99,1.79166666666667
AL001,2018-01-28T00:00:00,15.37,11.4058333333333,7.855,80.8,71.0366666666667,52.77,0.3097053,3,35.1,12.960375,0.45,862,339,125,33,1.375
AL001,2018-01-29T00:00:00,18.17,14.4345833333333,12.46,76.39,67.5970833333333,51.44,0.4387149,0,33.3,14.0594583333333,0,1106,235,77,20,1.20833333333333
AL001,2018-01-30T00:00:00,16.58,13.5195833333333,11.32,80.9,70.2195833333333,60.75,0.29295405,0,31.05,11.224625,0.9,1225,184,14,10,1
AL001,2018-01-31T00:00:00,17.33,13.16125,9.98,88.8,71.2625,48.79,0.29394585,0.7,26.1,7.99604166666667,0,945,403,73,14,1.29166666666667
AL001,2018-02-01T00:00:00,17.19,13.31125,10.21,93.8,84.26875,65.33,0.45310785,0.4,29.25,5.9625,0,293,142,971,32,2.5
AL001,2018-02-02T00:00:00,14.86,10.739125,5.567,85.3,58.2416666666667,28.37,0.4336083,3.7,24.75,4.236,0,527,276,478,151,2.16666666666667
AL001,2018-02-03T00:00:00,16.52,10.43425,4.824,78.69,41.2420833333333,20.53,0.5563455,0,20.7,4.82925,0,397,163,740,134,2.45833333333333
AL001,2018-02-04T00:00:00,14.53,8.724,3.446,96.5,73.6370833333333,52.05,0.33767985,3.9,30.15,5.5955,0,556,12,782,32,2.16666666666667
AL001,2018-02-05T00:00:00,13.04,8.61016666666667,3.776,98.8,75.7725,43.87,0.450156,1,23.85,3.63258333333333,0,314,73,974,79,2.66666666666667
AL001,2018-02-06T00:00:00,15.37,7.97525,2.638,88.9,66.2108333333333,39.21,0.489894,0,21.15,3.67079166666667,0,452,106,825,54,2.41666666666667
AL001,2018-02-07T00:00:00,14.79,7.59958333333333,2.067,86.5,64.465,35.06,0.26189715,0,18.45,1.85233333333333,0,629,524,223,62,1.66666666666667
AL001,2018-02-08T00:00:00,15.3,8.80804166666667,2.906,92.1,70.4329166666667,40.63,0.529599,0,13.95,2.15975,0,830,566,41,0,1.45833333333333
AL001,2018-02-09T00:00:00,14.52,9.19758333333333,4.824,84.5,64.6316666666667,36.27,0.5474235,0,23.4,4.10554166666667,0,701,119,612,4,1.91666666666667
AL001,2018-02-10T00:00:00,19.08,9.34591666666667,3.312,84.1,67.12875,32.71,0.33807315,0,17.55,2.133625,0,765,143,508,23,1.66666666666667
AL001,2018-02-11T00:00:00,16.45,10.1294166666667,2.671,90.5,64.4179166666667,46.89,0.59663265,0,25.65,5.865625,0,472,60,887,21,2.29166666666667
AL001,2018-02-12T00:00:00,20.6,12.687875,5.195,99.6,75.59875,33.8,0.5496249,0,26.55,3.97616666666667,0,696,152,542,47,2
AL001,2018-02-13T00:00:00,16.82,11.5327083333333,6.276,89.7,69.71125,41.34,0.60389745,0,31.95,5.32970833333333,0,398,220,621,201,2.45833333333333
AL001,2018-02-14T00:00:00,19.39,11.1038333333333,4.556,88.8,70.3170833333333,45.24,0.586065,0,18.45,3.29425,0,821,82,535,2,1.75
AL001,2018-02-15T00:00:00,20.9,12.9186666666667,6.58,91.9,71.9695833333333,43.04,0.59719605,0,18,3.03783333333333,0,771,204,458,6,1.79166666666667
AL001,2018-02-16T00:00:00,21.1,13.0221666666667,7.487,94,78.9675,50.36,0.5715144,0,17.1,3.438,0,604,92,741,2,2.08333333333333
AL001,2018-02-17T00:00:00,19.18,14.0195833333333,10.37,98.5,85.0954166666667,58.16,0.595686,0,19.8,3.457,0,563,95,729,51,2.25
AL001,2018-02-18T00:00:00,18.68,14.3120833333333,10.66,92.9,78.0508333333333,60.82,0.2976261,0,19.8,4.87045833333333,0,517,820,99,1,1.70833333333333
AL001,2018-02-19T00:00:00,16.45,13.1358333333333,8.33,97.9,89.3825,74.32,0.14830695,7.7,11.7,1.22354166666667,0,746,680,12,0,1.45833333333333
AL001,2018-02-20T00:00:00,17.53,11.588875,4.688,100,89.6583333333333,70.01,0.63564915,0.1,22.05,4.75670833333333,0,230,399,803,9,2.41666666666667
AL001,2018-02-21T00:00:00,19.76,13.68875,9.4,98.4,70.1425,25.78,0.469482,0,30.15,3.120375,0,681,423,332,2,1.70833333333333
AL001,2018-02-22T00:00:00,14.73,11.0134166666667,6.614,91.4,77.6708333333333,55.55,0.6085239,0.7,32.4,6.60320833333333,0,478,304,638,20,2.125
AL001,2018-02-23T00:00:00,16.14,9.640125,3.245,85.9,61.4254166666667,37.16,0.670701,0,13.95,3.13254166666667,0,603,794,39,0,1.58333333333333
AL001,2018-02-24T00:00:00,18.27,9.45879166666667,3.313,87.8,68.0675,35.62,0.5605923,0,17.1,2.20708333333333,0,532,490,419,0,1.875
AL001,2018-02-25T00:00:00,16.58,10.4787083333333,4.452,91,77.8375,56.73,0.5986614,0,21.6,3.99825,0,612,50,767,9,2.08333333333333
AL001,2018-02-26T00:00:00,20.8,11.840875,3.178,92.8,71.72875,28.98,0.7057935,0,19.35,4.73454166666667,0,473,210,746,8,2.125
AL001,2018-02-27T00:00:00,19.52,14.9808333333333,12.19,92.4,80.1275,60.4,0.49869915,0,35.55,6.03083333333333,0,459,201,767,12,2.25
AL001,2018-02-28T00:00:00,19.99,15.95875,10.79,93.7,70.5220833333333,50.66,0.6733527,0,38.7,10.962875,0,215,172,979,65,2.58333333333333
AL001,2018-03-01T00:00:00,17.16,14.9725,12.43,94.9,86.6333333333333,71.91,0.2881527,6.1,42.3,12.655625,0,102,1,1287,49,2.83333333333333
AL001,2018-03-02T00:00:00,16.58,14.6745833333333,9.31,98.7,85.6179166666667,65.25,0.2316636,7.1,41.4,12.3047916666667,0,57,4,1302,73,2.91666666666667
AL001,2018-03-03T00:00:00,19.28,15.3170833333333,11.86,97.5,82.16625,43.18,0.43596405,4.5,34.65,8.71695833333333,0,160,9,1136,131,2.79166666666667
AL001,2018-03-04T00:00:00,17.66,13.8675,10.58,98.4,87.9241666666666,72.89,0.38322195,4,30.6,7.95633333333333,0,37,8,1294,96,3
AL001,2018-03-05T00:00:00,15.98,13.2633333333333,10.75,96.4,80.7120833333334,62.45,0.25385625,6.1,39.6,9.45991666666666,0,25,6,1210,199,3.04166666666667
AL001,2018-03-06T00:00:00,17.87,14.3070833333333,10.44,93.4,62.6083333333333,32.75,0.6428208,0,32.4,9.53379166666667,0,26,17,1321,72,3.04166666666667
AL001,2018-03-07T00:00:00,19.18,13.92,8.06,96.4,71.38375,46.54,0.7074963,0.3,11.7,2.265875,0,639,495,234,14,1.54166666666667
AL001,2018-03-08T00:00:00,17.19,13.8883333333333,10.37,99.4,91.8583333333333,84.1,0.46621485,4.1,27.45,8.205375,0,178,6,1236,15,2.75
AL001,2018-03-09T00:00:00,22.68,16.14625,9.74,99.8,79.2875,52.87,0.7632273,0.2,33.3,7.6245,0,261,11,1062,87,2.58333333333333
AL001,2018-03-10T00:00:00,24.6,18.2416666666667,14.05,92.8,71.45125,42.21,0.7315038,0,31.5,11.74125,0,2,5,1356,72,3
AL001,2018-03-11T00:00:00,18.27,15.00875,11.59,83.9,71.33875,56.07,0.8052132,0,51.75,18.1025833333333,0,14,5,1297,115,3
AL001,2018-03-12T00:00:00,19.59,15.185,10.96,88.6,55.5329166666667,38.38,0.8109792,0,29.7,8.37320833333333,0,101,57,1206,73,2.83333333333333
AL001,2018-03-13T00:00:00,20.63,14.2608333333333,8.9,98.1,89.16875,71.55,0.43659315,0,28.35,6.00933333333333,0,468,51,904,17,2.29166666666667
AL001,2018-03-14T00:00:00,19.59,15.7854166666667,11.96,100,83.3579166666667,51.99,0.45557655,0,47.7,9.58116666666666,0,466,14,908,50,2.33333333333333
AL001,2018-03-15T00:00:00,17.46,15.225,11.32,90.6,79.9295833333333,69.91,0.2932014,0,57.15,15.58575,0,2,13,1362,62,3
AL001,2018-03-16T00:00:00,19.25,13.2866666666667,7.22,94.2,63.70375,37.76,0.68852925,0,24.3,5.46945833333333,0,414,163,737,125,2.25
AL001,2018-03-17T00:00:00,16.89,13.345,7.957,93.7,66.52125,42.74,0.78312825,0.4,52.65,15.9441666666667,0,16,39,1220,163,3.04166666666667
AL001,2018-03-18T00:00:00,18.84,14.1029166666667,10.05,97.3,74.0179166666667,41.57,0.48505185,4.4,39.6,4.93383333333334,0,602,532,255,43,1.625
AL001,2018-03-19T00:00:00,18.91,14.6470833333333,9.64,93.2,60.845,38.39,0.84888885,3,34.2,9.85070833333334,0,194,42,955,243,2.70833333333333
AL001,2018-03-20T00:00:00,17.77,13.6920833333333,9.41,50.73,35.68,23.36,0.6495651,0,27.9,6.55320833333333,0,560,168,433,263,2.04166666666667
AL001,2018-03-21T00:00:00,15.13,10.5364166666667,4.925,74.23,55.935,32.96,0.7200981,0,22.05,4.86366666666667,0,396,179,834,29,2.20833333333333
AL001,2018-03-22T00:00:00,16.04,10.7835,4.79,77.79,48.1854166666667,17.42,0.93109305,0,28.35,6.13933333333333,0,425,194,791,32,2.29166666666667
AL001,2018-03-23T00:00:00,19.59,12.1985,4.421,88.6,66.8416666666667,32.83,0.5552061,0,25.65,4.87225,0,459,206,753,20,2.16666666666667
AL001,2018-03-24T00:00:00,19.01,15.6304166666667,12.3,89.8,44.58625,20.45,0.939015,0.3,34.2,11.0648333333333,0,175,5,740,511,3.41666666666667
AL001,2018-03-25T00:00:00,20.69,14.8845833333333,10.15,69.2,46.2425,30.22,0.5063595,0,32.4,7.30579166666667,0,618,149,415,250,2.08333333333333
AL001,2018-03-26T00:00:00,20.99,13.7452083333333,7.154,84,58.3704166666667,25.2,0.80598045,0,26.1,5.16366666666667,0,485,101,777,75,2.33333333333333
AL001,2018-03-27T00:00:00,22.37,15.7520833333333,8.5,87.4,56.8795833333333,26.93,0.9464196,0,23.4,6.19058333333333,0,449,89,888,14,2.25
AL001,2018-03-28T00:00:00,21.6,15.1079166666667,8.7,99.8,75.9008333333333,42.06,0.9501468,0,25.2,6.13070833333333,0,548,11,864,15,2.25
AL001,2018-03-29T00:00:00,19.99,15.6941666666667,11.55,100,82.5916666666667,62.54,0.6455838,0,33.75,7.363,0,383,72,859,124,2.5
AL001,2018-03-30T00:00:00,17.63,14.0491666666667,8.4,93,73.3345833333333,52.41,0.95084325,0,39.6,10.540875,0,104,19,1191,123,2.91666666666667
AL001,2018-03-31T00:00:00,20.66,15.1120833333333,8.83,76.23,50.90875,25.45,0.98211585,0,23.85,6.22425,0,146,133,1031,129,2.91666666666667
AL001,2018-04-01T00:00:00,21.77,15.5841666666667,7.687,61.35,38.7879166666667,23.96,0.9752565,0,26.55,7.11404166666667,0,924,376,118,18,1.41666666666667
AL001,2018-04-02T00:00:00,21.01,16.4820833333333,12.06,88.6,47.9841666666667,29.03,0.8074308,0,23.4,6.00366666666667,0,226,258,913,40,2.54166666666667
AL001,2018-04-03T00:00:00,22.14,17.4479166666667,12.19,91.8,72.9741666666667,55.92,0.97302975,0,31.05,8.464375,0,59,63,1280,36,2.95833333333333
AL001,2018-04-04T00:00:00,20.5,16.2604166666667,10.46,92,69.4875,50.63,0.998886,0,32.85,7.73354166666667,0,108,57,1228,45,2.79166666666667
AL001,2018-04-05T00:00:00,24.09,17.2741666666667,9.27,78.29,47.5216666666667,29.96,0.9699624,0,21.15,5.56179166666667,0,770,437,218,12,1.58333333333333
AL001,2018-04-06T00:00:00,25.34,19.0479166666667,13.99,90.8,50.7279166666667,32.6,0.5201385,0.1,20.7,6.26683333333333,0,398,602,429,10,2
AL001,2018-04-07T00:00:00,19.99,14.9754166666667,11.8,93.7,80.79125,62.44,0.45711675,0,27.9,6.90454166666667,0,396,83,930,30,2.41666666666667
AL001,2018-04-08T00:00:00,20.67,14.6045833333333,8.4,87.7,67.41375,39.51,0.9979122,0,31.95,8.41895833333333,0,260,100,1028,51,2.54166666666667
AL001,2018-04-09T00:00:00,16.52,14.2408333333333,11.66,87.5,64.3241666666667,45.28,0.7472331,0,36.9,10.6297916666667,0,0,0,1359,79,3
AL001,2018-04-10T00:00:00,17.06,12.94725,7.593,97.1,78.3075,51.69,0.7139019,16.8,48.6,12.3513333333333,0,47,2,1318,72,2.91666666666667
AL001,2018-04-11T00:00:00,19.45,13.9795,6.95,78.06,55.2133333333333,23.23,1.07708865,0,47.25,9.90045833333333,0,96,20,1076,244,3.04166666666667
AL001,2018-04-12T00:00:00,18.14,14.45375,10.52,87.9,65.4704166666667,46.1,0.8087595,1.6,32.4,10.485875,0,3,12,1351,73,3
AL001,2018-04-13T00:00:00,17.77,13.7154166666667,10.02,89,71.0154166666667,51,0.89542695,0,27.45,7.91579166666667,0,111,0,1198,131,2.875
AL001,2018-04-14T00:00:00,20.56,14.5709166666667,6.951,92.3,69.6670833333333,38.42,0.9861915,0.2,27.9,6.40729166666667,0,606,161,660,15,2.04166666666667
AL001,2018-04-15T00:00:00,22.21,16.0216666666667,9.21,93.7,73.87625,48.02,1.0673793,0,24.75,6.68291666666667,0,358,112,868,102,2.41666666666667
AL001,2018-04-16T00:00:00,21.27,16.5691666666667,12.63,98.1,75.7104166666667,50.45,1.06583025,0,31.05,7.62791666666667,0,149,105,1066,120,2.70833333333333
AL001,2018-04-17T00:00:00,23.95,18.0358333333333,11.8,72.49,52.825,36.32,1.07841015,0,15.3,3.88225,0,683,696,60,0,1.54166666666667
AL001,2018-04-18T00:00:00,22.92,17.9029166666667,12.1,78.26,54.3670833333333,32.54,1.10892255,0,25.2,8.13741666666667,0,550,889,0,0,1.75
AL001,2018-04-19T00:00:00,22.24,17.905,13.82,81.7,62.5220833333333,44.33,1.0763391,0,25.2,9.64941666666667,0,296,1143,0,0,1.95833333333333
AL001,2018-04-20T00:00:00,23.05,18.0366666666667,15.44,79.08,68.1641666666667,49.17,0.8564427,0,26.55,12.75125,2.25,941,491,0,0,1.29166666666667
AL001,2018-04-21T00:00:00,25.07,20.6458333333333,17.7,62.29,49.5275,36.69,0.92344365,0,34.65,16.8541666666667,3.6,1095,338,0,2,1.25
AL001,2018-04-22T00:00:00,24.8,21.8633333333333,19.52,53.32,44.9854166666667,39.14,0.737355,0,31.95,14.8370833333333,0,1052,365,15,1,1.20833333333333
AL001,2018-04-23T00:00:00,25.48,22.8095833333333,18.91,62.27,37.2475,24.9,0.4156176,0,36.9,13.0630833333333,0,1002,411,9,11,1.25
AL001,2018-04-24T00:00:00,25.54,22.7879166666667,19.93,58.3,38.8833333333333,20.3,1.008039,0,41.4,14.4866666666667,1.8,719,714,1,0,1.5
AL001,2018-04-25T00:00:00,22.19,18.8504166666667,15.44,92.8,72.6370833333333,39.73,0.4545366,14.9,34.2,10.1428333333333,0,930,248,242,21,1.45833333333333
AL001,2018-04-26T00:00:00,20.03,17.5533333333333,14.56,96.3,85.68375,67.14,0.35551785,3.7,20.7,4.533625,0,372,547,521,0,2.125
AL001,2018-04-27T00:00:00,22.62,17.91875,14.59,100,85.1675,62.54,0.93620985,0.1,24.75,8.23483333333333,0,0,1,1351,86,3
AL001,2018-04-28T00:00:00,24.13,18.58875,14.76,100,75.5125,42.04,1.09188885,0,33.3,11.2738333333333,0,0,6,1313,118,3.04166666666667
AL001,2018-04-29T00:00:00,19.18,16.3320833333333,13.51,81.9,61.025,44.68,1.173171,0,41.4,15.5210833333333,0,12,45,1237,142,2.95833333333333
AL001,2018-04-30T00:00:00,19.86,15.2075,9.24,90,65.2558333333333,39.16,1.0915935,0,33.75,7.667375,0,405,229,770,34,2.20833333333333
AL001,2018-05-01T00:00:00,17.87,13.5916666666667,8.87,88.9,72.9845833333333,60.31,0.344733,13,22.05,3.22529166666667,0,216,285,558,378,2.70833333333333
AL001,2018-05-02T00:00:00,20.7,14.2730416666667,6.344,93.6,66.6429166666667,30.63,1.1977065,0.1,25.2,5.90708333333333,0,232,385,706,104,2.375
AL001,2018-05-03T00:00:00,21.04,13.186,10.46,91.8,67.2616666666667,36.36,1.0912815,0,27,6.74391666666667,0,367,153,898,20,2.33333333333333
AL001,2018-05-04T00:00:00,,,,95.9,73.2529166666667,46.48,0.9129255,1.5,22.5,3.192125,0,474,433,530,7,2.125
AL001,2018-05-05T00:00:00,30.34,26.6352631578947,22.49,91.9,71.1416666666667,52.79,0.9971202,0.1,19.35,5.33604166666667,0,225,620,557,38,2.29166666666667
AL001,2018-05-06T00:00:00,30.04,25.7183333333333,20.09,83.3,63.1995833333333,47.8,1.1728695,0,26.1,8.80445833333333,0,399,1040,0,0,1.875
AL001,2018-05-07T00:00:00,25.36,24.646,24.01,87.2,62.7416666666667,42.18,1.1225325,0,28.8,7.99979166666667,0,474,590,326,48,2.04166666666667
AL001,2018-05-08T00:00:00,,,,94.1,83.08125,70.24,1.0034136,0,24.75,6.356,0,253,99,1073,14,2.625
AL001,2018-05-09T00:00:00,33.07,28.7626315789474,22.9,93.1,75.2633333333333,50.18,1.02627,0,22.5,5.82395833333333,0,155,283,991,8,2.58333333333333
AL001,2018-05-10T00:00:00,32.63,27.8095833333333,23.91,96.3,76.5191666666667,49.52,0.83961705,0,21.6,4.93129166666667,0,266,277,892,9,2.5
AL001,2018-05-11T00:00:00,32.46,27.1925,21.85,93.5,77.3575,56.06,1.052493,0,19.8,4.288,0,354,590,463,32,2.16666666666667
AL001,2018-05-12T00:00:00,30.98,26.56,22.73,95.3,78.66875,62.83,1.0212069,0,25.65,5.30125,0,16,180,1093,149,3
AL001,2018-05-13T00:00:00,31.39,26.3754166666667,20.53,82.7,46.8929166666667,23.72,1.06355595,0,20.7,3.98695833333333,0,284,792,330,28,1.95833333333333
AL001,2018-05-14T00:00:00,32.29,26.00375,17.24,78.08,46.3120833333333,19.41,1.17227715,0,19.35,3.00379166666667,0,556,311,487,83,2.04166666666667
AL001,2018-05-15T00:00:00,22.49,21.602,20.37,75.51,50.9933333333333,27.42,1.2071004,0,20.7,6.0115,0,469,950,21,0,1.79166666666667
AL001,2018-05-16T00:00:00,31.36,27.8926315789474,20.74,80.1,47.6733333333333,25.9,1.2412143,0,30.6,11.845,0,472,961,1,0,1.75
AL001,2018-05-17T00:00:00,30.25,26.7145833333333,22.56,85.2,56.64125,39.35,0.68171685,0,35.55,13.07475,0,810,627,0,1,1.5
AL001,2018-05-18T00:00:00,31.31,26.1583333333333,20.14,89.3,66.2333333333334,43.14,1.19797845,0,21.15,5.39625,0,610,572,250,5,1.75
AL001,2018-05-19T00:00:00,31.96,26.2220833333333,20.5,81.5,67.1641666666667,48.68,1.05997575,0,21.15,4.95933333333333,0,463,573,390,13,2.08333333333333
AL001,2018-05-20T00:00:00,31.49,25.9508333333333,20.6,88.6,72.4125,54.78,1.0027689,0,18.9,4.70570833333333,0,520,173,738,10,2.08333333333333
AL001,2018-05-21T00:00:00,31.36,26.35,20.37,89.8,70.80625,46.04,1.0607577,0,23.4,6.20133333333333,0,297,197,925,23,2.45833333333333
AL001,2018-05-22T00:00:00,25.8,22.37625,16.55,97.3,70.03625,33.47,1.18947885,0,22.95,5.707625,0,313,99,955,40,2.45833333333333
AL001,2018-05-23T00:00:00,27.12,21.4233333333333,13.65,89.3,45.9795833333333,21.36,1.08043845,0,23.85,8.58833333333333,0,766,672,0,0,1.54166666666667
AL001,2018-05-24T00:00:00,28.67,23.3558333333333,18.04,77.43,43.4379166666667,26.77,1.0408998,0.1,28.35,11.7242083333333,0,669,364,405,2,1.83333333333333
AL001,2018-05-25T00:00:00,24.37,19.8254166666667,15.74,87.3,67.3641666666667,39.32,1.2080331,0,32.85,8.70770833333333,0,184,142,1075,39,2.625
AL001,2018-05-26T00:00:00,26.17,20.3845833333333,14.49,87,61.71625,29.96,1.2063921,0,25.65,7.635375,0,101,45,1282,11,2.91666666666667
AL001,2018-05-27T00:00:00,23.26,19.51625,16.11,89.3,71.7679166666667,52.58,0.9262221,0.1,31.5,8.639625,0,108,93,1165,75,2.79166666666667
AL001,2018-05-28T00:00:00,23.69,19.1854166666667,14.83,90.5,72.9941666666667,54.31,1.20707475,0,26.1,8.28916666666666,0,160,25,1135,118,2.83333333333333
AL001,2018-05-29T00:00:00,22.14,18.4875,14.96,88.9,71.9670833333333,53.46,1.24374495,0,36,9.914625,0,199,173,1032,36,2.54166666666667
AL001,2018-05-30T00:00:00,23.72,18.39625,13.01,91.8,71.09375,45.36,1.24206465,0,32.85,9.13770833333333,0,0,112,1316,9,2.91666666666667
AL001,2018-05-31T00:00:00,25.6,20.0529166666667,12.84,91.5,61.85375,35.52,1.24750725,0,23.85,6.32166666666667,0,238,308,838,56,2.5
AL001,2018-06-01T00:00:00,27.42,20.6141666666667,13.61,88.6,62.9195833333333,34.96,1.18162755,0,18,4.03420833333333,0,401,776,261,1,1.91666666666667
AL001,2018-06-02T00:00:00,23.49,18.8129166666667,15.64,85.8,71.6566666666667,51.51,0.40354995,0,19.8,4.68716666666667,0,243,405,765,22,2.33333333333333
AL001,2018-06-03T00:00:00,23.49,18.43375,12.84,91.2,74.53375,50.37,1.242648,0,25.2,7.66058333333334,0,139,95,1094,109,2.875
AL001,2018-06-04T00:00:00,22.82,18.4804166666667,14.25,97.5,78.6433333333333,59.01,1.1481024,0,30.6,8.96379166666667,0,0,13,1394,32,3
AL001,2018-06-05T00:00:00,22.72,18.8658333333333,15.87,86.1,71.0425,56.49,0.9732009,0,31.5,8.596375,0,224,258,922,33,2.54166666666667
AL001,2018-06-06T00:00:00,16.04,14.3528571428571,13.17,92.1,89.5857142857143,86.4,2.94500571428571E-02,0,7.2,1.68271428571429,0,284,40,97,0,1.57142857142857
AL001,2018-06-07T00:00:00,24.5,20.6405555555556,13.04,86.1,61.5166666666667,42.61,1.6677064,0,24.3,8.86127777777778,0,88,57,878,9,2.66666666666667
AL001,2018-06-08T00:00:00,25.26,18.8691666666667,13.78,97.4,74.0733333333334,38.42,1.20912195,0,27.9,8.87891666666667,0,0,12,1393,31,3
AL001,2018-06-09T00:00:00,24.56,18.8279166666667,15.57,92.4,74.5695833333333,49.32,0.9228897,0.2,27.9,8.41533333333333,0,78,129,1162,70,2.83333333333333
AL001,2018-06-10T00:00:00,24.06,18.9683333333333,14.69,91.6,70.3429166666667,45.94,1.1912892,0,26.1,9.29383333333333,0,0,46,1384,7,3
AL001,2018-06-11T00:00:00,23.32,18.5420833333333,13.61,92.4,74.0766666666667,55.02,1.2432984,0,27,7.95370833333333,0,65,47,1314,11,2.91666666666667
AL001,2018-06-12T00:00:00,25.37,19.6291666666667,12.94,91,67.7866666666666,40.79,1.25300295,0,22.05,7.390375,0,250,187,993,8,2.5
AL001,2018-06-13T00:00:00,29.24,21.75125,14.09,91.1,61.53625,31.49,1.20457635,0,23.85,6.902875,0,46,225,1158,10,2.79166666666667
AL001,2018-06-14T00:00:00,30.32,23.13375,15.81,88.6,59.55,30.56,1.2241071,0,26.55,5.225,0,422,454,544,21,2.08333333333333
AL001,2018-06-15T00:00:00,29.65,22.9466666666667,16.38,86.4,62.72,38.5,1.2423012,0,20.7,5.59420833333333,0,258,635,520,23,2.25
AL001,2018-06-16T00:00:00,31.03,24.6375,17.56,71.3,42.39875,17.74,1.25221485,0,17.1,5.41320833333333,0,519,910,11,0,1.75
AL001,2018-06-17T00:00:00,29.75,24.8441666666667,18.31,59.19,36.4108333333334,16.62,1.24942425,0,23.4,8.41575,0,404,1035,0,0,1.875
