cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,PromedioDeRadiacion,SumaDeLluvia,V_Max,V_Med,V_Min,SumaDeCV1,SumaDeCV2,SumaDeCV3,SumaDeCV4,PromedioDeDireccion
AL011,2018-03-23T00:00:00,13.45,9.04666666666667,2.093,82.8,42.4408333333333,10.12,0.21331455,0,31.5,5.45741666666667,0,10780,20560,34480,20370,2.91666666666667
AL011,2018-03-24T00:00:00,9.42,7.653125,4.613,96.8,53.3575,34.24,0.9306771,2,53.1,15.9822083333333,0,1590,6000,32690,46040,3.54166666666667
AL011,2018-03-25T00:00:00,10.75,6.81641666666667,2.777,68.9,58.7229166666667,41.68,0.5335023,0,40.05,7.340875,0,23970,14710,29170,18140,2.625
AL011,2018-03-26T00:00:00,14.16,9.31770833333333,4.178,75.49,45.4216666666667,32.38,0.9652254,0,38.25,8.77895833333333,0,13780,8890,16270,47400,3.66666666666667
AL011,2018-03-27T00:00:00,17.62,11.4250416666667,4.281,66.74,47.16,31.51,0.959613,0,21.15,4.678625,0,3800,25500,41870,14900,2.70833333333333
AL011,2018-03-28T00:00:00,20.55,13.8525,7.308,72.6,51.1904166666667,33.83,1.01261535,0,17.1,4.11191666666667,0,4150,34100,33700,11490,2.58333333333333
AL011,2018-03-29T00:00:00,18.35,12.4166666666667,7.103,72.79,55.3129166666667,28.39,0.76851015,0,23.4,5.070375,0,3080,25750,42440,14750,2.70833333333333
AL011,2018-03-30T00:00:00,11.4,7.36825,3.187,84.6,64.8025,30.23,0.68667165,0,41.4,8.70533333333333,0,1790,8500,62750,13150,3
AL011,2018-03-31T00:00:00,14.19,8.55283333333333,2.229,72.45,51.9220833333333,34.63,1.0462107,0,21.15,5.35379166666667,0,4060,25640,35370,19410,2.875
AL011,2018-04-01T00:00:00,17.02,9.878375,2.366,70.5,47.6379166666667,28.88,1.0300677,0,21.6,4.582625,0,30490,54210,50,130,1.625
AL011,2018-04-02T00:00:00,18.96,13.2869166666667,5.092,55.91,44.0045833333333,33.76,0.92488035,0,18,5.078625,0,2320,22050,43000,18660,2.83333333333333
AL011,2018-04-03T00:00:00,18.07,13.12,7.783,78.29,63.2333333333333,48.48,1.0138653,0,29.7,5.47479166666667,0,6230,15920,48200,15530,2.91666666666667
AL011,2018-04-04T00:00:00,16.67,11.3662916666667,6.932,77.26,56.2854166666667,40.9,1.0895355,0,18.45,4.946375,0,1870,10820,57320,15650,2.91666666666667
AL011,2018-04-05T00:00:00,19.9,12.3702083333333,4.144,74.88,48.6175,31.5,1.02567405,0,22.95,4.15433333333333,0,30830,48020,2680,3830,1.79166666666667
AL011,2018-04-06T00:00:00,21.54,14.2029166666667,8.06,91,57.1366666666667,40.26,0.7422984,0,19.35,3.62079166666667,0,21400,37410,11090,15840,2.25
AL011,2018-04-07T00:00:00,13.52,9.55308333333333,5.366,93.5,74.8416666666667,55.81,0.4672557,0.4,22.95,4.68183333333333,0,1110,18730,49280,17100,2.95833333333333
AL011,2018-04-08T00:00:00,14.39,8.53833333333334,3.05,88.1,62.7229166666667,36.74,0.8432391,0,29.7,5.43416666666667,0,6120,16480,36230,24420,2.91666666666667
AL011,2018-04-09T00:00:00,11.8,7.545875,3.666,84.3,57.7545833333334,41.63,0.9381741,0,35.55,6.57675,0,2650,17740,39510,23470,2.95833333333333
AL011,2018-04-10T00:00:00,9.83,5.77475,0.115,100,80.7779166666667,59.47,0.40586055,24.2,37.8,8.06091666666667,0,6200,12570,44250,19190,2.875
AL011,2018-04-11T00:00:00,11.87,6.73745833333333,2.503,79.36,57.58125,31.16,1.0709085,0,40.5,8.27229166666667,0,830,9610,52150,22940,3.125
AL011,2018-04-12T00:00:00,11.84,6.732125,1.717,97.6,75.805,53.88,0.62809935,7.2,26.55,6.54783333333333,0,3380,14430,49930,16200,3
AL011,2018-04-13T00:00:00,11.26,6.04179166666667,2.674,95.1,82.9116666666666,63.19,0.6469227,0,28.8,4.45483333333333,0,3040,17820,39830,20910,2.95833333333333
AL011,2018-04-14T00:00:00,16,9.77995833333333,2.571,95.9,60.7858333333333,40.78,0.90021075,0,31.5,6.22258333333333,0,6680,23920,14090,27310,2.91666666666667
AL011,2018-04-15T00:00:00,17.82,12.3140833333333,4.615,89.6,62.5408333333333,50.74,1.0148772,0,20.25,4.525375,0,4280,6450,42730,14060,2.83333333333333
AL011,2018-04-16T00:00:00,19.73,13.1716666666667,7.889,87.1,60.2891666666667,32.92,1.0972281,0,18.9,4.900125,0,2680,10630,47370,23750,3.16666666666667
AL011,2018-04-17T00:00:00,17.18,12.029375,5.169,80.5,61.805,41.83,1.1435598,0,22.05,4.09883333333333,0,14380,29310,21670,14890,2.33333333333333
AL011,2018-04-18T00:00:00,20.15,14.63,9.46,71.47,51.4845833333333,34.75,1.16575275,0,22.05,5.81145833333333,0,42130,38760,10,130,1.45833333333333
AL011,2018-04-19T00:00:00,19.23,13.5920833333333,9.32,78.9,58.7445833333333,42.52,1.16080455,0,24.3,6.10825,0,49680,36360,60,300,1.29166666666667
AL011,2018-04-20T00:00:00,17.56,12.63625,8.09,98.6,71.8875,50.8,1.0899447,0,27.9,7.54525,0,53350,32620,100,330,1.20833333333333
AL011,2018-04-21T00:00:00,20.45,15.1283333333333,11.64,63.9,55.1129166666666,44.48,0.97990875,0,25.2,8.32466666666667,0,50700,35210,60,430,1.16666666666667
AL011,2018-04-22T00:00:00,22.09,16.7704166666667,12.35,58.23,49.8275,36.73,0.63189225,0,23.85,6.67520833333333,0,53280,32820,40,250,1.20833333333333
AL011,2018-04-23T00:00:00,21.91,16.8970833333333,12.01,78.77,49.9579166666667,36.56,0.3076728,0.8,27.9,7.215875,0,39290,41670,2330,2300,1.45833333333333
AL011,2018-04-24T00:00:00,22.67,18.0233333333333,14.16,61.05,38.5720833333333,22.72,0.9022533,0,36,9.87854166666667,0,46230,39640,90,440,1.375
AL011,2018-04-25T00:00:00,15.89,12.7116666666667,9.86,100,85.3554166666667,52.24,0.4466118,13,37.35,5.45091666666667,0,42950,43210,30,180,1.45833333333333
AL011,2018-04-26T00:00:00,17.12,12.75,10.24,99.1,92.0458333333333,75.08,0.40106265,0.9,26.55,3.57929166666667,0,25820,29510,3250,5950,2.16666666666667
AL011,2018-04-27T00:00:00,22.16,15.0216666666667,9.01,95.4,73.5941666666667,43.89,0.7739505,0,18.45,3.81308333333333,0,6430,7180,28130,12740,2.5
AL011,2018-04-28T00:00:00,20.25,15.2795833333333,10.92,84.8,50.9033333333333,18.77,1.0562559,0,33.3,8.05508333333333,0,1360,3900,49570,28430,3.25
AL011,2018-04-29T00:00:00,14.5,9.46466666666667,4.753,75.69,56.4808333333333,26.81,1.049688,0,36,7.571625,0,1320,11710,50870,21590,3.04166666666667
AL011,2018-04-30T00:00:00,13.81,8.88266666666667,2.298,87.3,63.16875,47.28,0.9253488,0,20.7,4.44691666666667,0,5660,20500,26540,19900,2.75
AL011,2018-05-01T00:00:00,10.92,6.59029166666667,2.093,97,73.6525,55.89,0.50213865,9.6,23.85,3.82895833333333,0,5400,26410,13240,11390,2.20833333333333
AL011,2018-05-02T00:00:00,14.64,8.47020833333333,0.629,91.4,61.55,35.25,0.9023463,0.2,23.4,4.10041666666667,0,3470,8440,27490,12480,2.54166666666667
AL011,2018-05-03T00:00:00,17.87,11.880875,4.991,76.63,57.3016666666666,39.26,1.09134705,0,20.7,4.14354166666667,0,5380,16870,25020,13440,2.58333333333333
AL011,2018-05-04T00:00:00,17.05,11.3308333333333,8.4,93.1,79.5629166666667,50.65,0.557388,7.3,16.2,3.33545833333333,0,12600,25320,7540,6020,2.04166666666667
AL011,2018-05-05T00:00:00,17.47,11.7035833333333,6.864,98.7,85.1170833333333,61.9,0.5404959,0.1,16.65,3.38345833333333,0,4710,12460,16660,15840,2.79166666666667
AL011,2018-05-06T00:00:00,19.03,13.5908333333333,8.09,97.9,69.1945833333333,44.66,1.07376435,0.1,30.6,6.11804166666667,0,42440,35570,20,130,1.41666666666667
AL011,2018-05-07T00:00:00,20.02,13.5958333333333,10.07,100,72.5975,46.54,0.84587385,0.1,26.1,4.723625,0,34800,27240,7760,3000,1.66666666666667
AL011,2018-05-08T00:00:00,20.76,15.13,8.98,99.9,74.7679166666667,52.54,0.7848834,0.1,20.7,3.98525,0,16650,7210,19350,10060,2.375
AL011,2018-05-09T00:00:00,21.75,16.2720833333333,10.1,87.8,70.0670833333333,51.57,0.8311065,6.2,22.05,4.449625,0,6930,12470,29590,11540,2.54166666666667
AL011,2018-05-10T00:00:00,20.7,15.4641666666667,10.17,96.8,76.9445833333333,59.99,0.64606845,0,19.8,3.892875,0,25830,12840,10000,4250,1.70833333333333
AL011,2018-05-11T00:00:00,20.38,15.0216666666667,8.87,100,82.8254166666667,63.44,1.0257792,0.1,21.6,4.3765,0,12730,21240,20980,25320,2.75
AL011,2018-05-12T00:00:00,22.06,16.0025,10.1,91.2,61.2995833333333,39.65,1.04146695,0,20.7,5.39091666666667,0,2510,20800,42970,18810,2.83333333333333
AL011,2018-05-13T00:00:00,16.58,11.8900416666667,6.151,79.06,58.6466666666667,39.49,0.995898,0,18.45,4.440375,0,11990,21290,25440,14060,2.375
AL011,2018-05-14T00:00:00,17.94,12.717625,5.881,74.4,48.3841666666667,30.71,1.08647025,0,22.05,4.58191666666667,0,11760,17980,30570,15200,2.5
AL011,2018-05-15T00:00:00,18.64,14.0095833333333,7.787,70.69,54.2083333333333,37.6,1.1409693,0,20.25,5.02183333333333,0,12400,24040,21110,15020,2.45833333333333
AL011,2018-05-16T00:00:00,20.89,14.4,7.24,82.7,54.7116666666667,32.13,1.28142,0,26.55,6.77441666666667,0,41290,24200,120,330,1.08333333333333
AL011,2018-05-17T00:00:00,17.74,13.9170833333333,10.17,90.4,58.31875,45.98,0.72999705,0,27,8.24720833333333,0,45830,38810,70,220,1.41666666666667
AL011,2018-05-18T00:00:00,19.38,12.7317916666667,6.043,87.2,71.675,39.05,0.87488955,0,20.7,5.12420833333333,0,19570,31640,5070,4380,1.95833333333333
AL011,2018-05-19T00:00:00,17.91,12.0546666666667,6.488,95.8,81.1779166666667,58.98,0.86401335,0,21.6,4.17979166666667,0,7400,4670,15270,3490,2.20833333333333
AL011,2018-05-20T00:00:00,18.01,11.6986666666667,6.761,96.8,84.07625,63.8,0.5794248,1.3,18.45,3.58045833333333,0,5190,6760,16220,15810,2.625
AL011,2018-05-21T00:00:00,18.35,12.4044166666667,6.761,98.3,79.8195833333333,51.52,0.80956815,0.1,22.05,3.7025,0,11020,5120,19370,13530,2.125
AL011,2018-05-22T00:00:00,21.27,15.132,7.445,93.1,66.8733333333333,48.9,1.1237172,0,20.25,4.4745,0,4440,9790,21060,12840,2.33333333333333
AL011,2018-05-23T00:00:00,25.49,17.8625,9.15,81.1,49.1070833333333,28.62,1.026966,0,20.7,4.65191666666667,0,28280,22600,200,1190,1.375
AL011,2018-05-24T00:00:00,25.74,18.7995833333333,14.09,78.95,47.8675,31.67,1.04176425,0,23.85,5.93395833333333,0,45840,30960,540,2940,1.29166666666667
AL011,2018-05-25T00:00:00,21.13,16.53375,11.94,84.7,57.5929166666667,36.06,1.1753109,0,34.2,5.91454166666667,0,7470,7920,30530,8570,2.625
AL011,2018-05-26T00:00:00,23.05,16.5366666666667,10.24,73.35,50.735,33.97,1.1453004,0,20.7,4.76458333333333,0,9230,10320,36980,13850,2.70833333333333
AL011,2018-05-27T00:00:00,21.61,16.085,10.79,85.7,65.91125,47.64,1.06143045,0,23.85,4.988375,0,10760,9440,29640,11030,2.91666666666667
AL011,2018-05-28T00:00:00,21.1,15.725,8.91,90.1,67.4679166666667,48.37,1.3172973,0,20.7,4.247,0,11520,15340,29260,9630,2.16666666666667
AL011,2018-05-29T00:00:00,19.46,14.93875,10.14,89,70.7679166666667,46.61,1.25894715,0,22.5,5.07929166666667,0,8360,7010,32590,9840,2.45833333333333
AL011,2018-05-30T00:00:00,20.79,14.5325416666667,6.762,91.8,62.8975,42.99,1.18712625,0,23.85,4.30291666666667,0,9410,14730,27880,9890,2.5
AL011,2018-05-31T00:00:00,21.85,16.5095833333333,9.69,77.23,56.8779166666667,43.87,1.27249335,0,20.7,4.72479166666667,0,11240,14450,20150,10570,2.29166666666667
AL011,2018-06-01T00:00:00,22.91,16.7820833333333,10.79,90.3,65.6554166666667,46.93,1.28617875,0,22.05,4.33275,0,7830,9430,22920,17070,2.58333333333333
AL011,2018-06-02T00:00:00,17.94,13.765,8.47,96,70.6333333333333,41.28,0.6159183,0,24.75,3.94491666666667,0,7250,18670,29670,14140,2.75
AL011,2018-06-03T00:00:00,23.18,16.3804166666667,8.09,79.98,53.3970833333333,34.47,1.30997445,0,20.25,5.09816666666667,0,6650,8530,36260,18420,2.95833333333333
AL011,2018-06-04T00:00:00,24.1,18.0175,11.09,83.4,55.3845833333333,39.08,1.26923925,0,18.45,4.38320833333333,0,7520,4400,43720,17520,2.83333333333333
AL011,2018-06-05T00:00:00,21.03,16.3016666666667,10.62,80.2,60.1995833333333,46.49,0.9707274,0.2,24.75,4.984125,0,2340,6740,35820,25810,3.20833333333333
AL011,2018-06-06T00:00:00,19.71,14.2508333333333,8.71,83.4,61.8916666666667,44.33,0.79984545,7.7,30.6,5.09695833333333,0,7380,6610,23220,18550,2.79166666666667
AL011,2018-06-07T00:00:00,21.78,16.4233333333333,9.04,85.2,60.27625,43.14,1.2366468,0,20.7,4.71558333333333,0,2940,9030,36860,20230,2.91666666666667
AL011,2018-06-08T00:00:00,24.48,18.6270833333333,11.4,85.7,53.5795833333333,29.65,1.23732075,0,25.65,4.4985,0,1600,12210,45750,14270,2.79166666666667
AL011,2018-06-09T00:00:00,23.25,18.3,13.75,75.26,60.7275,42.15,0.9277287,0.1,20.7,4.58195833333333,0,1950,2480,49790,29960,3.29166666666667
AL011,2018-06-10T00:00:00,22.19,17.4191666666667,10.75,83.9,58.0154166666667,41.41,1.3119813,0,21.15,4.56845833333333,0,6460,7510,26660,22230,2.875
AL011,2018-06-11T00:00:00,23.11,17.5545833333333,9.56,82.5,54.9325,35.8,1.33001685,1.2,20.25,4.33266666666667,0,7380,9260,27560,15240,2.375
AL011,2018-06-12T00:00:00,23.63,17.6395833333333,10,77.45,52.6370833333333,37.9,1.3344066,0,19.35,4.44483333333333,0,9370,13710,27080,11980,2.33333333333333
AL011,2018-06-13T00:00:00,25.54,20.1466666666667,13.44,58.26,43.0658333333333,31.41,1.31547465,0,23.4,4.78629166666667,0,6580,22980,26120,12520,2.5
AL011,2018-06-14T00:00:00,25.47,19.965,12.73,66.94,47.1804166666667,32.66,1.2887931,0,23.85,4.65429166666667,0,7620,16270,24950,16820,2.625
AL011,2018-06-15T00:00:00,27,20.00625,10.99,72.68,49.2058333333333,32.91,1.3323444,0,20.25,4.25629166666667,0,6560,5260,22130,20040,2.41666666666667
AL011,2018-06-16T00:00:00,28.42,21.5291666666667,13.86,71.68,45.0954166666667,25.36,1.32478125,0,18.9,3.86304166666667,0,4920,2920,21470,18670,2.29166666666667
AL011,2018-06-17T00:00:00,28.25,21.4041666666667,12.9,68.46,46.2879166666667,27.86,1.2869598,0,20.7,3.94654166666667,0,7030,4390,13580,20130,2.29166666666667
AL011,2018-06-18T00:00:00,29.72,22.4529166666667,15.22,67.13,44.41,26.97,1.20613515,0,22.5,3.79016666666667,0,19260,5300,15120,9390,1.83333333333333
AL011,2018-06-19T00:00:00,26.15,20.75375,15.8,66.91,49.5929166666667,30.4,1.31058315,0,21.6,5.23758333333333,0,34730,27880,11400,5400,1.66666666666667
AL011,2018-06-20T00:00:00,28.42,21.3408333333333,14.54,75.56,46.9904166666667,26.67,1.3205985,0,22.95,5.8635,0,32280,33620,5930,5470,1.79166666666667
AL011,2018-06-21T00:00:00,28.79,22.2120833333333,16.41,60.15,40.06875,23.62,1.3191522,0,21.6,5.91233333333333,0,43240,36990,100,950,1.375
AL011,2018-06-22T00:00:00,29.62,23.29875,17.78,53.34,35.9879166666667,22.77,1.24077015,0,24.75,6.482875,0,47090,30360,80,570,1.375
AL011,2018-06-23T00:00:00,31.94,24.6195833333333,17.54,49.89,30.8495833333333,18.01,1.2607596,0,22.05,5.08579166666667,0,44770,34630,130,320,1.45833333333333
AL011,2018-06-24T00:00:00,34.44,25.4779166666667,18.56,69.06,38.1475,20.27,1.2649698,0,17.1,4.49466666666667,0,37490,16750,4220,3120,1.375
AL011,2018-06-25T00:00:00,29.82,22.2741666666667,15.08,84.3,60.6991666666667,36.32,1.272711,0,18.45,3.95120833333333,0,20230,6550,6090,15010,2.16666666666667
AL011,2018-06-26T00:00:00,29.48,21.78625,13.61,88.7,61.5858333333333,39.68,1.28844135,0,20.25,4.67975,0,7790,4640,9070,34460,2.75
AL011,2018-06-27T00:00:00,28.46,21.7316666666667,14.78,79.5,53.4154166666667,33.19,1.30659555,0,18.45,4.07279166666667,0,12690,8170,24540,23640,3
AL011,2018-06-28T00:00:00,29.15,23.3679166666667,15.42,71.47,41.5741666666667,17.14,1.13997,0,22.95,4.07866666666667,0,5520,2940,33310,18390,2.83333333333333
AL011,2018-06-29T00:00:00,27.2,21.9266666666667,14.71,97.5,57.3166666666667,37.82,1.28941575,0,19.35,4.45058333333333,0,9000,2330,20150,21990,2.66666666666667
AL011,2018-06-30T00:00:00,24.38,20.0620833333333,14.43,97.7,76.6829166666667,59.79,1.16491455,0,17.1,4.33429166666667,0,13930,8550,24980,21600,2.625
AL011,2018-07-01T00:00:00,27.16,21.5633333333333,15.01,84,46.4808333333333,25.41,1.28851875,0,23.85,5.626625,0,5730,6170,44900,19260,3.04166666666667
AL011,2018-07-02T00:00:00,28.21,21.9291666666667,12.9,66.87,38.6754166666667,21.08,1.35697815,0,19.35,4.91125,0,5120,3110,45320,23740,3.125
AL011,2018-07-03T00:00:00,31.42,23.5495833333333,15.08,57.57,25.11,9.31,1.12518525,0,19.35,3.72175,0,11030,5000,28140,13890,2.70833333333333
AL011,2018-07-04T00:00:00,30.64,24.66875,18.26,35.51,19.215,10.97,1.32737205,0,30.15,6.166875,0,5280,4730,55160,18750,2.95833333333333
AL011,2018-07-05T00:00:00,28.62,21.655,11.74,55.99,37.7041666666667,23.43,1.3238256,0,20.7,4.24445833333333,0,7730,3220,19140,10320,2.08333333333333
AL011,2018-07-06T00:00:00,28.83,22.5345833333333,14.95,61.78,43.4920833333333,28.97,1.22559975,0,18.9,4.27875,0,7120,2700,12740,7220,1.83333333333333
AL011,2018-07-07T00:00:00,31.42,23.1208333333333,14.95,64.66,39.3070833333333,18.93,1.1572797,0,18.9,4.36470833333333,0,32360,14280,80,140,1.08333333333333
AL011,2018-07-08T00:00:00,29.69,22.9470833333333,16.96,86.8,51.2804166666667,29.7,1.26484725,0,18,3.831125,0,17310,15700,8270,12830,2.08333333333333
AL011,2018-07-09T00:00:00,30.37,23.7308333333333,15.39,86.3,51.8304166666667,30.87,1.27749795,0,17.55,3.90491666666667,0,10950,7520,24160,14000,2.375
AL011,2018-07-10T00:00:00,31.36,25.3179166666667,17.13,65.11,39.4970833333333,23.64,1.28081055,0,27.45,4.218375,0,4330,2600,30960,11830,2.625
AL011,2018-07-11T00:00:00,32.14,25.9829166666667,18.02,45.43,27.4208333333333,10.75,1.2545055,0,21.6,4.26558333333333,0,3420,1920,37830,10130,2.66666666666667
AL011,2018-07-12T00:00:00,30.37,23.8033333333333,17.17,81.7,38.7675,15.76,1.27775745,0,17.1,3.89204166666667,0,6950,1870,19330,14000,2.25
AL011,2018-07-13T00:00:00,26.75,21.2216666666667,15.94,86.2,69.7341666666667,54.9,1.18141605,0,21.15,3.73229166666667,0,2920,1520,23080,9720,2.125
AL011,2018-07-14T00:00:00,31.08,23.5220833333333,14.78,88.2,42.5166666666667,23.15,1.25851695,0,19.35,4.09,0,11750,7310,21540,7600,2.25
AL011,2018-07-15T00:00:00,30.37,24.8816666666667,17.82,47.45,26.0470833333333,13.88,1.03129515,0,24.75,5.30616666666667,0,12410,4390,33550,13770,2.70833333333333
AL011,2018-07-16T00:00:00,29.55,21.5741666666667,10.41,67.54,38.27875,23.24,1.310823,0,19.8,4.584625,0,8200,1990,19040,9440,2.25
AL011,2018-07-17T00:00:00,31.7,24.9775,17.75,40.41,26.3625,14.51,1.20837825,0,19.8,4.40870833333333,0,31160,9280,120,100,1.08333333333333
AL011,2018-07-18T00:00:00,31.12,23.9170833333333,16.69,68.74,34.00625,17.49,1.23937395,0,18.9,4.51541666666667,0,17100,25850,11270,13190,2.33333333333333
AL011,2018-07-19T00:00:00,32.89,25.0666666666667,16.21,66.25,36.4825,20.34,1.0359159,0,18,4.49104166666667,0,7640,5780,20820,23760,3.20833333333333
AL011,2018-07-20T00:00:00,33.02,27.0925,18.76,43.1,24.46375,11.63,1.1966493,0,18,4.249375,0,9190,6050,34490,15260,2.79166666666667
AL011,2018-07-21T00:00:00,30.33,23.62125,15.42,51.25,31.3816666666667,19.17,1.2587628,0,20.7,4.12904166666667,0,11990,3320,21760,9490,2.125
AL011,2018-07-22T00:00:00,29.27,22.8875,14.57,87.8,54.6020833333333,34.78,1.1974713,0,20.7,4.47591666666667,0,15060,4420,15380,12900,2
AL011,2018-07-23T00:00:00,30.78,23.2016666666667,14.91,92.6,61.0408333333333,25.32,1.23879945,0,18.45,4.34379166666667,0,22710,20860,10940,14950,2.20833333333333
AL011,2018-07-24T00:00:00,32,25.09875,16.35,82.2,38.4758333333333,17.86,1.2637323,0,20.7,4.18279166666667,0,17200,5370,29240,10350,2.25
AL011,2018-07-25T00:00:00,32.21,24.8879166666667,17.06,53.4,35.13625,18.11,1.27951935,0,21.6,4.377875,0,12470,2780,22380,8700,2.25
AL011,2018-07-26T00:00:00,31.25,24.2020833333333,16.24,58.07,33.3545833333333,18.16,1.26303975,0,19.8,4.47658333333333,0,24270,3020,25340,6690,1.91666666666667
AL011,2018-07-27T00:00:00,31.66,24.58375,14.43,53.22,31.4670833333333,13.7,1.25510115,0,21.6,4.69233333333333,0,19020,5130,23520,7230,2.20833333333333
AL011,2018-07-28T00:00:00,33.02,25.6508333333333,16.42,43.89,27.63125,13.53,1.2305649,0,19.35,4.557625,0,22460,3770,22510,9770,2.33333333333333
AL011,2018-07-29T00:00:00,32.95,26.415,19.01,44.14,23.8395833333333,10,1.2685179,0,16.65,4.202375,0,14540,3920,29850,9070,2.58333333333333
AL011,2018-07-30T00:00:00,31.8,25.8933333333333,19.21,40.1,30.5070833333333,21.47,1.22310315,0,19.35,4.73870833333333,0,29180,12060,14870,6850,1.70833333333333
AL011,2018-07-31T00:00:00,32.62,26.06,17.54,49.79,31.5620833333333,16.19,1.2158961,0,21.6,4.069125,0,30270,19070,10960,4680,1.54166666666667
AL011,2018-08-01T00:00:00,33.84,26.7808333333333,19.41,35.98,22.1920833333333,13.84,1.20122115,0,22.5,5.7165,0,40600,38050,150,150,1.375
AL011,2018-08-02T00:00:00,33.51,26.9254166666667,20.44,45.62,28.875,16.85,1.1933055,0,24.75,6.222125,0,41610,40130,110,160,1.33333333333333
AL011,2018-08-03T00:00:00,33.26,27.5875,21.45,40.72,30.155,22.93,1.16378025,0,20.7,4.99004166666667,0,13810,23200,14390,8910,2.58333333333333
AL011,2018-08-04T00:00:00,30.78,24.88875,17.68,66.98,49.9404166666667,31.6,1.15353555,0,18,4.117625,0,10180,2250,20180,3740,2.04166666666667
AL011,2018-08-05T00:00:00,31.39,25.22,18.42,64.65,43.0358333333333,24.64,1.12813455,0,21.15,4.08908333333333,0,14460,4120,13110,2150,1.75
AL011,2018-08-06T00:00:00,31.59,25.5254166666667,18.53,52.53,38.0958333333333,26.19,1.04802795,0,23.4,4.12233333333333,0,10930,2950,11350,2460,2.08333333333333
AL011,2018-08-07T00:00:00,31.59,25.80625,18.25,60.09,38.7479166666667,24.74,0.8120118,0,20.25,4.34095833333333,0,13240,2380,13260,3940,2.16666666666667
AL011,2018-08-08T00:00:00,32.45,25.3775,19.38,93,51.1391666666667,24.58,1.0707477,0,22.05,5.25370833333333,0,22580,11960,15800,7070,2.20833333333333
AL011,2018-08-09T00:00:00,31.29,24.0766666666667,17.41,89.4,43.7966666666667,18.07,1.1718477,0,19.35,4.24958333333333,0,15860,6090,23180,7190,2.25
AL011,2018-08-10T00:00:00,30.16,23.5891666666667,16.04,81.6,47.8520833333333,37.61,1.10908665,0,19.8,5.09379166666667,0,31990,17650,7540,2400,1.5
AL011,2018-08-11T00:00:00,31.29,23.7258333333333,18.22,86.8,65.39375,39.1,1.0024098,0,21.15,4.87104166666667,0,35670,40710,1560,700,1.66666666666667
AL011,2018-08-12T00:00:00,30.84,24.4608333333333,16.24,80.8,51.82375,31.52,1.1308512,0,20.7,4.61429166666667,0,12590,26990,25370,8150,2.41666666666667
AL011,2018-08-13T00:00:00,30.57,24.18375,15.42,71.19,45.4491666666667,20.81,1.1494236,0,20.7,4.38383333333333,0,13340,16330,22130,12980,2.375
AL011,2018-08-14T00:00:00,30.57,24.6120833333333,17.75,78.08,44.9283333333333,25.39,1.11276045,0,22.05,4.39941666666667,0,14310,18320,18310,9330,2.04166666666667
AL011,2018-08-15T00:00:00,27.54,22.1991666666667,17.2,95.5,75.5770833333333,52,1.04033835,0,21.6,4.33716666666667,0,24630,26250,12240,4160,1.79166666666667
AL011,2018-08-16T00:00:00,26.63,21.1054166666667,14.67,94.3,74.79125,57.81,0.911688,0,22.5,4.47629166666667,0,15740,21120,18370,12070,2.375
AL011,2018-08-17T00:00:00,27.01,21.2091666666667,16.38,95.2,71.0070833333333,50.6,0.7738041,0.5,19.35,3.67533333333333,0,15330,13910,17120,9150,2.125
AL011,2018-08-18T00:00:00,28.29,21.2220833333333,15.01,91.7,70.40625,47.83,0.95031585,0,22.05,4.468125,0,28790,27930,10130,4320,1.83333333333333
AL011,2018-08-19T00:00:00,28.59,21.77125,16.62,97.1,73.5991666666667,43.18,1.07316945,0,22.05,5.909,0,41510,38920,80,740,1.375
AL011,2018-08-20T00:00:00,27.75,21.7991666666667,17.44,91.9,58.6129166666667,28.84,1.06377765,0,22.05,5.54354166666667,0,34920,28700,10840,4500,1.625
AL011,2018-08-21T00:00:00,28.42,21.81125,16.01,87.9,55.2095833333333,29.25,1.095945,0,22.05,5.05325,0,29470,40310,3410,2560,1.625
AL011,2018-08-22T00:00:00,28.12,21.8141666666667,14.13,64.57,50.4666666666667,32.22,1.074789,0,25.2,4.7355,0,13620,27160,15710,6310,2.25
AL011,2018-08-23T00:00:00,28.69,21.56875,14.74,75.58,52.8254166666667,28.55,0.7649307,0.1,21.15,3.43779166666667,0,7890,16120,15350,5720,2
AL011,2018-08-24T00:00:00,30.78,24.08625,16.79,61.48,41.23375,25.65,1.06955175,0,20.25,4.60629166666667,0,12810,5560,25040,3670,2.04166666666667
AL011,2018-08-25T00:00:00,32.28,25.365,18.06,51.21,33.2370833333333,20.96,1.07378625,0,31.05,4.25441666666667,0,18570,15850,17680,2240,2.20833333333333
AL011,2018-08-26T00:00:00,30.37,23.6691666666667,16.52,74.9,47.2445833333333,24.22,1.04982015,0,20.7,4.355375,0,18310,20590,18910,8160,2.125
AL011,2018-08-27T00:00:00,33.69,25.5729166666667,15.77,70.21,38.0525,18.07,1.0275855,0,20.25,4.009875,0,20140,14510,13230,4130,1.66666666666667
AL011,2018-08-28T00:00:00,32.21,25.3483333333333,18.59,70.57,43.8416666666667,18.36,0.99616365,0,22.95,5.089125,0,13060,10380,22340,12500,2.20833333333333
AL011,2018-08-29T00:00:00,28.81,23.0870833333333,17.44,70.27,49.5529166666667,31.53,1.01515155,0,18.45,4.46575,0,13880,11460,25760,8170,2.375
