COD_EST,FECHA,T_MAX,T_MED,T_MIN,H_R_MAX,H_R_MED,H_R_MIN,RADIACION,LLUVIA,LLUVIA_MIN,V_MAX,V_MED,V_MIN,CV1,CV2,CV3,CV4,DIRECCION,HORAS,H_T,H_HR,H_R,H_LL,H_TS,H_V,H_D,CALCULOS,MTMEN0,MTMEN7,MTMA30,MVMA50,T_S_MAX,T_S_MED,T_S_MIN
AL001,2014-01-21T00:00:00,14.83,8.499043,3.21,91.7,74.87916,53,12.27986,0,0,19.8,3.242958,0,866,177,393,3,1,24,24,24,24,24,0,24,24,1,0,709,0,0,,,
AL001,2014-01-22T00:00:00,15.74,10.37362,5.129,95.6,86.10416,68.37,10.08392,0.4,0,17.55,3.201125,0,312,453,538,137,3,24,24,24,24,24,0,24,24,1,0,243,0,0,,,
AL001,2014-01-23T00:00:00,16.72,11.5685,6.337,90.1,66.29666,38.97,11.59626,0,0,18.9,3.875,0,643,473,219,100,1,24,24,24,24,24,0,24,24,1,0,64,0,0,,,
AL001,2014-01-24T00:00:00,15.03,8.701335,2.206,98,80.55,48.31,12.77708,0,0,27,4.708499,0,606,166,602,66,1,24,24,24,24,24,0,24,24,1,0,587,0,0,,,
AL001,2014-01-25T00:00:00,20.35,12.73283,7.081,96.4,80.075,56.54,12.69227,0,0,14.85,3.093416,0,410,236,697,93,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-01-26T00:00:00,19.52,12.68079,6.14,96.2,73.02249,45.22,13.29899,0,0,24.3,4.142292,0,418,273,682,67,3,24,24,24,24,24,0,24,24,1,0,114,0,0,,,
AL001,2014-01-27T00:00:00,22.41,14.51375,8.8,100,69.04542,25.65,13.34699,0,0,32.85,7.387667,0,337,184,675,236,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-01-28T00:00:00,15.61,12.36167,8.16,73.23,44.24083,17.15,13.74847,0,0,25.65,7.618917,0,173,231,885,145,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-01-29T00:00:00,15.33,11.92796,6.069,94.1,66.03251,26.79,8.362659,0,0,29.7,8.660586,0,42,60,1134,197,3,24,24,24,24,24,0,24,24,1,0,12,0,0,,,
AL001,2014-01-30T00:00:00,17.02,9.336458,1.53,77.93,47.36541,20.68,12.56635,0,0,24.3,3.543334,0,561,433,332,103,1,24,24,24,24,24,0,24,24,1,0,580,0,0,,,
AL001,2014-01-31T00:00:00,16.72,11.68204,6.708,76.54,51.53459,35.22,9.752176,0,0,18.9,3.785084,0,286,180,899,74,3,24,24,24,24,24,0,24,24,1,0,26,0,0,,,
AL001,2014-02-01T00:00:00,18.98,11.55367,5.597,88.3,68.45834,32.68,7.970476,0,0,34.65,4.690833,0,416,417,517,77,3,24,24,24,24,24,0,24,24,1,0,215,0,0,,,
AL001,2014-02-02T00:00:00,15.47,10.98379,4.589,85.9,50.33667,31.65,13.11174,0,0,22.95,4.137375,0,353,504,576,6,3,24,24,24,24,24,0,24,24,1,0,215,0,0,,,
AL001,2014-02-03T00:00:00,13.98,8.773499,2.037,95.1,80.83709,58.16,12.46825,0,0,35.55,7.007416,0,391,296,672,77,3,24,24,24,24,24,0,24,24,1,0,596,0,0,,,
AL001,2014-02-04T00:00:00,15.26,9.576126,3.146,91.6,66.91042,39.68,12.05068,0,0,23.4,5.238375,0,399,174,758,68,3,24,24,24,24,24,0,24,24,1,0,500,0,0,,,
AL001,2014-02-05T00:00:00,16.31,13.51542,10.62,97.3,84.94294,71.89,7.867378,1.6,0,45.9,14.79309,0,17,19,1331,71,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-02-06T00:00:00,18.73,13.9925,7.62,100,81.80542,57.21,12.74152,0,0,32.4,8.258666,0,581,62,752,42,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-02-07T00:00:00,17.36,12.69708,6.777,89,63.64792,24.01,13.02365,0,0,34.2,8.7585,0,209,69,946,212,3,24,24,24,24,24,0,24,24,1,0,5,0,0,,,
AL001,2014-02-08T00:00:00,15.57,11.15596,3.648,92.9,81.02418,70.44,11.96716,1,0,45.9,13.88725,0,280,93,990,76,3,24,24,24,24,24,0,24,24,1,0,374,0,0,,,
AL001,2014-02-09T00:00:00,15.4,12.15479,6.945,100,93.82499,84.3,7.129656,5.2,0,44.1,11.00092,0,244,24,1126,47,3,24,24,24,24,24,0,24,24,1,0,1,0,0,,,
AL001,2014-02-10T00:00:00,15.26,12.46958,9.65,100,46.29376,25.07,16.58608,2.4,0,48.6,11.36271,0,45,4,918,466,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-02-11T00:00:00,14.18,10.74954,5.028,84.2,53.57958,30.06,10.00531,0,0,32.85,9.857417,0,201,70,916,251,3,24,24,24,24,24,0,24,24,1,0,175,0,0,,,
AL001,2014-02-12T00:00:00,19.04,13.79708,9.92,99.8,83.30834,53.53,15.78393,0,0,25.2,5.601542,0,323,330,700,83,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-02-13T00:00:00,18.44,13.81125,11.23,100,93.56207,75.27,13.83706,0,0,29.25,6.04929,0,41,75,1166,138,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-02-14T00:00:00,19.37,14.17708,9.17,100,88.20876,66.98,15.33874,0.2,0,22.5,5.856875,0,123,201,911,198,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-02-15T00:00:00,18.97,15.02583,10.02,90.6,70.57294,55.42,15.35667,0,0,31.5,9.032208,0,159,31,1245,5,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-02-16T00:00:00,17.82,12.51583,8.06,97.3,83.1175,56.59,14.95245,0,0,22.5,4.4145,0,322,485,626,4,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-02-17T00:00:00,13.89,11.77671,7.52,97.2,83.00333,68.6,4.046558,0,0,21.6,6.611792,0,1080,327,0,31,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-02-18T00:00:00,14.02,11.9975,10.32,93.2,83.21127,73.57,3.492072,0.4,0,22.5,4.816458,0,310,99,1001,29,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-02-19T00:00:00,17.19,11.29108,6.106,96.4,76.035,46.78,14.02915,0,0,22.5,4.287166,0,391,382,504,161,3,24,24,24,24,24,0,24,24,1,0,178,0,0,,,
AL001,2014-02-20T00:00:00,16.85,10.35141,3.246,96.8,76.71752,49.46,17.36973,0,0,26.55,5.043875,0,79,66,707,566,3,24,24,24,24,24,0,24,24,1,0,521,0,0,,,
AL001,2014-02-21T00:00:00,19.51,12.06242,6.138,97.3,76.00709,51.39,16.6891,0,0,31.05,5.844416,0,404,287,741,8,3,24,24,24,24,24,0,24,24,1,0,184,0,0,,,
AL001,2014-02-22T00:00:00,16.14,11.52804,5.905,86.2,64.29458,31.66,17.5897,0,0,24.3,5.197707,0,386,216,740,95,3,24,24,24,24,24,0,24,24,1,0,146,0,0,,,
AL001,2014-02-23T00:00:00,16.38,9.712459,3.344,86.8,62.08501,25.78,18.42159,0,0,21.6,5.973626,0,743,695,0,0,1,24,24,24,24,24,0,24,24,1,0,599,0,0,,,
AL001,2014-02-24T00:00:00,12.65,8.502501,4.118,96.3,86.03833,75.68,4.439628,4,0,16.65,2.852834,0,677,291,445,25,1,24,24,24,24,24,0,24,24,1,0,524,0,0,,,
AL001,2014-02-25T00:00:00,15.87,10.296,4.119,94.8,74.86918,44.49,15.69154,0.2,0,19.8,4.24225,0,591,92,716,17,3,24,24,24,24,24,0,24,24,1,0,530,0,0,,,
AL001,2014-02-26T00:00:00,18.53,12.25087,5.23,97.3,66.32041,38.76,17.82042,0,0,16.2,3.831416,0,614,485,265,73,1,24,24,24,24,24,0,24,24,1,0,227,0,0,,,
AL001,2014-02-27T00:00:00,16.38,12.03333,6.106,86.6,61.30541,37.79,15.41753,0,0,24.3,5.801042,0,177,317,874,68,3,24,24,24,24,24,0,24,24,1,0,113,0,0,,,
AL001,2014-02-28T00:00:00,19.01,12.77821,5.602,89.4,68.81583,30.04,11.9273,0,0,37.35,7.43175,0,254,176,869,137,3,24,24,24,24,24,0,24,24,1,0,241,0,0,,,
AL001,2014-03-01T00:00:00,18.51,15.12792,12.48,88.3,68.03167,31.32,7.931041,0,0,32.85,9.560792,0,95,76,1029,224,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-02T00:00:00,24.09,18.95584,13.92,89.2,53.90084,31.05,20.19666,0,0,32.85,11.33092,0,176,103,790,359,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-03T00:00:00,20.18,15.84625,11.81,92.4,52.80209,24.08,18.68386,0,0,31.05,10.37296,0,161,88,757,425,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-04T00:00:00,17.93,13.62258,6.033,74.24,43.2825,26.12,19.21146,0,0,22.05,5.405207,0,309,313,750,61,3,24,24,24,24,24,0,24,24,1,0,46,0,0,,,
AL001,2014-03-05T00:00:00,21.26,14.57917,8.4,72.54,54.8975,34.05,19.3793,0,0,22.95,5.182959,0,464,290,623,58,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-06T00:00:00,20.79,13.9675,8.09,92.2,65.13709,41.31,19.58145,0,0,17.55,4.875417,0,518,546,361,11,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-07T00:00:00,17.19,13.13125,7.52,89.1,67.49043,36.08,20.43886,0,0,20.25,7.559999,0,750,685,0,1,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-08T00:00:00,17.69,11.69833,4.859,85.7,58.32251,28.6,21.02443,0,0,26.55,9.022832,0,918,515,0,6,1,24,24,24,24,24,0,24,24,1,0,410,0,0,,,
AL001,2014-03-09T00:00:00,17.56,13.60042,11,77.75,46.40416,25.91,21.01684,0,0,31.95,15.21521,1.35,1030,393,0,12,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-10T00:00:00,16.38,12.33333,8.13,88.5,66.03875,47.52,18.9545,0,0,26.55,10.02612,0,905,515,0,14,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-11T00:00:00,16.72,12.1445,6.979,87.7,61.89125,36.73,20.68687,0,0,29.7,10.65558,0,590,837,0,11,2,24,24,24,24,24,0,24,24,1,0,1,0,0,,,
AL001,2014-03-12T00:00:00,16.18,12.89875,10.59,70.93,57.21167,46.11,15.04002,0,0,34.2,12.86087,1.8,996,422,0,16,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-13T00:00:00,17.22,13.25417,9.85,75.41,59.58917,42.03,18.32758,0,0,31.95,10.99691,0,1008,421,0,6,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-14T00:00:00,17.19,12.82167,8.67,84.5,61.13208,36.8,11.73908,0,0,18,5.572624,0,451,544,428,15,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-15T00:00:00,20.15,11.66558,3.983,91.9,63.36209,34.46,19.66675,0,0,18.9,4.078,0,678,73,679,9,3,24,24,24,24,24,0,24,24,1,0,457,0,0,,,
AL001,2014-03-16T00:00:00,19.1,12.02112,4.657,96.8,74.94542,51.32,20.36824,0,0,21.6,4.999208,0,549,64,823,5,3,24,24,24,24,24,0,24,24,1,0,325,0,0,,,
AL001,2014-03-17T00:00:00,22.51,14.18462,5.163,100,58.59126,18.17,20.5275,0,0,20.25,4.058041,0,409,355,676,0,3,24,24,24,24,24,0,24,24,1,0,266,0,0,,,
AL001,2014-03-18T00:00:00,20.79,13.83942,6.781,80.7,56.77459,31.75,21.35528,0,0,22.05,5.000167,0,605,124,708,0,3,24,24,24,24,24,0,24,24,1,0,32,0,0,,,
AL001,2014-03-19T00:00:00,18.94,13.60625,8.19,90.1,72.83291,42.68,21.41767,0,0,23.4,7.422291,0,837,602,0,2,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-20T00:00:00,17.9,13.45292,9.34,94,80.51708,62.92,16.03697,0,0,16.65,4.502333,0,381,382,663,12,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-21T00:00:00,18.17,13.61583,8.43,100,86.54584,69.11,20.57522,0,0,22.5,6.406042,0,210,193,1025,9,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-22T00:00:00,18.84,15.27,12.85,95.8,85.90417,67.08,19.40091,0,0,27.9,8.186542,0,18,61,1309,50,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-23T00:00:00,18.23,13.75208,8.8,93.7,70.60917,43.69,21.83037,0,0,20.7,6.154001,0,705,704,31,0,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-24T00:00:00,19.39,12.99879,6.108,88.3,71.75126,35.58,22.17962,0,0,28.35,7.753458,0,522,118,754,44,3,24,24,24,24,24,0,24,24,1,0,146,0,0,,,
AL001,2014-03-25T00:00:00,21.77,16.85083,7.822,58.41,38.09125,19.08,22.2898,0,0,38.25,9.296501,0,166,139,886,241,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-26T00:00:00,19.64,15.37167,10.42,42.31,28.71083,20.5,21.27408,0,0,43.65,8.938041,0,392,256,421,352,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-27T00:00:00,17.39,12.63196,6.743,82.1,51.92499,31.41,23.08199,0,0,30.15,7.480917,0,320,155,888,78,3,24,24,24,24,24,0,24,24,1,0,14,0,0,,,
AL001,2014-03-28T00:00:00,18.2,13.13037,5.903,89.8,63.26458,45.27,17.8995,0,0,31.5,12.18617,0,1013,394,0,25,1,24,24,24,24,24,0,24,24,1,0,125,0,0,,,
AL001,2014-03-29T00:00:00,17.19,13.88875,10.69,86.7,69.57626,60.94,12.91501,0.8,0,31.95,13.30483,0,516,137,755,25,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-03-30T00:00:00,17.56,12.55013,5.872,90.3,70.82542,43.85,23.61486,0,0,29.7,6.330916,0,339,227,805,64,3,24,24,24,24,24,0,24,24,1,0,178,0,0,,,
AL001,2014-03-31T00:00:00,21.43,14.39683,6.506,93.9,63.38667,34.72,23.7658,0,0,18.45,3.838458,0,702,257,451,31,1,24,24,24,24,24,0,24,24,1,0,54,0,0,,,
AL001,2014-04-01T00:00:00,20.59,14.9075,9.07,88.7,58.82542,36.6,15.25091,0,0,22.95,5.892168,0,850,590,0,0,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-02T00:00:00,22.92,15.46792,11.7,93.5,67.90917,34,16.75809,0,0,32.85,9.011583,0,112,50,1074,203,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-03T00:00:00,16.69,13.78917,10.79,90.8,72.14251,40.23,21.02875,0,0,37.8,14.16204,0,6,23,1252,155,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-04T00:00:00,22.14,17.34667,12.01,62.1,41.36584,17.06,23.89127,0,0,33.3,9.167581,0,125,247,828,235,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-05T00:00:00,22.95,17.20792,11.3,89.6,67.03918,35.18,22.37636,0,0,22.05,5.703333,0,209,252,925,38,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-06T00:00:00,25.27,18.68458,10.79,85.3,58.57542,35.67,25.29029,0,0,19.8,4.753333,0,364,226,842,7,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-07T00:00:00,27.29,19.535,11.27,75.72,51.01,29.06,25.67158,0,0,17.55,4.142209,0,537,420,475,8,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-08T00:00:00,29.84,20.87292,12.01,65.46,41.30709,21.84,25.5885,0,0,14.85,3.660208,0,885,395,149,9,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-09T00:00:00,24,18.40583,13.36,80.6,52.08208,26.59,24.58547,0,0,23.4,8.427207,0,724,713,0,1,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-10T00:00:00,24.06,17.75375,10.79,77.37,56.26542,38.65,24.41407,0,0,19.35,4.906042,0,551,170,666,48,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-11T00:00:00,23.67,18.81333,14.23,88.9,58.7425,36.34,14.53955,0,0,24.75,4.966459,0,291,378,696,61,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-12T00:00:00,22.39,17.58292,13.47,99.2,71.50002,53.95,22.68526,0,0,24.75,5.83475,0,596,725,119,0,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-13T00:00:00,23.2,17.59458,11.28,86.1,62.58667,41.8,25.95127,0,0,19.8,5.382042,0,347,1006,88,0,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-14T00:00:00,23.64,18.09333,12.19,72.36,49.98793,32.36,19.44949,0,0,29.25,9.560624,0,770,666,0,1,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-15T00:00:00,23.98,17.52727,12.87,78.69,54.41045,29.1,15.89838,0,0,21.6,5.889818,0,227,266,762,45,3,22,22,22,22,22,0,22,22,0,0,0,0,0,,,
AL001,2014-04-16T00:00:00,24.92,18.17667,11.28,87.1,64.32876,34.22,26.04606,0,0,19.8,4.857625,0,351,383,701,2,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-17T00:00:00,25.73,18.80125,12.94,82.7,50.74042,22.77,26.53229,0,0,21.6,6.261166,0,795,641,1,0,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-18T00:00:00,22.73,17.49541,11.65,93.9,62.44167,30.46,26.47438,0,0,26.1,7.971874,0,464,99,866,8,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-19T00:00:00,22.66,18.33333,15.56,95.4,78.54,53.79,18.87523,0,0,35.1,11.35958,0,0,16,1385,36,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-20T00:00:00,21.59,17.46583,12.73,88.6,66.76875,47.3,25.05556,0.6,0,47.7,12.54667,0,17,39,1266,116,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-21T00:00:00,21.11,17.40583,14.55,87.1,65.46834,44.93,27.06185,0.4,0,39.6,15.52375,0,0,0,1294,148,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-22T00:00:00,22.83,17.17625,11.01,91.6,69.74915,38.29,27.97142,0,0,28.8,8.229292,0,145,174,1087,32,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-23T00:00:00,21.65,16.6675,10.84,92.4,72.72793,51.49,26.86936,0,0,26.1,7.241959,0,344,241,835,18,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-24T00:00:00,22.12,17.91542,14.18,92.6,71.66541,48.2,27.55089,0,0,35.1,10.19404,0,0,15,1266,158,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-25T00:00:00,22.12,18.3375,14.18,70.08,36.6325,12.54,28.14001,0,0,26.55,8.59271,0,212,141,815,262,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-26T00:00:00,24.58,18,11.38,81.6,48.9975,21.11,27.84675,0,0,24.3,6.839959,0,298,235,898,7,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-27T00:00:00,26.13,19.78333,13.14,85.4,56.77333,32.89,27.60322,0,0,17.55,4.592459,0,420,625,380,16,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-28T00:00:00,27.17,20.42709,12.3,85,48.73458,21.42,28.02193,0,0,22.5,5.095167,0,521,356,534,28,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-29T00:00:00,27.12,20.14458,12.36,99.7,55.99542,27.57,28.11294,0,0,23.4,6.527292,0,273,208,938,1,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-04-30T00:00:00,27.85,20.1825,13.31,90,61.16959,32.26,27.832,0,0,19.35,5.021875,0,672,449,301,15,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-01T00:00:00,27.44,19.91333,14.02,94.7,62.54293,27.51,27.21992,0,0,21.6,5.272082,0,881,547,11,0,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-02T00:00:00,26.67,19.55542,12.5,77.98,57.79083,32.95,27.43459,0,0,23.85,6.237625,0,651,432,347,7,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-03T00:00:00,23.51,18.59458,12.73,73.87,50.61958,22.31,28.82383,0,0,18.9,5.526042,0,565,858,16,1,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-04T00:00:00,25.33,18.58542,10,76.55,52.12584,21.03,28.74856,0,0,18,4.991542,0,622,737,67,12,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-05T00:00:00,24.72,19.13375,13.48,84,47.90958,17.82,29.44807,0,0,24.75,9.012416,0,644,783,0,12,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-06T00:00:00,26.44,19.54834,12.5,69.1,46.94541,24.79,29.49973,0,0,21.15,7.914457,0,785,641,0,7,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-07T00:00:00,25.06,19.01083,11.86,79.94,66.52792,47.98,27.0369,0,0,22.5,5.858999,0,489,226,718,7,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-08T00:00:00,25.46,20.115,16.07,90.4,69.96709,50.55,25.42846,0,0,19.8,6.186876,0,528,744,162,3,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-09T00:00:00,25.96,20.71583,15.46,87.4,56.58417,22.28,26.30603,0,0,18.9,4.391208,0,635,580,122,100,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-10T00:00:00,26.44,20.64417,13.61,81.1,56.13041,31.78,27.27925,0,0,21.6,5.207542,0,449,218,760,10,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-11T00:00:00,27.31,21.83417,16.87,98,67.48876,33.83,26.44764,0,0,22.95,6.985333,0,41,185,1209,3,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-12T00:00:00,26.98,21.6925,17.98,90,70.44418,48.61,28.32665,0,0,20.7,8.692333,0,570,866,0,0,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2014-05-13T00:00:00,24.62,20.50292,18.39,85.5,71.63876,53.15,21.88745,0,0,32.4,9.934669,0,545,896,1,0,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
