cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,Radiacion,Lluvia,V_Max,V_Med,V_Min,CV1,CV2,CV3,CV4,Direccion
SE006,2016-01-13T00:00:00,16.29,9.306875,4.181,100,87.9670833333333,60.73,0.44977305,0,12.15,4.25795833333333,0,62180,9500,2290,11720,4
SE006,2016-01-14T00:00:00,16.26,9.97479166666667,4.452,100,93.9745833333333,75.75,0.3322716,0,10.8,2.71358333333333,0,40450,21750,4370,17900,4
SE006,2016-01-15T00:00:00,16.7,12.2780416666667,7.321,100,88.2966666666667,65.08,0.370395,0,18.45,6.32045833333333,0,23250,11560,17890,32820,4
SE006,2016-01-16T00:00:00,14.7,8.92958333333333,4.214,91.3,68.8641666666667,42.87,0.5351325,0,32.85,13.55975,0,85680,690,0,30,1
SE006,2016-01-17T00:00:00,13.83,7.423875,2.016,93,80.4416666666667,62.68,0.31486305,0,15.3,5.06745833333333,0,58410,3750,5840,16750,4
SE006,2016-01-18T00:00:00,15.65,9.54966666666667,2.762,100,87.2604166666667,51.73,0.40820415,0,14.4,2.30954166666667,0,9370,23990,35620,16500,4
SE006,2016-01-19T00:00:00,13.41,8.369125,5.298,100,92.33875,63.05,0.285372,0,9,1.37316666666667,0,31720,28660,9840,15250,4
SE006,2016-01-20T00:00:00,15.54,11.04125,8.47,100,95.2925,79.02,0.38078655,0,14.85,4.20270833333333,0,16050,31490,20830,18020,4
SE006,2016-01-21T00:00:00,15.21,12.08875,8.78,100,98.7416666666667,89.6,0.1964838,0,10.8,2.83391666666667,0,55020,23570,1310,5990,4
SE006,2016-01-22T00:00:00,18.19,13.5833333333333,11.05,100,91.9808333333333,73.93,0.407385,0,19.35,5.64283333333333,0,77920,1960,0,4510,1
SE006,2016-01-23T00:00:00,20.04,13.155,7.863,100,88.83125,62.99,0.4805898,0,9.9,2.16229166666667,0,56340,10370,8220,9170,4
SE006,2016-01-24T00:00:00,20.52,13.160625,7.117,100,87.6229166666667,59.16,0.4349745,0,9.9,2.77279166666667,0,47920,16260,1860,18280,4
SE006,2016-01-25T00:00:00,19.55,12.8166666666667,6.744,100,89.9204166666667,65.51,0.4158183,0,14.4,2.81616666666667,0,21450,25780,10270,27390,4
SE006,2016-01-26T00:00:00,16.26,10.988375,7.151,100,95.47,71.94,0.5313633,8,23.85,3.96829166666667,0,3440,29950,42780,10130,4
SE006,2016-01-27T00:00:00,15.75,9.216875,3.468,100,92.0495833333333,66.83,0.509094,0,13.5,3.40425,0,41040,14760,8580,21210,4
SE006,2016-01-28T00:00:00,13.51,9.12545833333333,5.029,100,95.9541666666667,82.1,0.2449482,0,11.25,2.49808333333333,0,40550,31170,1410,12140,4
SE006,2016-01-29T00:00:00,15.61,8.95725,2.857,100,89.0925,62.88,0.514131,0,17.1,4.60975,0,51540,13360,2050,16920,4
SE006,2016-01-30T00:00:00,16.93,9.88591666666667,4.079,100,85.7129166666667,56.75,0.5372535,0,18,4.48445833333333,0,54810,9000,4400,15710,4
SE006,2016-01-31T00:00:00,16.9,9.94766666666667,3.4,100,84.8125,57.14,0.560178,0,20.7,5.587375,0,58470,15050,0,12100,4
SE006,2016-02-01T00:00:00,21.6,12.893,7.358,96.7,80.3325,50.74,0.5732475,0,15.3,4.84995833333333,0,49410,12770,9370,13500,4
SE006,2016-02-02T00:00:00,20.25,11.7727083333333,4.35,100,86.3058333333333,60.11,0.512067,0,11.25,2.63245833333333,0,17430,25950,11990,29330,4
SE006,2016-02-03T00:00:00,17.68,10.8712916666667,4.486,100,87.895,65.95,0.358188,0,22.5,6.45591666666667,0,64970,12070,2370,5370,4
SE006,2016-02-04T00:00:00,20.55,12.7222916666667,6.952,96.4,73.9241666666667,45.31,0.5526825,0,19.8,5.469,0,59790,14960,2650,8380,4
SE006,2016-02-05T00:00:00,19.61,12.490125,6.619,98.4,78.0533333333333,47.1,0.4660185,0,13.95,3.80275,0,39120,25710,1330,18660,4
SE006,2016-02-06T00:00:00,19.95,13.710125,6.959,98.4,86.3120833333333,69.43,0.362199,0,30.15,8.75933333333333,0,1900,36210,47380,910,3
SE006,2016-02-07T00:00:00,18.19,14.50375,8.31,99.9,79.2016666666667,48.47,0.55938555,0,29.25,9.234,0,180,6780,37860,41450,4
SE006,2016-02-08T00:00:00,17.58,10.468375,5.368,100,84.3825,54.58,0.46776915,0,14.4,2.24375,0,19970,31780,21130,12570,4
SE006,2016-02-09T00:00:00,18.19,14.1254166666667,9.05,99.9,86.1125,62.92,0.30514635,0,31.5,8.45725,0,20,25030,56440,4910,3
SE006,2016-02-10T00:00:00,18.29,15.3570833333333,13.99,100,94.4604166666667,74.52,0.26544735,0,31.5,10.0876666666667,0,0,290,80280,5830,3
SE006,2016-02-11T00:00:00,17.75,15.0708333333333,12.37,100,96.075,84.9,0.30833895,7,25.2,10.4561666666667,0,0,270,75960,10170,3
SE006,2016-02-12T00:00:00,17.04,14.2183333333333,11.39,100,96.6458333333333,89.5,0.1557786,0,30.6,10.0822083333333,0,0,1040,82270,3090,3
SE006,2016-02-13T00:00:00,17.27,15.04375,13.41,100,94.6083333333333,81.2,0.28751955,1,36,12.5482916666667,0,0,140,80470,5790,3
SE006,2016-02-14T00:00:00,15.65,12.3155833333333,6.787,100,82.0841666666667,48.17,0.48365295,1,60.3,18.36425,0,50,830,32230,53270,4
SE006,2016-02-15T00:00:00,15.48,9.30425,3.807,96.6,69.9566666666667,38.4,0.56505375,0,36.9,11.288,0,15650,5640,34630,27990,4
SE006,2016-02-16T00:00:00,13.15,7.46275,1.173,84.6,55.3908333333333,31.92,0.72298815,0,37.35,11.1617083333333,0,71060,9090,1060,4500,4
SE006,2016-02-17T00:00:00,13.78,6.04966666666667,-2.105,98.6,72.66,36.64,0.698883,0,27.45,5.34533333333333,0,20650,20500,30850,14260,4
SE006,2016-02-18T00:00:00,12.68,9.83741666666667,6.115,100,86.9833333333333,67.09,0.3358245,12,18.9,6.31820833333333,0,27960,17060,4890,32280,4
SE006,2016-02-19T00:00:00,15.31,9.115875,4.656,98.6,88.88875,69.63,0.33206655,0,25.65,8.02770833333333,0,82530,2660,0,790,1
SE006,2016-02-20T00:00:00,19.88,11.411125,4.825,99.9,79.3004166666667,44.92,0.69429195,1,27.9,7.73725,0,65670,9400,4690,6140,4
SE006,2016-02-21T00:00:00,21.19,13.4882916666667,7.358,95.1,76.4120833333333,45.24,0.61980855,0,15.75,4.69545833333333,0,53230,12560,4830,14430,4
SE006,2016-02-22T00:00:00,19.38,11.6899583333333,5.131,99.8,82.57625,46.17,0.60483,0,21.6,4.544,0,22290,23210,28100,11660,4
SE006,2016-02-23T00:00:00,17.65,11.8741666666667,7.897,100,87.9883333333333,57.28,0.6501969,0,19.35,4.55966666666667,0,740,26670,44410,14530,4
SE006,2016-02-24T00:00:00,16.02,9.92920833333333,3.57,100,88.8383333333333,60.58,0.5895813,5,27,6.81279166666667,0,3900,20660,54010,7830,3
SE006,2016-02-25T00:00:00,16.26,11.8841666666667,8,100,86.9245833333333,59.76,0.5903505,0,23.85,7.41616666666667,0,20,1380,52680,32320,4
SE006,2016-02-26T00:00:00,14.71,10.4119166666667,6.107,100,92.13375,78.11,0.20041155,19,51.75,9.31266666666667,0,0,8830,60860,16710,4
SE006,2016-02-27T00:00:00,12.31,8.24045833333333,5.165,91.7,74.0816666666667,47.06,0.6168555,0,33.3,14.6026666666667,0,0,0,26080,60320,4
SE006,2016-02-28T00:00:00,17.1,9.84641666666667,3.639,95.4,74.29,47.28,0.717915,0,25.65,8.62316666666667,0,620,260,34600,50760,4
SE006,2016-02-29T00:00:00,18.56,10.4663333333333,2.219,100,76.8333333333333,45.07,0.77807565,0,16.65,3.29316666666667,0,10410,26230,26230,22730,4
SE006,2016-03-01T00:00:00,20.19,10.54775,1.818,100,68.1679166666667,22.23,0.81358575,0,16.2,3.56191666666667,0,39240,25370,12890,8060,4
SE006,2016-03-02T00:00:00,20.45,11.0040416666667,2.492,99.2,77.7995833333333,41.57,0.80861595,0,19.35,4.10933333333333,0,9650,31830,32870,11380,4
SE006,2016-03-03T00:00:00,19.14,10.9944166666667,4.113,100,85.46625,55.17,0.76071105,0,14.85,2.947625,0,5800,47100,24680,8610,4
SE006,2016-03-04T00:00:00,18.8,10.5024166666667,3.4,100,85.42,52.05,0.63051795,0,28.8,5.91858333333333,0,10650,18190,45150,12080,4
SE006,2016-03-05T00:00:00,16.97,11.216,5.775,97.5,73.7408333333333,42,0.78776595,0,31.05,9.90166666666667,0,1080,80,23130,62100,4
SE006,2016-03-06T00:00:00,17.92,10.180375,2.389,99.9,66.1975,27.21,0.8050701,0,26.55,6.60083333333333,0,4260,4960,31570,45070,4
SE006,2016-03-07T00:00:00,17.14,9.88420833333333,3.067,97.3,70.6566666666667,33.09,0.5275782,0,39.6,10.440625,0,390,8320,37600,40000,4
SE006,2016-03-08T00:00:00,18.16,9.79979166666667,1.582,99.1,65.4625,29.01,0.81000105,0,21.6,4.89620833333333,0,40290,20280,5110,19490,4
SE006,2016-03-09T00:00:00,19,10.3034583333333,1.31,92.5,70.19625,40.36,0.7156467,0,28.8,6.361625,0,31930,6670,18660,28600,4
SE006,2016-03-10T00:00:00,18.8,11.7082916666667,4.045,95,61.2520833333333,25.5,0.877728,0,29.25,6.615,0,30650,5580,10700,37350,4
SE006,2016-03-11T00:00:00,18.05,9.710125,1.107,89.1,54.7879166666667,24.62,0.8840613,0,27.9,3.52575,0,45370,33850,2340,4400,4
SE006,2016-03-12T00:00:00,19.98,10.6710833333333,1.31,88.6,54.8658333333333,22.52,0.9007779,0,21.15,3.37191666666667,0,45570,23800,4700,11360,4
SE006,2016-03-13T00:00:00,20.79,11.49225,3.034,84.3,59.885,29.71,0.89585985,0,19.35,3.43145833333333,0,28010,21240,24010,12840,4
SE006,2016-03-14T00:00:00,19.68,11.4724583333333,4.324,92.3,75.2566666666667,50.79,0.78071205,0,27,5.348625,0,5240,30480,37660,12020,4
SE006,2016-03-15T00:00:00,18.77,12.8703333333333,6.115,99.6,76.55125,50.79,0.60470535,0,22.5,5.266125,0,2400,16210,48860,18120,4
SE006,2016-03-16T00:00:00,19.7,13.01,7.219,100,84.77875,44.34,0.75861525,0,21.6,5.45920833333333,0,1180,15700,54500,14990,4
SE006,2016-03-17T00:00:00,19.44,11.8138333333333,4.147,100,82.19625,51,0.79046265,0,19.8,4.40704166666667,0,9970,27200,39550,9670,3
SE006,2016-03-18T00:00:00,19.65,12.9445833333333,6.047,100,79.69,52.06,0.6153312,0,26.1,4.91766666666667,0,8930,27180,39590,10320,3
SE006,2016-03-19T00:00:00,18.43,13.6275,9.05,100,82.0629166666667,49.48,0.86259885,1,29.25,7.98225,0,0,15020,59700,11680,4
SE006,2016-03-20T00:00:00,18.05,11.952625,6.386,100,85.36875,53.55,0.65319105,2,26.1,5.85954166666667,0,2290,43740,37080,3270,3
SE006,2016-03-21T00:00:00,16.19,11.5141666666667,8.51,100,90.7033333333333,67.55,0.61125135,25,28.35,7.25820833333333,0,5310,50930,23770,6380,4
SE006,2016-03-22T00:00:00,16.56,9.92516666666667,4.384,100,91.45375,63.82,0.6704925,2,20.7,3.91920833333333,0,4320,32920,31050,17870,4
SE006,2016-03-23T00:00:00,17.04,11.7994166666667,6.38,100,79.9741666666667,45.73,0.9005775,0,18,5.22666666666667,0,10,7490,60050,18840,4
SE006,2016-03-24T00:00:00,21.46,12.421625,4.52,100,76.4866666666667,33.41,0.972081,0,17.1,4.33533333333333,0,31220,23720,14400,15820,4
SE006,2016-03-25T00:00:00,20.86,13.7829166666667,7.596,100,79.76125,46.67,0.970251,0,25.2,7.20866666666667,0,2360,29370,41600,12640,4
SE006,2016-03-26T00:00:00,19.31,12.821,6.352,100,85.6658333333333,61.91,0.732678,0,24.75,5.98033333333333,0,0,40480,41350,4570,3
SE006,2016-03-27T00:00:00,20.89,15.4920833333333,8.78,100,80.8095833333333,45.58,0.7901385,0,23.85,6.554625,0,410,10340,54700,20880,4
SE006,2016-03-28T00:00:00,20.32,12.6230416666667,5.402,100,76.87125,29.21,0.9410355,0,22.05,4.12308333333333,0,480,29810,38700,17350,4
SE006,2016-03-29T00:00:00,25.08,15.4355833333333,7.049,100,70.36625,30.09,1.0201755,0,17.55,4.72604166666667,0,35660,20200,16060,13960,4
SE006,2016-03-30T00:00:00,24.03,14.27825,6.759,100,78.5575,51.26,0.9800535,0,28.8,5.99883333333333,0,15360,19910,39810,11280,4
SE006,2016-03-31T00:00:00,19.41,13.3219166666667,6.454,89.1,57.2754166666666,28.82,0.97596,0,35.55,11.585,0,7090,440,15110,62340,4
SE006,2016-04-01T00:00:00,20.55,12.1200833333333,2.898,89.9,57.2329166666667,21.85,1.049442,0,25.65,5.67504166666667,0,31520,21380,16090,16120,4
SE006,2016-04-02T00:00:00,20.86,12.8730833333333,4.69,90.7,70.15625,37.35,0.827853,0,28.35,5.84691666666667,0,15710,19770,39490,11220,4
SE006,2016-04-03T00:00:00,19,12.8725416666667,6.081,98,80.59,55.38,0.5667333,0,30.15,7.12366666666667,0,0,29090,54480,2830,3
SE006,2016-04-04T00:00:00,15.08,13.34125,10.85,100,96.3166666666667,85.4,0.1231197,22,35.55,14.2009166666667,0,0,3760,73460,9180,4
SE006,2016-04-05T00:00:00,20.8,13.4161666666667,7.462,100,75.04625,44.05,0.8999805,0,22.05,7.32695833333333,0,5800,1120,20060,58310,4
SE006,2016-04-06T00:00:00,22.81,14.2077083333333,4.995,100,71.3141666666667,36.83,1.0743495,0,20.25,5.25366666666667,0,32680,31590,15460,5810,3
SE006,2016-04-07T00:00:00,25.52,16.2716666666667,8.27,100,69.6629166666667,28,1.0410591,0,20.25,4.03891666666667,0,35440,13100,18740,17490,4
SE006,2016-04-08T00:00:00,22.11,15.3066666666667,8.78,97.3,57.3054166666667,17.29,1.0666134,0,35.55,8.025125,0,48200,15550,12930,8240,4
SE006,2016-04-09T00:00:00,22.01,13.5869166666667,4.424,94.3,64.5183333333333,31.04,1.08702045,0,22.5,4.78445833333333,0,2250,30700,43230,10140,4
SE006,2016-04-10T00:00:00,18.73,13.3375,9.86,98.4,84.4216666666667,51.62,0.5453016,0,28.8,9.62095833333333,0,0,3730,80590,2080,3
SE006,2016-04-11T00:00:00,18.26,13.4441666666667,10.1,100,88.69875,61.51,0.62428185,7,31.5,9.35616666666667,0,10,23740,60920,1730,3
SE006,2016-04-12T00:00:00,18.87,14.6179166666667,12.04,100,89.2808333333333,61.84,0.65402925,4,31.05,11.2510416666667,0,20,14490,71030,860,3
SE006,2016-04-13T00:00:00,20.56,14.54375,9.8,100,83.275,53.24,0.8370057,1,23.85,6.13870833333333,0,0,18810,63580,4010,3
SE006,2016-04-14T00:00:00,23.12,14.9825,7.298,100,76.185,42.75,1.12289835,0,20.25,4.93641666666667,0,17330,28220,32770,8040,3
SE006,2016-04-15T00:00:00,21.06,15.6745833333333,9.76,100,84.4491666666667,58.98,0.7754319,0,28.35,8.79591666666667,0,1500,29180,55320,390,3
SE006,2016-04-16T00:00:00,20.36,16.3470833333333,14.24,100,93.9895833333333,71.53,0.4558035,6,34.65,12.08375,0,0,6640,79390,370,3
SE006,2016-04-17T00:00:00,20.35,15.5541666666667,11.09,100,81.7941666666667,46.51,0.7862067,9,19.35,5.19666666666667,0,1760,8340,58700,17440,4
SE006,2016-04-18T00:00:00,27.72,17.7366666666667,8.2,100,69.405,38.06,1.02128805,0,26.55,6.61229166666667,0,31680,42470,11430,620,3
SE006,2016-04-19T00:00:00,19.95,16.82375,12.58,100,81.075,54.96,0.2639817,9,34.2,9.11741666666667,0,5560,48320,25780,6170,4
SE006,2016-04-20T00:00:00,16.46,13.36375,10,100,89.6983333333333,63.57,0.62567745,5,30.15,7.64825,0,1060,36060,44890,4310,3
SE006,2016-04-21T00:00:00,21.12,15.0454166666667,8.34,100,77.20625,45.21,0.8879184,0,20.7,3.23558333333333,0,24490,36390,6840,17860,4
SE006,2016-04-22T00:00:00,23.59,17.9008333333333,13.12,100,70.9004166666667,38.73,1.0316475,0,18.45,4.67470833333333,0,16160,18910,35350,15390,4
SE006,2016-04-23T00:00:00,23.29,17.33125,11.22,99.4,77.2579166666666,50.54,0.76557705,0,22.95,4.92783333333333,0,7500,21340,28490,28600,4
SE006,2016-04-24T00:00:00,25.76,18.3420833333333,12.2,100,70.8595833333333,30.77,1.11649335,0,19.35,4.62695833333333,0,37450,21380,17970,8380,3
SE006,2016-04-25T00:00:00,27.11,19.3541666666667,11.36,94.8,59.46,24.07,1.1957379,0,31.5,6.30895833333333,0,53900,12530,13000,5750,4
SE006,2016-04-26T00:00:00,27.79,18.6925,10.61,97.5,67.9466666666666,31.69,1.18483125,0,22.5,4.98004166666667,0,26900,12750,28120,16950,4
SE006,2016-04-27T00:00:00,24.61,17.48375,10.88,97.1,67.4741666666667,19.09,0.98515635,0,30.15,7.02945833333333,0,0,27630,55880,2890,3
SE006,2016-04-28T00:00:00,24.27,17.57625,12.34,99.9,75.8925,45.38,1.05891585,0,23.4,6.3075,0,10,18530,62360,5500,3
SE006,2016-04-29T00:00:00,24.07,18.3704166666667,12.44,95.5,74.5429166666667,50.34,0.5532324,0,16.2,3.36458333333333,0,25690,25860,21510,12230,4
SE006,2016-04-30T00:00:00,27.58,20.2479166666667,14.58,100,71.1620833333333,34.81,1.0359909,0,23.4,4.75683333333333,0,2330,11060,51070,21750,4
SE006,2016-05-01T00:00:00,27.42,19.71,11.7,92.8,45.9045833333333,16.62,1.236501,0,30.6,11.9126666666667,0,77370,6790,1660,190,2
SE006,2016-05-02T00:00:00,28.26,19.3625,10.78,79.54,46.4779166666667,23.66,1.23612195,0,29.25,10.67525,0,71180,13810,1270,20,2
SE006,2016-05-03T00:00:00,32.17,20.5120833333333,7.472,82.5,38.3066666666667,10.89,1.25412075,0,19.35,5.02083333333333,0,40250,32410,12150,1300,3
SE006,2016-05-04T00:00:00,28.8,19.6620833333333,12.14,59.86,37.4304166666667,15.7,0.5791836,0,29.25,4.64733333333333,0,31520,17040,18560,18040,4
SE006,2016-05-05T00:00:00,23.06,18.2633333333333,14.41,90.5,71.7208333333333,51,0.47119425,0,35.55,6.56720833333333,0,21200,21310,28930,13680,4
SE006,2016-05-06T00:00:00,20.43,16.5083333333333,13.53,100,91.0720833333333,74.23,0.62106165,3,30.15,10.2939583333333,0,0,12600,68700,5100,3
SE006,2016-05-07T00:00:00,20.39,16.2191666666667,13.32,98.7,81.815,53.62,0.6171903,0,30.6,9.32654166666667,0,10,8840,75590,1960,3
SE006,2016-05-08T00:00:00,19.04,14.84,12.2,100,91.6675,65.21,0.6200802,62,45.9,16.2108333333333,0,50,26150,59320,880,3
SE006,2016-05-09T00:00:00,18.43,14.0383333333333,10.88,100,89.5166666666667,64.72,0.6756948,14,36.45,14.1139166666667,0,50,29090,57140,120,3
SE006,2016-05-10T00:00:00,17.17,13.7825,11.19,100,91.40875,70.97,0.3959067,11,33.3,9.08270833333333,0,20,41010,45170,200,3
SE006,2016-05-11T00:00:00,16.87,12.9866666666667,9.42,100,95.0208333333333,82.4,0.3560109,18,35.55,11.1767083333333,0,900,42950,41570,890,3
SE006,2016-05-12T00:00:00,18.53,14.435,11.26,100,86.9829166666667,63.82,0.7640028,2,32.85,11.021,0,0,1830,79830,4740,4
SE006,2016-05-13T00:00:00,19.95,14.68,9.56,100,86.1025,59.74,0.94976175,0,30.6,8.030875,0,40,1270,58470,26600,4
SE006,2016-05-14T00:00:00,21.97,16.0554166666667,9.56,100,82.3933333333333,54.16,1.21877685,0,22.5,5.56216666666667,0,1260,7900,58820,18230,4
SE006,2016-05-15T00:00:00,26.36,18.1425,10.54,100,75.4333333333334,33.82,1.23359415,0,19.8,4.225625,0,32460,20110,17160,15810,4
SE006,2016-05-16T00:00:00,29.1,21.03375,12.65,100,66.8166666666667,27.86,1.23317985,0,18.45,5.32104166666667,0,46970,15230,10740,11820,4
SE006,2016-05-17T00:00:00,30.21,21.8633333333333,14.31,97,63.8516666666667,29.1,1.21044135,0,25.2,5.81666666666667,0,30340,7330,35990,12020,4
SE006,2016-05-18T00:00:00,28.33,21.0220833333333,13.83,97.9,68.4866666666667,36.37,1.2324654,0,23.4,5.397375,0,9180,23820,37370,15900,4
SE006,2016-05-19T00:00:00,29.2,20.8545833333333,12.71,98.3,70.3316666666667,34.01,1.2469854,0,20.25,4.41383333333333,0,8970,30440,37840,8960,3
SE006,2016-05-20T00:00:00,31.93,22.8408333333333,14.72,95.2,67.6904166666667,34.49,1.2081534,0,22.05,5.20108333333333,0,25200,12950,28070,19920,4
SE006,2016-05-21T00:00:00,31.47,22.6391666666667,14.44,100,65.5866666666667,26.62,1.25765955,0,27.9,7.08545833333333,0,13200,24230,43250,5050,3
SE006,2016-05-22T00:00:00,28.16,21.2045833333333,16.26,96.1,72.1795833333333,35.94,1.1555913,0,22.5,8.037625,0,1890,2450,55540,26250,4
SE006,2016-05-23T00:00:00,30.59,21.79,12.07,88.1,56.46,28.28,1.2358965,0,25.2,6.876625,0,29950,11630,35880,7860,3
SE006,2016-05-24T00:00:00,27.31,20.4966666666667,14.07,95.7,72.6820833333333,40.42,1.174878,0,27,7.72016666666666,0,120,20270,61150,4860,4
SE006,2016-05-25T00:00:00,25.96,19.3429166666667,13.32,92.7,67.9079166666667,37.61,1.2456945,0,22.05,7.544875,0,2810,4440,58400,20630,4
SE006,2016-05-26T00:00:00,25.42,18.9354166666667,13.39,98.7,66.9891666666667,34.4,1.2343245,0,24.3,8.12808333333333,0,10,10240,67150,9000,3
SE006,2016-05-27T00:00:00,25.93,19.1379166666667,12.37,94.4,65.7683333333333,35.52,1.2582015,0,25.2,5.78754166666667,0,970,18910,55480,10950,4
SE006,2016-05-28T00:00:00,23.03,18.3758333333333,13.53,99.9,77.8808333333333,55.78,1.0028145,0,45.45,11.2805416666667,0,0,28620,54890,2890,3
SE006,2016-05-29T00:00:00,24.17,17.92875,11.02,100,69.4633333333333,35.88,1.2273795,0,32.85,7.63033333333333,0,20,10440,62920,13010,4
SE006,2016-05-30T00:00:00,27.04,18.9325,11.12,96.5,66.0175,30.57,1.2574248,0,23.85,5.18083333333333,0,34010,20350,13180,17880,4
SE006,2016-05-31T00:00:00,30.62,21.4508333333333,11.32,92.7,53.7904166666667,21.98,1.3123275,0,21.6,4.94145833333333,0,43580,13490,8040,16610,4
SE006,2016-06-01T00:00:00,33.45,23.2366666666667,13.26,85.7,49.7325,17.13,1.280697,0,20.25,4.274,0,37870,16430,19210,12120,4
SE006,2016-06-02T00:00:00,33.42,22.8383333333333,14.04,80.5,52.5670833333333,21.27,1.18278615,0,23.85,5.40770833333333,0,22300,12590,35070,15800,4
SE006,2016-06-03T00:00:00,25.39,20.2070833333333,15.63,97.3,73.3708333333333,50.04,1.242384,0,34.2,11.615,0,110,17620,64870,3280,4
SE006,2016-06-04T00:00:00,26.54,18.9129166666667,11.32,98.6,72.66,41.31,1.270542,0,29.25,7.66091666666667,0,3670,11310,53480,17510,4
SE006,2016-06-05T00:00:00,31.46,21.8891666666667,12.92,98.5,64.8508333333333,28.2,1.262703,0,22.05,5.9585,0,33680,15470,22320,14620,4
SE006,2016-06-06T00:00:00,32.84,23.3670833333333,13.83,90.2,57.9729166666667,23.83,1.2438795,0,15.75,3.82508333333333,0,19880,18910,24910,22140,4
SE006,2016-06-07T00:00:00,37,26.4241666666667,16.17,82.9,47.4275,19.2,1.248918,0,20.7,5.45825,0,31060,16500,28390,10000,4
SE006,2016-06-08T00:00:00,38.04,26.9733333333333,15.78,78.26,45.54625,16.05,1.1792895,0,17.1,3.68341666666667,0,17170,26820,23410,18120,4
SE006,2016-06-09T00:00:00,35.96,26.1508333333333,18.09,80.2,54.4379166666667,29.5,1.159986,0,26.55,6.36275,0,4210,19720,46730,15560,4
SE006,2016-06-10T00:00:00,30.9,23.4295833333333,17.27,97.7,65.23375,37.89,1.193784,0,29.7,8.2805,0,60,5580,72340,8420,4
SE006,2016-06-11T00:00:00,30.69,22.16,13.85,88.1,60.3529166666667,32.01,1.288914,0,20.7,6.24945833333333,0,600,12830,60680,12260,4
SE006,2016-06-12T00:00:00,35.05,24.6208333333333,14.58,86.6,53.7029166666667,21,1.2499125,0,19.8,5.37020833333333,0,26510,18300,21550,18700,4
SE006,2016-06-13T00:00:00,37.2,27.3983333333333,17.38,81.7,52.2858333333333,27.98,1.2529455,0,22.5,6.26816666666667,0,7500,24450,12660,41090,4
SE006,2016-06-14T00:00:00,33.49,25.8995833333333,18.26,83.2,49.9558333333333,22.01,1.2669126,0,28.8,8.711875,0,2130,4300,37160,42160,4
SE006,2016-06-15T00:00:00,25.19,21.2916666666667,17.82,85.4,63.39375,41.84,1.1738535,0,34.2,12.9313333333333,0,30,40,46820,39500,4
SE006,2016-06-16T00:00:00,25.05,18.85625,11.19,92.4,64.8066666666667,41.45,1.1180295,0,29.25,8.96395833333333,0,10,6590,56480,23310,4
SE006,2016-06-17T00:00:00,28.33,20.0725,11.66,92.7,59.1766666666667,22.07,1.2559605,0,23.4,5.50666666666667,0,21570,16810,19690,27700,4
SE006,2016-06-18T00:00:00,31.93,21.9804166666667,11.93,85.7,52.2983333333333,21.07,1.257126,0,25.65,5.819375,0,35320,16220,13450,20580,4
SE006,2016-06-19T00:00:00,34.1,23.1129166666667,13.83,78.34,53.9108333333333,18.44,1.2374295,0,25.65,4.89395833333333,0,14960,19440,33370,17920,4
SE006,2016-06-20T00:00:00,36.36,25.3104166666667,15.02,82,50.76375,14.11,1.2442005,0,25.2,7.18975,0,53330,6580,16350,9730,4
SE006,2016-06-21T00:00:00,36.76,25.4758333333333,16.16,87.5,46.6570833333333,14.81,1.2390705,0,21.6,3.88029166666667,0,25440,34470,15970,9970,4
SE006,2016-06-22T00:00:00,36.03,25.2791666666667,12.99,69.9,38.84375,16.07,1.2384195,0,27.45,6.337375,0,10080,27300,18160,29940,4
SE006,2016-06-23T00:00:00,33.89,24.4016666666667,13.93,87.9,60.9475,31.82,1.183437,0,17.55,4.98495833333333,0,10300,16180,27310,32270,4
SE006,2016-06-24T00:00:00,35.52,25.35125,16.63,89.3,59.94875,28.59,1.1898945,0,27.45,5.74625,0,270,25800,41050,19240,4
SE006,2016-06-25T00:00:00,32.38,23.7891666666667,15.72,88.5,58.1741666666667,17.25,1.262844,0,26.1,7.19270833333333,0,0,24490,56610,5300,3
SE006,2016-06-26T00:00:00,28.84,22.38625,16.63,96.6,70.0770833333333,39.52,1.1929155,0,25.2,8.28345833333333,0,2230,14560,60790,8700,3
SE006,2016-06-27T00:00:00,35.08,25.04625,15.65,95.8,65.05375,31.01,1.047717,0,21.6,6.11558333333333,0,21150,12310,36960,15340,4
SE006,2016-06-28T00:00:00,32.57,26.1141666666667,21.58,85,66.6166666666667,44.52,0.4989885,0,22.5,6.60491666666667,0,18170,8070,40180,19610,4
SE006,2016-06-29T00:00:00,31.69,24.85625,18.46,96.3,73.01625,45.54,1.112289,0,24.75,6.88875,0,5900,8420,57970,14090,4
SE006,2016-06-30T00:00:00,30.82,24.18625,18.7,97.1,72.4241666666667,39.98,1.1361615,0,26.55,7.816625,0,0,14060,67000,5340,3
SE006,2016-07-01T00:00:00,33.25,24.2441666666667,15.15,95.9,63.7875,26.8,1.219608,0,22.95,6.16141666666667,0,0,24640,53430,8330,3
SE006,2016-07-02T00:00:00,37.1,26.4995833333333,16.76,87.8,59.0995833333333,27.7,1.0998495,0,16.2,4.43854166666667,0,9280,22560,24060,30180,4
SE006,2016-07-03T00:00:00,36.66,28.34875,21,78.91,53.7029166666667,30.07,1.1129535,0,26.55,7.39875,0,10440,4570,50370,20120,4
